Gene = Grasp65
index = 1201
Annotated 5SS: [164]
Annotated 3SS: [599]
SMsplice 5SS: [164]
SMsplice 3SS: [599]
top_k =  500
Partition function (log Z): -4.727445935041809

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.9723616418087805
Position 441: 0.019121253852819636
Position 265: 0.009045654527915944
Position 1042: 0.007358870432744129
Position 375: 0.004016846934623035
Position 1775: 0.0029522198563345326
Position 2091: 0.002944277622724603
Position 201: 0.0020517168415899968
Position 788: 0.002030607709338633
Position 1596: 0.0019900874190794224
Position 1079: 0.0016905135646000183
Position 536: 0.0014522433610469258
Position 1349: 0.0014475326780538013
Position 959: 0.0009442673985475886
Position 542: 0.0009062242853814045
Position 1529: 0.0005420620809479449
Position 1523: 0.00037805293630113014
Position 503: 0.0002980426068950647
Position 445: 0.00020757414842783497
Position 274: 0.0001965456792199366
Position 1283: 0.0001866051254068664
Position 470: 0.00012306055328315736
Position 1916: 0.0001209325870670273
Position 2026: 0.00011465760044424509
Position 1989: 0.00011362075474546594
Position 845: 0.00011302667156466359
Position 1274: 0.00010125944725559287
Position 905: 9.542501178810352e-05
Position 168: 8.935203721275834e-05
Position 170: 7.798497169559716e-05
Position 1765: 7.696377498490047e-05
Position 248: 6.570085382543853e-05
Position 1504: 5.923136683317735e-05
Position 617: 5.391174031854403e-05
Position 2089: 5.114565286659082e-05
Position 1266: 4.935289499028246e-05
Position 2065: 3.2734162489755214e-05
Position 766: 3.2410528970213026e-05
Position 1623: 2.6459703287329044e-05
Position 349: 2.015682098308267e-05
Position 2036: 1.8799878734753027e-05
Position 432: 1.713074803392642e-05
Position 1493: 1.7076313568703925e-05
Position 855: 1.1458189804331485e-05
Position 475: 1.006358539011742e-05
Position 506: 8.02339142665441e-06
Position 70: 7.638014716406411e-06
Position 363: 5.906583742167297e-06
Position 185: 4.3422379842891316e-06
Position 3: 4.16606294399277e-06
Position 752: 3.2851929584608465e-06
Position 1508: 2.3270248055587067e-07
Position 29: 1.235888678007686e-07
Position 887: 6.608792753119346e-08
Position 1387: 5.103379108359367e-08
Position 1046: 2.900795914294966e-08
Position 740: 1.9830592727717355e-08
Position 1762: 1.680711291835726e-08
Position 61: 1.551468151648656e-08
Position 565: 1.0494219659748865e-08
Position 50: 7.43856525258268e-09
Position 81: 2.4133287142425157e-09
Position 142: 8.306392732842799e-10
Position 395: 1.2918038792807737e-10
Position 764: 2.3339582879403366e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 599: 0.9843714518084784
Position 1657: 0.009333803450425348
Position 1168: 0.006690394766566134
Position 2162: 0.0060726444955311485
Position 1831: 0.0033749392545611525
Position 307: 0.003298775702619328
Position 231: 0.0029133494341508494
Position 432: 0.0027510504879463787
Position 1856: 0.0017867001797394354
Position 349: 0.0016245156745479765
Position 542: 0.0013309176286440323
Position 1702: 0.0009615794902373789
Position 506: 0.000647318264436879
Position 562: 0.0006029809498931931
Position 2198: 0.0005991914110755191
Position 622: 0.0005891136142939476
Position 1027: 0.0005846817905199394
Position 1450: 0.0005055355225621223
Position 1596: 0.0004909897636084439
Position 264: 0.0004722480092009834
Position 1622: 0.00044875488052100143
Position 485: 0.00041213606088917176
Position 509: 0.00039978617722633236
Position 363: 0.00036126824082458774
Position 546: 0.0003496726151346974
Position 2040: 0.0003470468358680653
Position 643: 0.00032599778963871104
Position 923: 0.0002442615654931559
Position 565: 0.00022333985283350596
Position 616: 0.0001699818570085117
Position 1381: 0.00015878179741505425
Position 1774: 0.00015747457929965927
Position 1705: 0.0001503890838296285
Position 774: 0.00011352352064834059
Position 1742: 9.22438888282296e-05
Position 935: 8.740084219503082e-05
Position 274: 6.502473632105782e-05
Position 1810: 5.896703758859404e-05
Position 238: 5.6782039589576564e-05
Position 1562: 5.412692671106675e-05
Position 683: 4.983027577292729e-05
Position 736: 4.774605369371021e-05
Position 279: 4.250351604299563e-05
Position 971: 3.746739824238387e-05
Position 1172: 3.735665623596816e-05
Position 1642: 2.6170633037201972e-05
Position 1528: 2.327097648187745e-05
Position 1522: 1.6856796013125894e-05
Position 905: 1.317076744840165e-05
Position 2008: 9.032030233569367e-06
Position 1090: 8.768325626372591e-06
Position 2207: 8.350512309041694e-06
Position 703: 7.997891383549506e-06
Position 1414: 6.232839942673904e-06
Position 2213: 6.059405095192495e-06
Position 248: 5.595608788211624e-06
Position 813: 5.395953315217815e-06
Position 778: 4.585256677325977e-06
Position 1024: 4.537694505289123e-06
Position 524: 4.130640587197973e-06
Position 59: 1.952398290942643e-06
Position 74: 1.581767922737439e-06
Position 70: 7.406936703407372e-07
Position 134: 1.6529891779268103e-07
Position 128: 5.263281627122393e-08
Position 240: 3.9198617241452865e-11
Position 163: 1.4935149119276766e-11
Position 94: 3.153740466300623e-12
Position 168: 1.3780345158949535e-13
