Gene = Eig71Ee
index = 1149
Annotated 5SS: [52]
Annotated 3SS: [104]
SMsplice 5SS: [52]
SMsplice 3SS: [131]
top_k =  500
Partition function (log Z): -7.057627062532798

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.9799779725578678
Position 282: 0.1823497235967522
Position 1171: 0.03672647720222434
Position 1194: 0.029481694982211013
Position 1113: 0.014945481150450635
Position 242: 0.009983646031041026
Position 1128: 0.00808794674336143
Position 155: 0.004576717323855701
Position 726: 0.0037224730012475325
Position 48: 0.003597412843595697
Position 366: 0.0020217992774543927
Position 480: 0.0018815754907408374
Position 846: 0.0016965517310052894
Position 642: 0.0012463896480918277
Position 395: 0.0011571796484711424
Position 1011: 0.0008430150989266897
Position 195: 0.0006657814868279726
Position 684: 0.0005575564040655107
Position 720: 0.00045905393537845347
Position 438: 0.00045819595885086963
Position 522: 0.00033929560977181283
Position 516: 0.0002855231644376928
Position 1095: 0.0002783006627071495
Position 803: 0.00025320756526651
Position 39: 0.0001512416502455911
Position 1047: 0.00013113313822568583
Position 1136: 0.00013090180110941923
Position 678: 9.297726000184352e-05
Position 564: 7.254322169750813e-05
Position 558: 4.7415373781114254e-05
Position 36: 3.482112125508444e-05
Position 762: 1.1762619229989976e-05
Position 104: 1.103911093488554e-05
Position 474: 5.114412333252417e-06
Position 16: 4.125371726640511e-06
Position 56: 1.6650900476013103e-06
Position 599: 1.6128843662055614e-06
Position 228: 7.865604545205641e-07
Position 174: 6.83887865580969e-08
Position 138: 6.108729809186318e-08
Position 359: 5.954645634885568e-08
Position 882: 2.3204764792011612e-08
Position 169: 1.5709908422658762e-09
Position 198: 1.8129268027564325e-10
Position 184: 3.038752844232427e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 131: 0.7097723059765796
Position 1242: 0.11509465733891697
Position 104: 0.10037531277507922
Position 1193: 0.07421383195196525
Position 773: 0.07240094098196738
Position 1112: 0.06127789520450351
Position 983: 0.03700503462265982
Position 569: 0.03496888568951526
Position 108: 0.021576662514445965
Position 969: 0.013206538243615838
Position 401: 0.008431288447826665
Position 1271: 0.0066693868202413594
Position 138: 0.005491738159589155
Position 194: 0.005346782965207641
Position 1017: 0.0024396129820665855
Position 693: 0.0015210909531486719
Position 1317: 0.001390276754435804
Position 447: 0.0013743252269556013
Position 213: 0.001239257897161954
Position 1380: 0.001128802564819694
Position 706: 0.0009783538604940809
Position 342: 0.0008942734037069998
Position 531: 0.0008231075264635368
Position 599: 0.0008130981999812619
Position 1301: 0.0007886442164520139
Position 809: 0.000616170685006026
Position 315: 0.0005239118964125807
Position 651: 0.000489150421579868
Position 460: 0.000417598370618463
Position 376: 0.00040811276244112144
Position 942: 0.0003350713257857207
Position 855: 0.0003160709605380777
Position 225: 0.0003031197188799003
Position 1014: 0.00029693652695978666
Position 544: 0.0002892588429939748
Position 735: 0.000259134693008745
Position 489: 0.0002444172491776753
Position 1062: 0.0002411483016191016
Position 258: 0.0002307451829478133
Position 154: 0.00021577786984143838
Position 868: 0.0002001915451662498
Position 351: 0.0001968240411405118
Position 664: 0.00018795004651001078
Position 346: 0.00017334015683296756
Position 1081: 0.00017323732891895687
Position 1446: 0.00015602921391714308
Position 605: 0.0001535455256654856
Position 874: 0.00015319818380215032
Position 255: 0.000130352445291123
Position 893: 9.303643459329663e-05
Position 133: 7.129432666796267e-05
Position 317: 6.323654739788231e-05
Position 94: 4.421810904699305e-05
Position 1535: 3.918041140947565e-05
Position 163: 2.343364374238623e-05
Position 1456: 1.893827425652526e-05
Position 167: 2.741634728834292e-06
Position 77: 4.5932118407267396e-07
Position 86: 3.107577164840483e-07
Position 236: 4.649594484669368e-08
Position 279: 2.6357186068440585e-08
Position 276: 3.850234665568258e-09
Position 267: 2.9044963714668623e-12
Position 217: 9.362716522552554e-14
Position 246: 2.63846911284816e-14
