Gene = sau
index = 1865
Annotated 5SS: [ 940 3052 3234 3472]
Annotated 3SS: [2923 3114 3295 3535]
SMsplice 5SS: [ 940 3052 3472]
SMsplice 3SS: [2923 3114 3535]
top_k =  500
Partition function (log Z): 2.445174615466696

Sorted 5' Splice Sites (High to Low Probability):
Position 3052: 0.9967770390667138
Position 940: 0.9789348951724082
Position 3472: 0.9712441026050036
Position 2670: 0.4562898065890301
Position 3234: 0.4016482419351094
Position 37: 0.32163743321656196
Position 2193: 0.08935211704270897
Position 3909: 0.07678921233481023
Position 1715: 0.07658643666912475
Position 2468: 0.06442113164207898
Position 2415: 0.052939048812666256
Position 2781: 0.04262304181554296
Position 4142: 0.041435909908110496
Position 1149: 0.025873127822247596
Position 2762: 0.018299436360558967
Position 101: 0.017909623249512643
Position 426: 0.016428385461284167
Position 4206: 0.014479730779558993
Position 791: 0.013056631937016911
Position 2477: 0.011096033627399672
Position 2702: 0.010873415938193104
Position 2189: 0.007186885790066357
Position 1377: 0.006764166002519056
Position 21: 0.005498216963785579
Position 4266: 0.0037325228020646975
Position 1426: 0.003706449569563907
Position 944: 0.0032172243811608246
Position 3238: 0.0031767571929200394
Position 1304: 0.002892172709688759
Position 3265: 0.002885847832041694
Position 3754: 0.0027517935388242337
Position 3689: 0.002739518516607818
Position 3206: 0.0024419321236601125
Position 2037: 0.0023261138028738645
Position 748: 0.002170730813951708
Position 1439: 0.0018941215149466488
Position 2406: 0.0017775991019410914
Position 107: 0.0016998584567537436
Position 2110: 0.0012040568979074687
Position 2223: 0.0010232271412824855
Position 1701: 0.0009926378485399171
Position 3559: 0.0009264059302595446
Position 2127: 0.0008737715667806161
Position 3463: 0.0008495611170926986
Position 3231: 0.0007212192904364993
Position 3056: 0.0006988473232686239
Position 192: 0.0006534483011218982
Position 3761: 0.0006386919007341684
Position 3524: 0.0006273297923704402
Position 3974: 0.0006014869007783916
Position 3476: 0.0005886126622209092
Position 280: 0.000569416607979611
Position 3045: 0.0004454319678647276
Position 1719: 0.000444398000103472
Position 779: 0.0004386354210415007
Position 470: 0.0003617865545423552
Position 1672: 0.0003499669097027824
Position 210: 0.00030124440905801136
Position 430: 0.00021107847945309584
Position 166: 0.0002046406540629803
Position 4669: 0.00018942144037825684
Position 3039: 0.00018377335878782877
Position 1125: 0.0001296698287754261
Position 3236: 8.620010989717657e-05
Position 1454: 8.167725161432921e-05
Position 329: 6.0303622403430913e-05
Position 760: 5.2853659301961065e-05
Position 1475: 4.5408010344554894e-05
Position 417: 3.5357801191315474e-05
Position 218: 2.781416293180514e-05
Position 419: 2.4630441111374546e-05
Position 3296: 2.0634130803763948e-05
Position 3674: 1.916435885756156e-05
Position 392: 1.2942829753555765e-05
Position 3772: 1.262084470103223e-05
Position 3377: 1.1979780196623298e-05
Position 1358: 1.0298785302739143e-05
Position 205: 9.211756546401213e-06
Position 182: 8.840197901205203e-06
Position 652: 5.940033912450017e-06
Position 3340: 5.291051317152972e-06
Position 3763: 3.952623560353596e-06
Position 3036: 3.3926122925205763e-06
Position 432: 3.346561687519511e-06
Position 910: 2.3993212862762348e-06
Position 1182: 1.5818207822180594e-06
Position 474: 1.3843206708886168e-06
Position 1128: 1.1722392273209311e-06
Position 121: 1.1410894716513427e-06
Position 946: 9.582870722738889e-07
Position 149: 8.662777759860391e-07
Position 3445: 8.240435964210349e-07
Position 3629: 3.933369577686131e-07
Position 1165: 1.9760601322382927e-07
Position 4168: 1.3447136821199395e-07
Position 312: 1.8434479101219665e-08
Position 3000: 2.661936489565935e-09
Position 3274: 2.5017087263489132e-09
Position 3367: 1.2624782410343864e-09
Position 434: 9.236553554851522e-10
Position 341: 8.918611682458339e-11
Position 795: 3.187194991460217e-12
Position 346: 2.9361270981266398e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3114: 0.9797565444193314
Position 3535: 0.8782462260334736
Position 2923: 0.86544582447492
Position 3295: 0.42114059456965586
Position 1958: 0.3380235218654904
Position 130: 0.29374521635952516
Position 2570: 0.2873915351748581
Position 2865: 0.11549424102987005
Position 2538: 0.055003715696426425
Position 4257: 0.0474773816994911
Position 3974: 0.044032508859794234
Position 165: 0.04155496641307023
Position 4420: 0.040604072103954524
Position 3577: 0.0402592292929641
Position 2253: 0.03430106366577908
Position 1245: 0.03258677762622368
Position 3559: 0.03151914610523788
Position 1007: 0.027679509247767853
Position 1198: 0.02127891319408915
Position 1485: 0.016585808754689072
Position 3898: 0.015580789492881827
Position 4465: 0.013935960715302528
Position 1610: 0.012164577850321502
Position 1569: 0.01203708668779561
Position 846: 0.011591121440859114
Position 1894: 0.009434596451106534
Position 1525: 0.007230777286120788
Position 1857: 0.007145169366345544
Position 1236: 0.006925411624584627
Position 550: 0.00626754630868243
Position 2904: 0.00462936640530663
Position 1743: 0.003677790024511228
Position 1223: 0.0035217585359646293
Position 262: 0.002815918623583238
Position 3542: 0.0026228376943384832
Position 139: 0.0025048901661218533
Position 99: 0.0023909812586052513
Position 1548: 0.0022903235677371146
Position 1406: 0.002218530325001107
Position 3142: 0.0020617254397665035
Position 502: 0.0018847588348712427
Position 3139: 0.0016804004970199346
Position 1714: 0.0016065188841077169
Position 1358: 0.0015930946535689036
Position 3992: 0.001479585232752511
Position 1281: 0.0013946370769451302
Position 4142: 0.001375383878351438
Position 2877: 0.0013170661033903336
Position 312: 0.0012978751670381721
Position 852: 0.0011350741011644178
Position 4166: 0.0010958613670931207
Position 2803: 0.0010527425480102734
Position 2223: 0.001012655687356351
Position 4382: 0.0008952347892606966
Position 1095: 0.0007751436741167255
Position 3624: 0.0007569434189414272
Position 855: 0.0007157635527963478
Position 1475: 0.0006559310031558934
Position 4709: 0.0006278930401388317
Position 825: 0.0005965561006614367
Position 142: 0.0005657146640924803
Position 3375: 0.0005590026395946955
Position 1117: 0.00047201391518236573
Position 4225: 0.0003144430086161888
Position 280: 0.000259175632335882
Position 241: 0.0002159808090536765
Position 3184: 0.00019341574772687646
Position 4719: 0.00018942144037825724
Position 2958: 0.00017293340620168785
Position 182: 0.00014822209931771051
Position 1165: 0.0001270260171051288
Position 3265: 0.0001236699347508411
Position 3245: 9.637717881860756e-05
Position 1376: 9.075306725872409e-05
Position 2444: 8.800266835726671e-05
Position 1454: 7.854185124683172e-05
Position 1803: 7.728818338801691e-05
Position 2016: 6.154060624682685e-05
Position 2984: 5.512240871346711e-05
Position 353: 4.849303379642502e-05
Position 79: 3.676225439244588e-05
Position 3191: 3.3575179803523066e-05
Position 1643: 2.802944614373561e-05
Position 3818: 2.590619898461895e-05
Position 3231: 2.3685756674201162e-05
Position 3086: 2.2973231410894138e-05
Position 2161: 2.0018673438979532e-05
Position 456: 1.6316200317239268e-05
Position 3852: 1.2501653680269525e-05
Position 1120: 1.2290579331020013e-05
Position 3089: 5.918853557704671e-06
Position 1254: 5.4731854809036616e-06
Position 1105: 5.142511684322194e-06
Position 397: 3.0219161475033163e-06
Position 290: 2.967477574322713e-06
Position 589: 2.9350212842931043e-06
Position 516: 2.5100126175068802e-06
Position 1580: 2.4989548761812624e-06
Position 192: 2.49428700414462e-06
Position 101: 2.3104835902102113e-06
Position 468: 2.072646896569031e-06
Position 107: 1.8207779229742223e-06
Position 623: 1.601636837532945e-06
Position 1144: 1.499997710784629e-06
Position 509: 1.1253510064109791e-06
Position 346: 1.0452176426279803e-06
Position 616: 5.505108557186177e-07
Position 417: 4.807222611254371e-07
Position 882: 2.4351316487103223e-07
Position 392: 1.910797492915148e-07
Position 228: 1.1596967448707435e-07
Position 442: 1.134094978313129e-07
Position 248: 2.220419639355885e-09
Position 376: 2.0673810667321857e-09
Position 373: 1.9494874317252746e-09
