Gene = Nufip
index = 1335
Annotated 5SS: [251 592]
Annotated 3SS: [310 648]
SMsplice 5SS: [251 592]
SMsplice 3SS: [310 648]
top_k =  500
Partition function (log Z): -3.0481385541466945

Sorted 5' Splice Sites (High to Low Probability):
Position 251: 0.9907151683148626
Position 592: 0.8890711575049784
Position 797: 0.0858178319753841
Position 533: 0.04503286451315236
Position 1158: 0.019885394448650586
Position 43: 0.00623656971807756
Position 47: 0.0048405301737848355
Position 1142: 0.0046382248922703685
Position 1122: 0.0013376962624007118
Position 873: 0.0012921118066930616
Position 1057: 0.000937899029819261
Position 103: 0.0008969564334957989
Position 527: 0.0007841839745858036
Position 71: 0.0006769956193013486
Position 1411: 0.00031543366607060313
Position 869: 0.0002816493595542174
Position 199: 0.00023705758021584118
Position 86: 0.00023538145166981453
Position 1063: 0.00016957651372286544
Position 1239: 0.00012558549712708843
Position 1083: 0.00011157656489517964
Position 542: 8.704254615357854e-05
Position 1016: 7.698387991519502e-05
Position 34: 7.403750878652852e-05
Position 1283: 7.278907848652649e-05
Position 596: 6.735901950248927e-05
Position 1660: 5.533573295330491e-05
Position 867: 5.3715227038636545e-05
Position 831: 5.321930655295141e-05
Position 547: 4.2674985011434e-05
Position 1095: 3.7813564698969353e-05
Position 1258: 3.391067164661884e-05
Position 204: 3.0101366227802135e-05
Position 938: 2.8262286995689453e-05
Position 269: 1.726975685030901e-05
Position 7: 1.5683358803209046e-05
Position 94: 9.42026837448526e-06
Position 386: 9.335703682499133e-06
Position 221: 6.093379073758619e-06
Position 255: 5.991119610373066e-06
Position 320: 4.438364980629645e-06
Position 439: 3.2781487609815916e-06
Position 279: 5.202867752447933e-07
Position 604: 3.4429844785885764e-07
Position 17: 3.2543115894159326e-07
Position 994: 2.891048270685138e-07
Position 492: 1.606637237093178e-07
Position 384: 1.4048528430091012e-07
Position 344: 3.272348727551898e-08
Position 326: 1.8768616752182146e-08
Position 1071: 7.650760047256917e-09
Position 645: 5.003424407611689e-09
Position 619: 4.586525269440373e-09
Position 375: 2.408367891788454e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 310: 0.85372922530925
Position 648: 0.7293968314537042
Position 1331: 0.24288630477295473
Position 315: 0.09178228321203998
Position 344: 0.03377026459800618
Position 636: 0.015233686680380403
Position 1244: 0.014737946103693202
Position 103: 0.01091927126956354
Position 681: 0.010840728095774809
Position 1178: 0.010008386033960353
Position 1044: 0.005077956091268495
Position 697: 0.004646813462212571
Position 1277: 0.003926174480114991
Position 1308: 0.003731570503431966
Position 1067: 0.003507969048506032
Position 1556: 0.0022384493896434095
Position 518: 0.002142443209179249
Position 156: 0.0020536763934729334
Position 409: 0.0013720755525357192
Position 932: 0.0013617251557192574
Position 1594: 0.0011250575210404346
Position 904: 0.0009582938482470436
Position 1473: 0.0009113380561401966
Position 633: 0.0007688880085034843
Position 1283: 0.0006956539672478835
Position 500: 0.0005643644407074279
Position 430: 0.0005495052413624749
Position 1409: 0.0005318340460025022
Position 1364: 0.0004993973932643006
Position 884: 0.0004399652719763858
Position 1136: 0.00039346023126867743
Position 755: 0.00038883165333703396
Position 859: 0.00035094102163373225
Position 686: 0.0002734641059247273
Position 929: 0.00021117855553413767
Position 394: 0.0002014749658686719
Position 1391: 0.00018080900608296148
Position 673: 0.00017895381523573564
Position 532: 0.0001562655154077924
Position 1717: 0.0001555654419107104
Position 1453: 0.00014670907853280861
Position 1578: 0.00011785970088156589
Position 1415: 9.439303398793655e-05
Position 320: 8.99132436508618e-05
Position 1009: 8.979484750024141e-05
Position 820: 8.939124907346443e-05
Position 856: 8.512670327896216e-05
Position 607: 7.92279309895912e-05
Position 1478: 7.806738383793776e-05
Position 1105: 7.312419790569427e-05
Position 1299: 7.088039719568609e-05
Position 1342: 7.073753821751267e-05
Position 1729: 7.060428012292338e-05
Position 1115: 6.524867685657714e-05
Position 901: 5.6024006519257794e-05
Position 893: 3.0815247206121955e-05
Position 1510: 2.6008239508379898e-05
Position 1190: 2.2271515858782178e-05
Position 1142: 2.1814135977731633e-05
Position 312: 2.0231405529696903e-05
Position 713: 1.8787646790090312e-05
Position 1640: 1.7896977142127665e-05
Position 1751: 1.5727117053078243e-05
Position 691: 1.3271020564731976e-05
Position 826: 1.3090359558944621e-05
Position 839: 1.1965843500121872e-05
Position 112: 6.663701026034052e-06
Position 578: 6.267271815241858e-06
Position 1725: 5.6631889122559e-06
Position 538: 4.914597164419147e-06
Position 269: 4.173453424819926e-06
Position 1748: 3.757284335703907e-06
Position 439: 3.1970666795756053e-06
Position 184: 9.493226022067983e-07
Position 70: 6.968226323766341e-07
Position 245: 6.563746852045136e-07
Position 553: 5.536676425632895e-07
Position 65: 3.5292947918913715e-07
Position 585: 3.0671616702113713e-07
Position 542: 1.5371108755372827e-07
Position 251: 6.849227102403667e-08
Position 573: 2.1794151611609253e-08
Position 557: 1.6037742984165694e-08
Position 604: 1.5415340411806973e-08
Position 221: 1.1543474877298677e-08
Position 227: 2.7971447118185233e-09
Position 596: 1.6962260596391187e-09
Position 212: 8.644473356156493e-10
Position 592: 7.781331697774302e-11
Position 275: 2.850453074921328e-11
Position 255: 2.6138419907551877e-11
Position 324: 3.9537643919126944e-16
