Gene = Rpb8
index = 1455
Annotated 5SS: [185]
Annotated 3SS: [255]
SMsplice 5SS: [185]
SMsplice 3SS: [255]
top_k =  500
Partition function (log Z): -5.2039353269779784

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9764029586135367
Position 192: 0.023494844176486215
Position 680: 0.0004008520019542128
Position 527: 6.874310608011973e-05
Position 666: 6.066888226611963e-05
Position 158: 4.5673166790435956e-05
Position 196: 3.2107915073547416e-05
Position 76: 1.5637301088205975e-05
Position 482: 8.830827792065246e-06
Position 294: 8.682917152614215e-06
Position 323: 8.634075328181542e-06
Position 536: 7.373898951969337e-06
Position 637: 6.388798405950312e-06
Position 353: 3.5109099176859065e-06
Position 425: 2.7389350687500535e-06
Position 463: 1.8641816651425221e-06
Position 112: 1.0711092027288212e-06
Position 531: 9.919309208942776e-07
Position 333: 5.202970904634082e-07
Position 435: 3.9647744029698843e-07
Position 66: 3.2072469250442813e-07
Position 362: 2.1998022287386536e-07
Position 331: 1.6502381862571407e-07
Position 359: 1.1279572579901058e-07
Position 255: 4.9005250338616325e-08
Position 270: 3.640705684731901e-08
Position 395: 1.6039972413805143e-08
Position 605: 7.769951342473217e-09
Position 603: 1.5752773758378127e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 255: 0.998904246209504
Position 744: 0.0005005026601366686
Position 227: 0.0004720420344030046
Position 299: 0.00044242588157853286
Position 314: 8.747444444084682e-05
Position 635: 5.2499327139768664e-05
Position 281: 2.815657711586372e-05
Position 553: 2.5499162069060006e-05
Position 368: 1.989651016710193e-05
Position 413: 1.222401273635625e-05
Position 270: 5.6130560568389755e-06
Position 323: 5.103296751706245e-06
Position 148: 4.945543995794579e-06
Position 750: 4.525541891421036e-06
Position 475: 2.2603661225659206e-06
Position 174: 1.8147872670799644e-06
Position 545: 1.4073215768110992e-06
Position 359: 6.202624796073572e-07
Position 122: 5.525163687284637e-07
Position 425: 3.5268847313625455e-07
Position 503: 3.28911165532534e-07
Position 695: 2.104149606834955e-07
Position 497: 1.6874231545346035e-07
Position 581: 1.526860566285265e-07
Position 112: 1.2128649457997459e-07
Position 674: 7.753340434153147e-08
Position 353: 4.875914163735477e-08
Position 665: 4.62022181936666e-08
Position 520: 3.3424897894577066e-08
Position 458: 1.7540391114583562e-08
Position 184: 1.7456889590590946e-08
Position 527: 1.3839988416005333e-08
Position 482: 1.2046292189311706e-08
Position 570: 7.765080350459418e-09
Position 189: 3.4602838912042305e-11
Position 205: 6.41429400229569e-15
