Gene = anchor
index = 1609
Annotated 5SS: [ 670 4574 4809 5201 5429 5731 5981 6195 6548 6976 7411 7592]
Annotated 3SS: [4283 4668 4868 5262 5490 5788 6040 6454 6602 7035 7465 7960]
SMsplice 5SS: [ 670 4574 4809 5201 5429 5731 5981 6195 6548 6976 7411 7592]
SMsplice 3SS: [4283 4668 4868 5262 5490 5788 6040 6454 6602 7035 7465 7960]
top_k =  500
Partition function (log Z): 44.3412335321329

Sorted 5' Splice Sites (High to Low Probability):
Position 4574: 0.9990073005356859
Position 5731: 0.9985372165037194
Position 5981: 0.9935682919234046
Position 6976: 0.9935265135633325
Position 7411: 0.9932556532214285
Position 5201: 0.9803596631387366
Position 5429: 0.9625219892325568
Position 4809: 0.962027971496889
Position 6548: 0.9558088201874696
Position 670: 0.9542697148860863
Position 7592: 0.787738159860782
Position 6195: 0.5489917137306108
Position 7783: 0.3680610423097035
Position 3164: 0.3416678217952405
Position 2485: 0.07328416078290911
Position 7787: 0.058844412937614506
Position 3849: 0.05420133748160144
Position 3229: 0.04585492200356811
Position 6304: 0.04470385792741724
Position 7624: 0.04421674240899418
Position 6524: 0.03619600453205002
Position 3114: 0.035078634783427966
Position 5420: 0.03337986473900744
Position 8361: 0.03285642191506094
Position 7893: 0.02939590340245457
Position 818: 0.029361003000218044
Position 4806: 0.02643230014365565
Position 7661: 0.02348607929444449
Position 2840: 0.022073376669737882
Position 3237: 0.020925346893238744
Position 2530: 0.014455175813073462
Position 4202: 0.013686530581314155
Position 6299: 0.013318115568553494
Position 2536: 0.00985555139699126
Position 2624: 0.0094655081837926
Position 771: 0.008828618087894839
Position 4813: 0.008720816266125659
Position 8025: 0.008129522252456407
Position 7828: 0.007582832763747325
Position 5130: 0.007410852878019773
Position 7723: 0.007002083214930774
Position 4098: 0.006730991264620506
Position 5065: 0.006440772997072243
Position 7666: 0.006367030213261041
Position 5134: 0.006341404505474623
Position 2826: 0.005204210062904619
Position 5991: 0.00490331354346936
Position 4939: 0.00427415419303568
Position 315: 0.004157390542297413
Position 6167: 0.0034558309350405645
Position 3471: 0.003119350238650338
Position 8174: 0.002942448806853581
Position 7543: 0.002920175604643954
Position 5158: 0.0029136384346760695
Position 2020: 0.0027219394901938972
Position 611: 0.002673977513301626
Position 6139: 0.0026508428372790456
Position 4104: 0.0024831011753168263
Position 3517: 0.0023830104264634436
Position 983: 0.0023690784523534487
Position 7228: 0.0023549392190035205
Position 156: 0.0023443932043128715
Position 6310: 0.002156786045358314
Position 6388: 0.0020086108065119077
Position 2013: 0.0019913433656103168
Position 7405: 0.001917264914549244
Position 8088: 0.0018917544751503193
Position 1701: 0.0018748186140621057
Position 5193: 0.0018692032062466199
Position 7332: 0.0017505892778688868
Position 4946: 0.0016922573329680528
Position 3904: 0.0016287454011951192
Position 6208: 0.001575581018124707
Position 7236: 0.0015188705538771
Position 5407: 0.0014034821371652635
Position 637: 0.0013740326260134716
Position 2783: 0.0013605254864718771
Position 321: 0.0012795371742332841
Position 2703: 0.0011869225021308935
Position 8338: 0.0010756428471853721
Position 3118: 0.001070187830538234
Position 218: 0.0009284983758070285
Position 5690: 0.0008854458360914499
Position 6356: 0.0007752457539075982
Position 3465: 0.0007690796616122421
Position 5444: 0.0007630463258637164
Position 8300: 0.0007312183497116536
Position 266: 0.000676733199489095
Position 3916: 0.0006559911511010556
Position 7938: 0.0006360034945804112
Position 8949: 0.0006188281428593116
Position 8595: 0.0005870111223595602
Position 8385: 0.0005485133257205561
Position 8536: 0.0005271713477534344
Position 3671: 0.0005197114909211557
Position 6753: 0.00048781956241742823
Position 6184: 0.00046311280889355355
Position 7797: 0.00045751658871883935
Position 8076: 0.00045275232991817097
Position 6365: 0.00042827593236647053
