Gene = obst-E
index = 1829
Annotated 5SS: [182]
Annotated 3SS: [2773]
SMsplice 5SS: [182]
SMsplice 3SS: [2773]
top_k =  500
Partition function (log Z): -6.436867961658427

Sorted 5' Splice Sites (High to Low Probability):
Position 182: 0.4737857776845316
Position 870: 0.44006950530349687
Position 1746: 0.43097697139255536
Position 308: 0.1875174476717459
Position 599: 0.164318422863887
Position 1811: 0.12285949332034174
Position 285: 0.07460586684561207
Position 1039: 0.05707521854195438
Position 382: 0.05358732052836524
Position 2592: 0.05119067352627902
Position 633: 0.05049045688665353
Position 1988: 0.04349888692334542
Position 590: 0.04062082087174051
Position 156: 0.033057837473176976
Position 2226: 0.022334889614824854
Position 1312: 0.01560551287432108
Position 1614: 0.014004376111445591
Position 2501: 0.01265530685032727
Position 1652: 0.01226197366834763
Position 2245: 0.010087249946524374
Position 3245: 0.008908645901234654
Position 3294: 0.00859822591580816
Position 2368: 0.008089576487755577
Position 471: 0.006045950278422146
Position 2448: 0.004996076808007197
Position 1418: 0.004922352425084336
Position 1995: 0.004761592425150548
Position 1319: 0.0043488050547933425
Position 400: 0.0041344369198513245
Position 531: 0.00390191835885986
Position 2545: 0.0039005009979305623
Position 2557: 0.0038164343301875844
Position 2126: 0.00243638740429304
Position 2198: 0.0023335040844189
Position 927: 0.0019490635944842455
Position 944: 0.0017473117185373493
Position 2007: 0.0016693984924526241
Position 885: 0.0012704467034098425
Position 648: 0.0011988822876494094
Position 2370: 0.0011058687702398696
Position 2106: 0.000977715250807485
Position 186: 0.0009671607463408933
Position 168: 0.0008113064949988782
Position 275: 0.0007728576543461237
Position 2041: 0.0007440643556390889
Position 697: 0.0006665711670664423
Position 787: 0.0006197799339008005
Position 1303: 0.0004906071635841244
Position 312: 0.00048731419678841616
Position 953: 0.000469978283665896
Position 3285: 0.0003907295610830371
Position 1658: 0.0003675140098209186
Position 605: 0.00025662135476043566
Position 828: 0.0002026483673436757
Position 1092: 0.00016165537020951799
Position 1329: 0.00015074253264120899
Position 71: 9.881265135031109e-05
Position 196: 3.4754021284092754e-05
Position 32: 3.455849148379207e-05
Position 57: 3.386706721512584e-05
Position 250: 3.314221620327206e-05
Position 506: 2.1156642945099188e-05
Position 451: 1.5778318514652662e-05
Position 662: 1.5232598763042964e-05
Position 160: 1.4856103489302597e-05
Position 23: 1.4706511434624007e-05
Position 83: 1.4588770292372603e-05
Position 434: 1.0536333311421871e-05
Position 1422: 9.797237225102465e-06
Position 6: 6.315346251435616e-06
Position 265: 2.6000062019428227e-06
Position 40: 6.171772027165765e-07
Position 146: 4.387720719544328e-07
Position 234: 1.3489067670698124e-07
Position 482: 3.494039396240977e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2773: 0.8411024343098649
Position 696: 0.39421951524569665
Position 444: 0.3395071426724041
Position 1870: 0.2805377261867114
Position 927: 0.24217692918505393
Position 1808: 0.11389558899017943
Position 265: 0.0469180556364986
Position 365: 0.03989109116638818
Position 1381: 0.029012698772164995
Position 3354: 0.017897601378125846
Position 1081: 0.014896500210490307
Position 1522: 0.00933136343059935
Position 613: 0.006068607834136109
Position 1126: 0.0037367969786716447
Position 1310: 0.003392220669260725
Position 1373: 0.002897391425563441
Position 704: 0.002063140693565515
Position 717: 0.0018898885684056903
Position 944: 0.0018790937085702308
Position 561: 0.00127778136130947
Position 952: 0.001210054082249165
Position 329: 0.0009667827221506133
Position 564: 0.0008878108898727608
Position 982: 0.0008210970362919818
Position 1386: 0.0007551947900820456
Position 739: 0.0005306083884337357
Position 1399: 0.0004770695447513419
Position 373: 0.0003413942681422834
Position 1107: 0.0002490181165487746
Position 316: 0.000159568733471293
Position 701: 0.00013529131468179207
Position 275: 0.00012153709594606068
Position 2845: 0.00010667495914148804
Position 451: 0.00010218804488225201
Position 2355: 5.0493827422755704e-05
Position 83: 3.865349775887548e-05
Position 400: 2.9984834385391193e-05
Position 825: 1.943522747081971e-05
Position 590: 1.5211310423420237e-05
Position 146: 9.539348243029646e-06
Position 746: 8.233979754340496e-06
Position 629: 4.034680436195958e-06
Position 284: 3.2237377593954255e-06
Position 902: 1.1519119116085477e-06
Position 186: 8.28260656972705e-07
Position 196: 7.545486950374657e-07
Position 458: 6.918158824336655e-07
Position 71: 2.1897718950866725e-07
Position 281: 1.1308929055328192e-07
Position 112: 8.875344412256396e-08
Position 114: 2.8661655184691668e-08
Position 57: 3.7155530862441107e-09
Position 60: 2.3627630277894507e-09
Position 49: 8.525738013522802e-19
