Gene = Als2
index = 19
Annotated 5SS: [2586 3324 4524 4734]
Annotated 3SS: [2704 3386 4581 4792]
SMsplice 5SS: [2586 3324 4524 4734]
SMsplice 3SS: [2662 3386 4581 4792]
top_k =  500
Partition function (log Z): -1.6671352832240949

Sorted 5' Splice Sites (High to Low Probability):
Position 4734: 0.9963377422783574
Position 3324: 0.990069215392486
Position 4524: 0.9260934794593371
Position 2586: 0.9153336621477485
Position 602: 0.17894443396684878
Position 169: 0.17826758691212374
Position 2225: 0.05059809464251674
Position 850: 0.036575396056266356
Position 4057: 0.030897223497852448
Position 5071: 0.027274489388729877
Position 4155: 0.022813890226231103
Position 2324: 0.021503954221976655
Position 2172: 0.009368573600973382
Position 2126: 0.008223607543485473
Position 5241: 0.007088915959122097
Position 938: 0.006478463958669393
Position 5234: 0.005610062616115422
Position 5115: 0.0031661218238122728
Position 5251: 0.0030018910381456178
Position 5197: 0.0028261250979470633
Position 58: 0.002751897449550881
Position 2947: 0.0018689309549711698
Position 665: 0.0017161053773585742
Position 5249: 0.0015745403819310295
Position 1224: 0.0014905640772291456
Position 47: 0.001486719834821669
Position 1967: 0.0013340600252971255
Position 680: 0.0012394550312595908
Position 5104: 0.0009728240192157588
Position 5085: 0.0009518771474532242
Position 5109: 0.0008945198446451309
Position 5145: 0.0007912639548713139
Position 5267: 0.000744663001915751
Position 633: 0.0007113403462682388
Position 1464: 0.0006771809024583256
Position 4874: 0.0006476581806857827
Position 4112: 0.000562005471215635
Position 1909: 0.0005486536588219576
Position 2147: 0.0005376066965956036
Position 903: 0.0004711264174047768
Position 4431: 0.0003384200062742866
Position 4348: 0.000330432796111144
Position 814: 0.00027692901201320936
Position 892: 0.0002611327261667965
Position 974: 0.000247511435122351
Position 1522: 0.0002457486103895889
Position 208: 0.0002397635286531967
Position 606: 0.00022642676913770874
Position 3292: 0.00022279241484354317
Position 720: 0.00020576887962675395
Position 3406: 0.0002032730517586755
Position 5208: 0.0001978474720578864
Position 506: 0.0001959691749080417
Position 4419: 0.00017706980908755308
Position 4452: 0.00016808672109815478
Position 203: 0.00016447975761334536
Position 120: 0.00016001538862349114
Position 4081: 0.00015740102751292878
Position 1435: 0.00014747718100386521
Position 498: 0.00013255721743487243
Position 3866: 0.00012339264107097124
Position 4559: 0.00010667284806788778
Position 4501: 0.00010583636951848955
Position 4410: 0.00010334808280510267
Position 1059: 9.50356248403853e-05
Position 534: 9.384419572136981e-05
Position 206: 9.150522004148388e-05
Position 291: 9.015367062193156e-05
Position 3573: 8.740246673510917e-05
Position 4254: 8.68154219402943e-05
Position 160: 8.664455180380287e-05
Position 4213: 8.578632272309702e-05
Position 5152: 7.667376936666779e-05
Position 3315: 7.645630168011759e-05
Position 4116: 7.62438034858613e-05
Position 110: 6.529398069174381e-05
Position 376: 6.216501719847231e-05
Position 845: 6.128506539207453e-05
Position 4984: 5.469448292334091e-05
Position 3571: 5.236118992188953e-05
Position 124: 4.734479997669833e-05
Position 134: 4.581191572021294e-05
Position 4989: 4.4506831610326294e-05
Position 548: 3.91018935143344e-05
Position 854: 3.846640606557183e-05
Position 755: 3.757999464434222e-05
Position 3403: 2.7489633304443827e-05
Position 4159: 2.6033680536694868e-05
Position 3254: 2.2090731579229136e-05
Position 4759: 1.9990731952708882e-05
Position 5156: 1.896261276335843e-05
Position 4738: 1.749190441750738e-05
Position 3962: 1.591108833349253e-05
Position 509: 1.487206030079477e-05
Position 5132: 1.3870802481943725e-05
Position 5095: 1.233700699878446e-05
Position 2182: 1.1340956567832285e-05
Position 5271: 9.202940105027788e-06
Position 4271: 8.524413799148645e-06
Position 4040: 7.692386281937276e-06
Position 4747: 7.295675547158028e-06
Position 3641: 6.645607974163676e-06
Position 4907: 5.996494263936763e-06
Position 5046: 5.962906871563915e-06
Position 264: 4.5734308447862556e-06
Position 1476: 4.2660970131649095e-06
Position 5134: 3.645238511697468e-06
Position 896: 1.4847331125862878e-06
Position 3268: 9.602891668346781e-07
Position 1097: 8.865303226045457e-07
Position 1163: 8.269446761199237e-07
Position 1219: 8.234344913798577e-07
Position 307: 5.223199178531535e-07
Position 128: 4.124932508782857e-07
Position 81: 1.345696141603713e-07
Position 227: 1.1548396739764761e-07
Position 137: 1.0418745376352922e-07
Position 93: 9.879713163976047e-08
Position 4679: 7.800418313554351e-08
Position 146: 1.3202774302546522e-08
Position 4654: 9.221234939299654e-09
Position 954: 6.812452664722488e-09
Position 551: 5.0282042394090675e-09
Position 701: 3.5433126688852446e-09
Position 569: 2.943813818848261e-09
Position 710: 1.1210862327306711e-09
Position 619: 9.608059002629957e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4581: 0.9936483067856297
Position 3386: 0.9692401640971758
Position 4792: 0.9135427424437675
Position 2662: 0.45025576152487473
Position 2704: 0.32862975382661214
Position 2224: 0.1623521785388675
Position 1111: 0.12942244521495788
Position 2758: 0.08013440638476944
Position 5302: 0.07123745072100744
Position 2341: 0.03499373464496842
Position 2282: 0.02789755237082931
Position 1549: 0.02580692148930368
Position 4806: 0.024837316915852992
Position 1582: 0.021076280839589928
Position 4779: 0.01837839417537086
Position 2667: 0.01691009605455285
Position 2387: 0.01669334588198213
Position 5152: 0.014971173515937238
Position 2475: 0.013839145172221472
Position 3005: 0.01105064248533405
Position 2746: 0.009301314903013957
Position 3246: 0.007532730386324823
Position 5167: 0.006547419282812349
Position 4128: 0.006467394270678888
Position 2673: 0.00615799278864252
Position 2802: 0.005945448014122834
Position 2689: 0.005523318904496737
Position 1801: 0.004826921223566086
Position 399: 0.003715722015327208
Position 4390: 0.0035753077087116573
Position 1918: 0.003398858163981902
Position 2181: 0.0029639277464078902
Position 1555: 0.0027528168313869917
Position 329: 0.002751989567279109
Position 3158: 0.002732382362852185
Position 1573: 0.002714334343995668
Position 264: 0.0025830999305828163
Position 1506: 0.002528829493297658
Position 4296: 0.002229806624012329
Position 4612: 0.002056702869787762
Position 1998: 0.0019965533067132024
Position 4213: 0.0017626001727761072
Position 1951: 0.0017512142039848688
Position 3980: 0.0016804491020942583
Position 1396: 0.001486730903621573
Position 4776: 0.001435630959078655
Position 1735: 0.0014089901286365497
Position 2467: 0.0013476595078290483
Position 2921: 0.0013348947646653962
Position 1769: 0.001324547103299736
Position 1071: 0.0013097553715525638
Position 2821: 0.0012880102442376325
Position 2162: 0.0012594661635823479
Position 857: 0.0012338865729309425
Position 534: 0.0011318614183535903
Position 5336: 0.0010619677268351526
Position 2328: 0.001032364742196094
Position 574: 0.0009916619633353583
Position 1939: 0.000937286982323431
Position 1219: 0.0008743251231318804
Position 110: 0.0008418457408771599
Position 697: 0.0008237358504804301
Position 3641: 0.0008146857669623657
Position 4239: 0.0007432799778058526
Position 295: 0.0006031069937004964
Position 1611: 0.0005510731843342549
Position 661: 0.0004906934543163439
Position 3315: 0.00047342875448527636
Position 951: 0.00045840261949061696
Position 1615: 0.0004042545078061539
Position 744: 0.00038800553130285633
Position 1586: 0.00038241222998363646
Position 954: 0.00037092200384093705
Position 2028: 0.00031817529491104434
Position 1007: 0.0002892829576836482
Position 1399: 0.0002732028109535152
Position 4630: 0.000261615929260484
Position 216: 0.00022487886666596932
Position 1274: 0.00021544178359370723
Position 4881: 0.00019757948760478405
Position 1929: 0.0001861374698459377
Position 457: 0.00016835716353514455
Position 1429: 0.00015669034739992327
Position 137: 0.00013365985543275317
Position 1286: 0.00012936881749837613
Position 1516: 0.00012789802072991105
Position 373: 0.00012539680606167385
Position 1417: 0.00012342704984039598
Position 889: 0.00012049092620193773
Position 333: 0.00011674968790920364
Position 5213: 7.412340416791834e-05
Position 720: 7.034441223857e-05
Position 1510: 5.479883479521449e-05
Position 5109: 5.452572111491735e-05
Position 551: 4.8592869837468626e-05
Position 4045: 4.581597512538277e-05
Position 463: 3.3504440632822706e-05
Position 4968: 3.26722541226973e-05
Position 3403: 3.188009125824528e-05
Position 538: 2.308913367180463e-05
Position 1145: 2.0182883587830863e-05
Position 2229: 1.6713702156574943e-05
Position 800: 1.3306218791620144e-05
Position 4639: 1.2653120869546745e-05
Position 4687: 1.208514909758044e-05
Position 4648: 9.36804370308894e-06
Position 269: 2.31434739993775e-06
Position 185: 2.288245704034998e-06
Position 3908: 1.2279346927320872e-06
