Gene = CkIIalpha-i1
index = 1075
Annotated 5SS: [195]
Annotated 3SS: [252]
SMsplice 5SS: [195]
SMsplice 3SS: [252]
top_k =  500
Partition function (log Z): -5.953178793342138

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9623896701286996
Position 1385: 0.07796870559471127
Position 433: 0.05808994164818655
Position 208: 0.029938614030967422
Position 412: 0.025359811859223213
Position 182: 0.005808107901994827
Position 1433: 0.00281726136363125
Position 1409: 0.0019423676935348046
Position 704: 0.0015445896088441163
Position 333: 0.0014934567432740124
Position 405: 0.00043506535223565524
Position 813: 0.00025673389559625805
Position 991: 0.00019948387597015115
Position 1359: 0.00016649127102772164
Position 1056: 0.0001631064112607687
Position 1186: 0.0001357891131027185
Position 667: 0.00010867294474807641
Position 743: 9.721458605292213e-05
Position 1046: 8.189266218280537e-05
Position 1437: 6.893216865246605e-05
Position 910: 6.674157348760398e-05
Position 1158: 5.7468940097237537e-05
Position 558: 5.510375726103325e-05
Position 490: 4.387829667484902e-05
Position 354: 3.5197941434574586e-05
Position 532: 3.5134651236994825e-05
Position 1054: 3.336691882930788e-05
Position 656: 3.3157611445218785e-05
Position 1268: 3.139134816962988e-05
Position 38: 2.5882832694820185e-05
Position 1552: 1.761925250457313e-05
Position 577: 1.5784345887161435e-05
Position 746: 1.1022382684530022e-05
Position 199: 1.0728367017037245e-05
Position 612: 7.388954380996778e-06
Position 1020: 1.772866931255919e-06
Position 1082: 1.6611503210344412e-06
Position 840: 1.458447223020951e-06
Position 753: 4.6269181950187126e-07
Position 648: 2.9488054115950547e-07
Position 244: 2.744597384396054e-07
Position 535: 2.6101068918587735e-09
Position 724: 1.52400455079997e-09
Position 223: 1.4458955206610954e-09
Position 212: 6.651107694226037e-10
Position 562: 5.722640358221371e-10
Position 901: 1.3962683938611626e-10
Position 604: 1.295075923240548e-10
Position 880: 1.1933519614478873e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 252: 0.9700358134373525
Position 1455: 0.08294396139574052
Position 1490: 0.02518453946571469
Position 848: 0.01926893873160355
Position 1134: 0.015123026046160993
Position 575: 0.014503859590554617
Position 399: 0.0114868114536264
Position 1112: 0.006446128979545136
Position 751: 0.005816028867575869
Position 474: 0.005546804567290516
Position 1609: 0.0035274347989936025
Position 1459: 0.0020971062332645393
Position 958: 0.0013407096424111825
Position 1005: 0.0007624624075089648
Position 1239: 0.000513843101526512
Position 333: 0.0004879317190994965
Position 604: 0.0004208676477714483
Position 1317: 0.00040793585170928427
Position 899: 0.0003981677566511859
Position 1243: 0.0003886417647797276
Position 1469: 0.0003254850845867944
Position 825: 0.0003036865733077768
Position 968: 0.00028852167427602284
Position 1032: 0.000254611325880509
Position 789: 0.00024181119609775637
Position 1532: 0.00022528323269168854
Position 1008: 0.00017225902947922664
Position 1206: 0.00017106976367230176
Position 858: 0.00015576624817062977
Position 1623: 9.493951739351683e-05
Position 1117: 8.631796760089899e-05
Position 807: 8.476650564065025e-05
Position 1046: 6.616675627200042e-05
Position 753: 4.775879448517613e-05
Position 495: 4.653469023793363e-05
Position 1226: 4.421804212660474e-05
Position 535: 3.920911827642239e-05
Position 621: 2.8379124104354337e-05
Position 101: 2.5807222064846487e-05
Position 933: 2.440595725471446e-05
Position 490: 2.1654689358670746e-05
Position 317: 2.1579555363302876e-05
Position 1221: 2.0573649087688242e-05
Position 405: 1.1844682784196178e-05
Position 1352: 1.1274493055182573e-05
Position 612: 9.908294728678628e-06
Position 436: 5.420942413456318e-06
Position 541: 5.2142639124847135e-06
Position 379: 4.426335458927087e-06
Position 235: 4.350621360630997e-06
Position 430: 4.31270179447665e-06
Position 330: 3.0736745557855426e-06
Position 348: 2.6060151471638085e-08
Position 134: 1.7244771854297138e-08
Position 528: 4.424042672195676e-09
Position 354: 2.668866327255536e-09
Position 627: 2.2665745586822967e-09
Position 111: 1.9418766315726118e-09
Position 519: 1.8242502616034901e-09
Position 365: 1.4040686412172087e-09
Position 456: 1.3216729702414758e-09
Position 459: 1.2412792271241717e-09
Position 131: 8.290263323753863e-10
Position 169: 6.869886656281548e-10
Position 427: 3.2406937378452923e-10
Position 301: 1.8001032242528537e-10
Position 288: 1.083585917542127e-10
Position 411: 1.558084358235135e-11
Position 119: 1.567264303859547e-12
Position 208: 3.461918652349185e-13
Position 303: 1.3657026399432997e-13
Position 199: 1.1554569780652085e-13
Position 447: 6.208979084122673e-18
Position 212: 2.8194452703423023e-18
