Gene = mfr
index = 1789
Annotated 5SS: [ 794 1225 1407 1650 2148 3459 3684 4950 5148 5607 5853 6254 6413]
Annotated 3SS: [ 865 1282 1471 1698 2199 3511 3736 5010 5424 5731 5962 6311 6476]
SMsplice 5SS: [ 348  794 1225 2148 3459 3684 4950 5148 5607 5883 6254 6413]
SMsplice 3SS: [ 460  865 1282 2199 3511 3736 5010 5424 5731 5962 6311 6528]
top_k =  500
Partition function (log Z): 15.807598046564546

Sorted 5' Splice Sites (High to Low Probability):
Position 6254: 0.9818832456709012
Position 1225: 0.9431380222382714
Position 794: 0.9289349560551191
Position 3684: 0.9284305128912024
Position 5148: 0.9168306403583674
Position 4950: 0.8937596471145308
Position 5607: 0.8442829650262121
Position 3459: 0.8283996574814331
Position 1650: 0.7477129335570112
Position 6413: 0.7048062964166766
Position 5883: 0.6015514433954392
Position 2148: 0.6003262259491033
Position 348: 0.5772722749066186
Position 5853: 0.37869031362121913
Position 1407: 0.2671930441194846
Position 4772: 0.15668214530489452
Position 4461: 0.14073244752206737
Position 5518: 0.09670742111187913
Position 291: 0.09454612316106706
Position 282: 0.08401259590645571
Position 4481: 0.07830591645741034
Position 5167: 0.042516316512851586
Position 1196: 0.040770890232576365
Position 359: 0.03910326147347529
Position 1386: 0.037256570546167905
Position 3923: 0.03278770049146119
Position 715: 0.030637324756233462
Position 199: 0.026518776300866777
Position 248: 0.024081010310135643
Position 362: 0.021057388576532825
Position 3468: 0.02093744188599764
Position 295: 0.019469230640642297
Position 2105: 0.017359863402935712
Position 6132: 0.014810126471828213
Position 1318: 0.013989672289991
Position 3194: 0.013494899145375296
Position 2594: 0.01313184156225351
Position 6103: 0.0128295413314375
Position 3705: 0.010282627656759639
Position 1846: 0.010180177198822962
Position 4270: 0.00965737768742107
Position 4533: 0.008333235265672544
Position 796: 0.00681427709092203
Position 2113: 0.006619282248872554
Position 93: 0.005778354384503957
Position 2602: 0.005541987713937645
Position 4274: 0.005037712529064061
Position 1930: 0.0049739897870466065
Position 5877: 0.004159416940968473
Position 415: 0.0040759187769877315
Position 6112: 0.003993371110609339
Position 5301: 0.0030135029537844437
Position 1351: 0.0030034831384497993
Position 1391: 0.0026478428943634445
Position 5735: 0.0024225852167359804
Position 5171: 0.002045136324145084
Position 6210: 0.0018851141896814856
Position 2914: 0.001805766441395051
Position 692: 0.0017381752848645324
Position 3571: 0.0016565233872195076
Position 5688: 0.0015476060363054413
Position 5619: 0.0014804057133044096
Position 2136: 0.0012106924630467687
Position 4893: 0.0011981391469650842
Position 2278: 0.001197135845197439
Position 965: 0.0011728095460237437
Position 184: 0.001110119290008879
Position 6260: 0.0010603078876516038
Position 6035: 0.000964705626174057
Position 719: 0.0008285923459747078
Position 5599: 0.0007349562347585689
Position 888: 0.0007280046568389051
Position 3681: 0.0006477466599063793
