Gene = DIP-delta
index = 1123
Annotated 5SS: [  167  5520  7630  9118  9344  9747 11570 12204 12524 13667 15363]
Annotated 3SS: [ 5053  7522  8912  9181  9617 11478 12119 12413 13603 15080 15421]
SMsplice 5SS: [ 1175  5520  7630  9118  9344 11570 12204 12524 13667 15363]
SMsplice 3SS: [ 5053  7522  8912  9181 11478 12119 12413 13603 15080 15421]
top_k =  500
Partition function (log Z): 13.021868281914305

Sorted 5' Splice Sites (High to Low Probability):
Position 11570: 0.9978527280884086
Position 12204: 0.9930068123342436
Position 12524: 0.9870252684827043
Position 15363: 0.9807691086481162
Position 9118: 0.962749294238225
Position 7630: 0.9533762385076374
Position 9344: 0.9078210465820504
Position 1175: 0.7674147221926712
Position 13667: 0.7404301455594712
Position 5520: 0.7370164707925486
Position 9747: 0.2077045397757437
Position 12874: 0.17869383304619407
Position 15567: 0.17117682818126834
Position 821: 0.16850118008414597
Position 8438: 0.1197882560424538
Position 15002: 0.09973412123919786
Position 6233: 0.08980510549670834
Position 14073: 0.08419963903889378
Position 14919: 0.07691797529564773
Position 15594: 0.07160065922115233
Position 179: 0.06868692472639912
Position 13402: 0.05918794835828363
Position 9787: 0.04560436518700902
Position 9656: 0.044723879194413285
Position 31: 0.041044998403210325
Position 13489: 0.03989647767169346
Position 5124: 0.036412186459280654
Position 11986: 0.036262378662795525
Position 8458: 0.0352307412721039
Position 9372: 0.03422287855149628
Position 14648: 0.03320335680655142
Position 167: 0.031040980890747014
Position 15832: 0.025634991849511384
Position 13691: 0.025345777267689596
Position 25: 0.02430652459686892
Position 3574: 0.022549260136913798
Position 12857: 0.018494022061369835
Position 16844: 0.016864867532245188
Position 14462: 0.015698202343031445
Position 16848: 0.015010863677397781
Position 115: 0.014944543984028263
Position 14664: 0.014664110585766792
Position 10974: 0.014364851311960821
Position 12762: 0.013556773913155984
Position 5303: 0.011769832564005616
Position 6261: 0.011573874212967095
Position 10295: 0.011344477962302929
Position 15359: 0.01083657917087856
Position 15746: 0.010667269607003019
Position 13951: 0.009358350214262321
Position 719: 0.008825927080131128
Position 1192: 0.008545250723434773
Position 999: 0.008395618641788121
Position 13484: 0.007339912686359659
Position 2886: 0.007251333711544708
Position 137: 0.007179511791590036
Position 14512: 0.005974986805691851
Position 9114: 0.005894700108747369
Position 13693: 0.0057994009952776
Position 14644: 0.005554564496107247
Position 12038: 0.005551687818361471
Position 14825: 0.005292168836390396
Position 13089: 0.004473181488985751
Position 2200: 0.004380628167193769
Position 14642: 0.004201095384980528
Position 1238: 0.003910069544647256
Position 206: 0.003865971721339727
Position 10612: 0.0038186797438555372
Position 16860: 0.0038106414792934543
Position 6085: 0.003782149086161436
Position 14566: 0.0036745504076291587
Position 268: 0.0034759997493771988
Position 10894: 0.003418825834060863
Position 104: 0.003408270381786415
Position 13671: 0.0032395589456824733
Position 9791: 0.0031410183998871665
Position 1563: 0.002977964595066532
Position 14503: 0.0028166147423267225
Position 8321: 0.0027754893796844704
Position 1015: 0.002742904773061766
Position 6294: 0.0026607560883724728
Position 7746: 0.002610604538702488
Position 9229: 0.002431898372896721
Position 12013: 0.002422236355533749
Position 7149: 0.0023646801968296906
Position 9767: 0.002309188099200293
Position 9111: 0.002302101099490325
Position 2354: 0.0022176393354643195
Position 898: 0.002129101125501583
Position 482: 0.0019489401654804624
Position 16033: 0.0018261711211804686
Position 13837: 0.0016905724996724737
Position 1077: 0.0016176641305155825
Position 3177: 0.0015299399462225826
Position 13939: 0.001498061554502218
Position 4346: 0.0014911833560955208
Position 8343: 0.0014203503406439262
Position 804: 0.001418774173618755
Position 15805: 0.0014151076261825102
Position 14638: 0.0014079878200260558
Position 183: 0.0014042259119555558
Position 11997: 0.0013294630569509543
Position 13971: 0.001328180731950528
Position 11772: 0.0012462250910667933
Position 11738: 0.00121445003445194
Position 215: 0.0011478139016440295
Position 8450: 0.0011444557941915501
Position 1103: 0.0011117464797861022
Position 12939: 0.001067186938968302
Position 13123: 0.0010533156723342369
Position 13753: 0.0010122927098111514
Position 14085: 0.0009755141670165497
Position 15717: 0.0009201499046428938
Position 15672: 0.0009198102469861716
Position 14672: 0.0009175173603099256
Position 15502: 0.0008830976004646237
Position 276: 0.0008583032048732899
Position 921: 0.0008503119793020243
Position 785: 0.0008301325029608323
Position 10230: 0.0008153920339384795
Position 3741: 0.0007941779639502459
Position 2160: 0.0007557703687151774
Position 8420: 0.0006768821296148454
Position 13737: 0.0006749438223267786
Position 2563: 0.0006508000107577245
Position 11989: 0.0006505263494091301
Position 12319: 0.0006446439705557659
Position 3522: 0.0005384237950906823
Position 13265: 0.0005319676962010687
Position 9852: 0.0005214307526983207
Position 667: 0.0005171496267146842
Position 11796: 0.0005045692215605053
Position 9024: 0.00046106563795490156
Position 620: 0.0004107613071033975
Position 15561: 0.0004058363779951846
Position 12171: 0.0003655140865382107
Position 11963: 0.00033796796865059956
Position 15355: 0.00033750193025442143
Position 9096: 0.0003374899905833512
Position 12542: 0.00024375070768941547
Position 3024: 0.00023456640936425757
Position 9122: 0.00023327177598372734
Position 625: 0.00023096334969405886
Position 14287: 0.0002146897121842947
Position 2181: 0.00020627571510312161
Position 13881: 0.0001810159206703828
Position 14031: 0.00017997338980258322
Position 5713: 0.00016705122585042195
Position 144: 0.00014291233839111383
Position 13726: 0.00014290180619493995
Position 43: 0.00013739687780200694
Position 536: 0.00013472720521140731
Position 13072: 0.0001306672743203749
Position 13420: 0.00012866258655177894
Position 12536: 0.00010361491794352771
Position 16243: 9.454523167426264e-05
Position 11782: 8.377247961526902e-05
Position 549: 8.32997784513801e-05
Position 12889: 6.231716784030094e-05
Position 12953: 6.041897860200702e-05
Position 935: 5.832490819465799e-05
Position 12452: 5.810448131063464e-05
