Gene = mre11
index = 1794
Annotated 5SS: [ 317 1444 1664 2029]
Annotated 3SS: [ 368 1502 1718 2095]
SMsplice 5SS: [ 317 1664 2029]
SMsplice 3SS: [ 368 1718 2095]
top_k =  500
Partition function (log Z): -3.7101515480041733

Sorted 5' Splice Sites (High to Low Probability):
Position 1664: 0.9599059406240048
Position 317: 0.8751966825313319
Position 2029: 0.8735104758133228
Position 1444: 0.2810379585443053
Position 271: 0.056706064750052944
Position 472: 0.0378025989568033
Position 782: 0.03616810718947182
Position 739: 0.02502457972496723
Position 1381: 0.022438057342137864
Position 2017: 0.02162404854858958
Position 1376: 0.014759301149364147
Position 1010: 0.013412178638258568
Position 308: 0.01030344352489183
Position 826: 0.007761676567672847
Position 819: 0.006166683400257912
Position 681: 0.005370875608260865
Position 468: 0.005290644011913533
Position 1157: 0.0051840738193287455
Position 608: 0.004881252989623363
Position 1174: 0.004349931356623163
Position 2038: 0.004346021904587211
Position 48: 0.004323508058569391
Position 1436: 0.0033783450249096907
Position 2024: 0.003329037898188362
Position 901: 0.003240150283159973
Position 2021: 0.0017795282903281318
Position 1272: 0.0015577144851411221
Position 1532: 0.001157611095526454
Position 1320: 0.0011431045331340359
Position 186: 0.0010462560452014992
Position 631: 0.0010399047915418203
Position 1222: 0.000850058309033826
Position 291: 0.0008226369949235899
Position 1973: 0.0005940779042304141
Position 595: 0.0004451659899517216
Position 1277: 0.00034038510918045533
Position 24: 0.0003318024008220848
Position 239: 0.0003217265807806403
Position 30: 0.00027786778334510645
Position 1384: 0.0002516849151408659
Position 1858: 0.0002040979276272557
Position 2011: 0.0002035844350879386
Position 1659: 0.00019742125300064846
Position 460: 0.00014824916941658697
Position 511: 0.0001452387568561288
Position 1366: 0.00014184245804071898
Position 1391: 0.0001350566190055942
Position 554: 0.00013435307516284855
Position 744: 0.00012492953012443444
Position 1668: 0.00010001519154555422
Position 1580: 9.504766544330238e-05
Position 129: 3.397222218382472e-05
Position 401: 3.2521532728584074e-05
Position 1991: 3.121406659823958e-05
Position 1622: 3.1039591475526366e-05
Position 2145: 2.447951269800422e-05
Position 237: 2.4381550753792266e-05
Position 1892: 1.8092398819967437e-05
Position 63: 1.6278845426019606e-05
Position 249: 1.4661511586938955e-05
Position 1114: 1.0131954920711095e-05
Position 202: 8.381029780183509e-06
Position 144: 1.9910802740048633e-06
Position 1238: 7.915328872419294e-07
Position 563: 5.608315691052356e-07
Position 336: 2.844166276020434e-07
Position 557: 2.288675258468995e-07
Position 763: 1.7650605021714645e-07
Position 612: 1.4955020831885732e-07
Position 545: 7.34086809288045e-08
Position 83: 2.3493028237732313e-08
Position 911: 2.1732616055489585e-08
Position 75: 1.1094819302834366e-08
Position 407: 8.173243868275661e-09
Position 1562: 5.662228281722904e-09
Position 412: 2.228541267974857e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1718: 0.9652709304391017
Position 368: 0.8935360971393113
Position 2095: 0.8450803000120521
Position 1502: 0.4558246446726976
Position 2109: 0.05728733775875144
Position 1487: 0.0198011776491769
Position 1473: 0.012260177235070727
Position 1291: 0.008776012611003019
Position 1605: 0.007703009532847752
Position 1848: 0.006592428244206789
Position 511: 0.005229122700044242
Position 975: 0.0031487222411353873
Position 108: 0.0027076546673522597
Position 1191: 0.00241636844736223
Position 2130: 0.001757577912755064
Position 738: 0.001575424124767066
Position 2127: 0.0014826656594826662
Position 1595: 0.0014720438928751765
Position 1728: 0.0012403023967506863
Position 111: 0.0010952384382209752
Position 834: 0.0005777589608948464
Position 823: 0.00047722049892860144
Position 545: 0.0004604088913266052
Position 423: 0.00045418706277892013
Position 1895: 0.0003979457016938604
Position 630: 0.00035220398447325914
Position 1734: 0.00033893670253876324
Position 75: 0.00032143835587867875
Position 431: 0.00025654108412998585
Position 83: 0.00023077160631509115
Position 2157: 0.00019278673858616724
Position 692: 0.0001891967147445902
Position 468: 0.00012509337264471378
Position 1251: 0.00010863909962606181
Position 563: 0.00010373833331941901
Position 2229: 9.645352206797257e-05
Position 2217: 9.10157042002392e-05
Position 858: 8.682476528880648e-05
Position 1065: 7.94457718263037e-05
Position 1972: 5.186061596972985e-05
Position 2232: 3.973130719375589e-05
Position 113: 3.073416052103287e-05
Position 1738: 2.308042059204994e-05
Position 180: 5.667130194470985e-06
Position 116: 1.0575488224705506e-06
Position 202: 2.5419730807629926e-07
Position 298: 1.906588254062577e-07
Position 302: 1.773325017553419e-08
Position 438: 1.68989209815131e-08
Position 245: 1.2395081155889036e-08
Position 270: 8.179519831439957e-09
Position 320: 5.5114202360138015e-09
Position 221: 3.468997712136124e-10
Position 317: 1.240376081974574e-10
Position 197: 1.1886259309614476e-10
Position 218: 1.0842749012286103e-10
Position 378: 5.71297027747039e-11
