Gene = spir
index = 1888
Annotated 5SS: [ 1196 10862 22980 23512 25186 25331 28157 28475 28894 32454 32729 34041
 34452 35026 35293 35673]
Annotated 3SS: [10790 22861 23401 25067 25244 28025 28362 28760 32379 32523 33953 34305
 34686 35088 35358 35730]
SMsplice 5SS: [ 1196 10862 22980 23512 25186 25331 28157 28475 28894 32454 32729 34452
 35026 35293 35673]
SMsplice 3SS: [10790 22861 23401 25067 25247 28025 28362 28760 32379 32523 34305 34686
 35088 35358 35730]
top_k =  500
Partition function (log Z): 66.69772722132036

Sorted 5' Splice Sites (High to Low Probability):
Position 32454: 0.9996596610434617
Position 35673: 0.9993107479317461
Position 25331: 0.9987989890007564
Position 35293: 0.9986754450108104
Position 25186: 0.9976963926964648
Position 32729: 0.9976290771426103
Position 10862: 0.9972850478781302
Position 22980: 0.9970007181875722
Position 28157: 0.9959610110240934
Position 35026: 0.9919045645658676
Position 34452: 0.9887163380362818
Position 28894: 0.984408171770959
Position 1196: 0.9795918143790582
Position 28475: 0.9212524366961004
Position 23512: 0.8924951228291353
Position 19020: 0.6259093394016249
Position 23632: 0.30439919322756137
Position 24558: 0.2729637449975313
Position 9670: 0.2545246386636804
Position 34041: 0.24975915401613796
Position 3962: 0.19572224802901092
Position 24990: 0.18137641881125618
Position 23941: 0.1705445633634357
Position 27870: 0.1328502331382865
Position 3166: 0.12560798479236088
Position 27381: 0.07561902564110703
Position 50: 0.061482084107563256
Position 2543: 0.06035525623401659
Position 23315: 0.056092802177509185
Position 36000: 0.05306977036722086
Position 25700: 0.04946950893680182
Position 36481: 0.046554406668368235
Position 24679: 0.0456704495746734
Position 24973: 0.04465307258028334
Position 24851: 0.04399453656252013
Position 10411: 0.04294888838328459
Position 30432: 0.042252451320473734
Position 26203: 0.04154024144553004
Position 29602: 0.03885449646117817
Position 30041: 0.03168050641302216
Position 23286: 0.030395962687352115
Position 24847: 0.03014914365749078
Position 34066: 0.028119174700417887
Position 36138: 0.027923132880719105
Position 30277: 0.02756918769949092
Position 2908: 0.02741819839242864
Position 35985: 0.02685573091720901
Position 19302: 0.02665912454623344
Position 147: 0.02649272114380388
Position 23324: 0.026360164791379283
Position 345: 0.02622949319577262
Position 19083: 0.022434958977139464
Position 19895: 0.022023123802380213
Position 492: 0.02144569296073957
Position 27208: 0.01918293733538418
Position 31946: 0.018803385697934858
Position 34074: 0.018512970144147888
Position 10639: 0.016670679149199615
Position 26727: 0.016624945041781712
Position 35947: 0.01656423145126108
Position 34240: 0.016177379709510845
Position 11930: 0.015265538783655847
Position 27431: 0.014995888749470691
Position 2547: 0.014770336461580488
Position 24776: 0.013679025128164369
Position 24790: 0.011860855063791797
Position 34472: 0.009845912781819482
Position 20399: 0.0096910625479628
Position 12792: 0.009360199946558376
Position 2878: 0.008825117721010616
Position 864: 0.008801012727413203
Position 31490: 0.008504011535971653
Position 29213: 0.00827037805444332
Position 31263: 0.00791990086763425
Position 27421: 0.007863985888388554
Position 2599: 0.007830721764394788
Position 3916: 0.007464641671811485
