Gene = IFT46
index = 1219
Annotated 5SS: [473]
Annotated 3SS: [597]
SMsplice 5SS: [473]
SMsplice 3SS: [597]
top_k =  500
Partition function (log Z): -2.4664692085007887

Sorted 5' Splice Sites (High to Low Probability):
Position 473: 0.983097346556302
Position 23: 0.022828266990310344
Position 1108: 0.011845404781259611
Position 480: 0.011459925920295313
Position 496: 0.002618203964965089
Position 1095: 0.0018511403465256984
Position 514: 0.0008176245648221388
Position 1238: 0.00044003321319358013
Position 194: 0.0004164748030341338
Position 724: 0.00026926767218668767
Position 1404: 0.00023379963738512786
Position 437: 0.00022376156016199578
Position 179: 0.00020999217136971905
Position 737: 0.00019386258252887645
Position 1112: 0.00018525189342523084
Position 150: 0.00017659836169056482
Position 1375: 0.00016467685529245044
Position 1068: 0.0001458681681848413
Position 996: 0.0001008487732732759
Position 477: 9.478683946692957e-05
Position 920: 8.57135917449767e-05
Position 742: 5.929621800443658e-05
Position 1036: 4.6813663691856485e-05
Position 537: 4.487199130347638e-05
Position 796: 4.421249229969736e-05
Position 1269: 3.926302644468373e-05
Position 31: 3.127110972128449e-05
Position 153: 2.8717060230212913e-05
Position 842: 2.6884379246973996e-05
Position 926: 2.3526712889787995e-05
Position 465: 2.3163607183088705e-05
Position 1653: 2.0988168271206305e-05
Position 148: 1.934576673751158e-05
Position 1362: 1.894652958230668e-05
Position 1209: 1.761301579662852e-05
Position 1384: 1.479113359942017e-05
Position 785: 1.4427893898448513e-05
Position 1099: 1.3107909949168797e-05
Position 1273: 9.760030570742347e-06
Position 1646: 6.198990627954487e-06
Position 419: 3.689289085380155e-06
Position 390: 3.256189984779427e-06
Position 548: 2.3937736962997604e-06
Position 1543: 1.7077465938256438e-06
Position 264: 1.3312079160014247e-06
Position 277: 1.31741129504757e-06
Position 974: 1.2871517538800771e-06
Position 12: 7.73232945719084e-07
Position 402: 4.5132596466946337e-07
Position 1135: 1.8156657068500455e-07
Position 405: 5.615604514854753e-09
Position 393: 4.549725679965725e-09
Position 347: 4.307498133489338e-09
Position 381: 1.9817574437903733e-09
Position 345: 1.7869416033437456e-09
Position 1000: 1.561246383298381e-09
Position 626: 1.3926068123578575e-09
Position 1117: 1.2502159556945986e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 597: 0.9819690202616876
Position 636: 0.016541832365584166
Position 93: 0.015767419951704588
Position 1158: 0.015549378618642246
Position 273: 0.002261269226352493
Position 377: 0.0012052929845609557
Position 68: 0.0010822661676170243
Position 72: 0.0009844919449986747
Position 1497: 0.0005737372018377565
Position 212: 0.00023106024814424249
Position 1140: 0.00022687102397636022
Position 1521: 0.00018781087359802766
Position 371: 0.00018278362241252175
Position 1170: 0.00014847162179544132
Position 1742: 0.00010963451938740823
Position 89: 8.949131855004192e-05
Position 660: 8.667033035137529e-05
Position 334: 6.694823440760938e-05
Position 1286: 6.483022926050227e-05
Position 1617: 6.457734589092196e-05
Position 1398: 6.215444254552414e-05
Position 1416: 6.071548247846586e-05
Position 345: 4.919017617771491e-05
Position 229: 4.576448496953461e-05
Position 175: 4.4966807612015135e-05
Position 1421: 4.258410918503507e-05
Position 171: 3.7904020459221883e-05
Position 974: 3.502779499678611e-05
Position 101: 3.100664946680475e-05
Position 1173: 2.268733680139097e-05
Position 1518: 1.81405889025496e-05
Position 1135: 1.5602486156363573e-05
Position 1425: 1.51722273650933e-05
Position 304: 1.4805415676854748e-05
Position 1446: 1.2335507257861717e-05
Position 1505: 1.2314159816055419e-05
Position 666: 1.0359273897186499e-05
Position 307: 7.658278763366494e-06
Position 1238: 5.298282295555536e-06
Position 1534: 4.2678932756522845e-06
Position 785: 3.801628018493969e-06
Position 126: 3.7203577547485525e-06
Position 129: 2.9945018419876553e-06
Position 1350: 2.9554063105686525e-06
Position 792: 2.9022754660595984e-06
Position 796: 2.8210986703162753e-06
Position 765: 2.5509124291988813e-06
Position 235: 2.2113012651379954e-06
Position 776: 1.6183250218854426e-06
Position 200: 1.4683436802213264e-06
Position 1357: 1.4524698070219207e-06
Position 413: 1.3305226890262744e-06
Position 848: 1.1501019320384524e-06
Position 148: 9.906399901737907e-07
Position 358: 9.715451029841151e-07
Position 1432: 9.39170740071751e-07
Position 1593: 8.464067685809995e-07
Position 689: 6.893074619295594e-07
Position 114: 4.7653175894654377e-07
Position 218: 2.298262580977621e-07
Position 416: 1.66238760560745e-07
Position 107: 1.0336426399066951e-07
Position 387: 7.28135834718568e-08
Position 419: 6.183601604295295e-08
Position 389: 5.1698413009568144e-08
Position 186: 3.4931251499174926e-08
Position 455: 1.6515562080110172e-08
Position 434: 6.887442542483998e-09
Position 179: 6.613757933079988e-09
Position 449: 1.4650093368783497e-09
Position 431: 1.3713170722475975e-09
Position 220: 1.1346806387997235e-09
Position 459: 9.593443244103162e-10
Position 1095: 2.7498552688226905e-10
Position 521: 1.4698468023882946e-12
Position 524: 8.889178253982628e-13
Position 699: 2.9807541427316484e-13
Position 237: 4.416073102509563e-22
