Gene = Fife
index = 1169
Annotated 5SS: [  339 13995 22202 27138 29470 32072 32478 32793 33153 38105 38626 38862
 44814 45780 53214 53477]
Annotated 3SS: [13763 21751 27001 29128 31822 32220 32537 32910 37979 38405 38796 44631
 45042 52467 53314 54017]
SMsplice 5SS: [  339 14019 27138 29061 29470 32072 32478 32793 33153 38105 38626 53214
 53477]
SMsplice 3SS: [13763 27001 28771 29128 31822 32220 32537 32910 37979 38405 52467 53314
 54017]
top_k =  500
Partition function (log Z): 16.515183659379097

Sorted 5' Splice Sites (High to Low Probability):
Position 38626: 0.9999999794217102
Position 32793: 0.9995488668005896
Position 32072: 0.9983247119478752
Position 27138: 0.9846797190704308
Position 32478: 0.9811760777178371
Position 53214: 0.9164950755575498
Position 33153: 0.8764413812168766
Position 38105: 0.8678084250981467
Position 29470: 0.768811925156081
Position 53477: 0.6852250457855836
Position 14019: 0.5920595590646023
Position 339: 0.5205941715909392
Position 21129: 0.5186895883418797
Position 29061: 0.4439407171292186
Position 15566: 0.3784849688893497
Position 182: 0.3359613173377963
Position 54834: 0.2751186679739198
Position 13902: 0.2727893410335858
Position 22202: 0.1833395047730625
Position 33185: 0.11397965453650957
Position 13995: 0.09203091011437597
Position 4371: 0.07258285823558797
Position 163: 0.06631792653852576
Position 44814: 0.043580671335101934
Position 17790: 0.041458859215240694
Position 53754: 0.036012084783961104
Position 4772: 0.03412952327916526
Position 45780: 0.022892424599388343
Position 54108: 0.02082617345973801
Position 112: 0.01844506392247805
Position 12389: 0.018351911075167766
Position 53758: 0.017273921219792328
Position 178: 0.017211029291417587
Position 4306: 0.01708179721987677
Position 15870: 0.01682299003877069
Position 14047: 0.01615542638231188
Position 38125: 0.014596769628008306
Position 28962: 0.014218172202407484
Position 130: 0.014122765808471594
Position 21644: 0.011984725727580452
Position 14819: 0.011273479515884694
Position 35309: 0.009910543778757809
Position 9361: 0.009835414031770694
Position 46773: 0.009743686669520598
Position 34739: 0.009321298287272522
Position 27345: 0.008801886167047437
Position 190: 0.008273907854116344
Position 35976: 0.008237692650513802
Position 34018: 0.00813110023845292
Position 3452: 0.007719221972214029
Position 174: 0.007643090115536584
Position 38114: 0.007214630687579836
Position 38279: 0.0071770338010912135
Position 15607: 0.006441613105554452
Position 27311: 0.006214533646350905
Position 14566: 0.005688004746474473
Position 574: 0.005623861853920107
Position 15136: 0.005416801010482451
Position 14251: 0.005389020297059936
Position 816: 0.004899773035267415
Position 27174: 0.004879986391078837
Position 46579: 0.00484861040330483
Position 15273: 0.0047463405848722755
Position 12046: 0.004683614982084716
Position 15584: 0.00391175667143679
Position 15644: 0.0036551953939010966
Position 5242: 0.0035846292371072416
Position 134: 0.0035416774645362237
Position 32485: 0.0034889772829418512
Position 36991: 0.003019038832056905
Position 13906: 0.0029234538488440123
Position 1369: 0.0028954133718782243
Position 3618: 0.0027509847116363004
Position 1219: 0.002584032477524169
Position 5171: 0.002506988743473351
Position 49: 0.0022178655370930322
Position 35150: 0.002110429888427788
Position 41234: 0.0018734367441831275
Position 27402: 0.001598169374394114
Position 33829: 0.0015397451063217953
Position 33234: 0.0013116052438481738
Position 28154: 0.0012639908927532144
Position 45824: 0.0011451765283343417
Position 34596: 0.0007937192626020088
Position 16188: 0.0006298429505982616
Position 45809: 0.0005875589333410627
Position 11743: 0.0005839285035602088
Position 16498: 0.0005112591926115374
Position 34337: 0.00046393799912755216
Position 15996: 0.0004505217706880884
Position 32579: 0.00040450158032472006
Position 186: 0.0003959301031882134
Position 15701: 0.0003728992945517344
Position 32087: 0.00035381509586459746
Position 15592: 0.00034592287963430216
Position 114: 0.00031474509332725566
Position 27211: 0.0002888590602995063
Position 3649: 0.0002535023425112526
Position 32799: 0.000176420446390227
Position 32435: 0.00014314727854557188
Position 45720: 0.00012554330136708923
Position 3859: 8.836279309791916e-05
Position 32429: 7.560022682465402e-05
Position 39720: 7.286999763715306e-05
Position 1594: 6.165508044342356e-05
Position 32797: 4.6175558398080424e-05
Position 3456: 4.26337827917186e-05
Position 32392: 4.260340970178686e-05
Position 33503: 4.1345985557293556e-05
Position 33843: 3.954511719630944e-05
Position 4459: 3.8838836797492426e-05
Position 32306: 3.373129973109688e-05
Position 3622: 3.252441523935446e-05
Position 40693: 2.9659587228515965e-05
Position 32582: 2.6651360916172036e-05
Position 33498: 2.6333605742332863e-05
Position 230: 2.478038052699354e-05
Position 45784: 2.0721955050894746e-05
Position 4283: 1.765962168627355e-05
Position 32839: 1.4315779220529965e-05
Position 40699: 1.3254984407618797e-05
Position 2452: 1.2593344230370645e-05
Position 3446: 1.16511427492518e-05
Position 33833: 1.113320553764263e-05
Position 40718: 9.080904598779976e-06
Position 766: 7.639984083753594e-06
Position 157: 6.746308107151701e-06
Position 33306: 6.641480813712123e-06
Position 38892: 6.1085708067369945e-06
Position 32541: 3.906469123997638e-06
Position 33240: 3.710497876298665e-06
Position 33510: 3.634941133729453e-06
Position 295: 3.442047336555042e-06
Position 33447: 3.3043831791361078e-06
Position 39310: 2.4841654750833363e-06
Position 40724: 2.2845795188415295e-06
Position 33304: 1.9782188623691962e-06
Position 32417: 1.9302967357072336e-06
Position 188: 1.5912974053905014e-06
Position 745: 1.2674603277114892e-06
Position 39490: 9.09140700782395e-07
Position 40886: 8.895660413364123e-07
Position 783: 8.673443356924503e-07
Position 604: 8.552792673840176e-07
Position 120: 7.500921051126677e-07
Position 730: 7.362006486829195e-07
Position 459: 7.051428611040532e-07
Position 32752: 4.63835210303764e-07
Position 38862: 4.5795008409702295e-07
Position 32677: 4.185438684667501e-07
Position 165: 3.814085042161773e-07
Position 442: 3.80684718117696e-07
Position 167: 3.582413447327217e-07
Position 118: 3.5470231750214607e-07
Position 128: 3.237635040956059e-07
Position 194: 2.7771964218026576e-07
Position 202: 2.6239373302436787e-07
Position 1381: 2.4052006770121884e-07
Position 33507: 1.8832091950303342e-07
Position 39069: 1.7947460913376103e-07
Position 32624: 1.6797755834204615e-07
Position 39272: 1.247141762268012e-07
Position 352: 8.44886816754539e-08
Position 200: 5.044643227917471e-08
Position 205: 2.1310837099274507e-08
Position 1697: 1.262852685268571e-08
Position 39409: 1.1621943761734592e-08
Position 39298: 1.1140903949987182e-08
Position 32411: 1.0566666054040916e-08
Position 38887: 1.0329714965338127e-08
Position 1614: 7.2581222167400904e-09
Position 33236: 7.118890894685307e-09
Position 145: 5.336315049695532e-09
Position 39160: 4.7421606794858235e-09
Position 39546: 4.055831552263089e-09
Position 655: 3.898899272072176e-09
Position 620: 3.447324754264304e-09
Position 38877: 2.7096793061282287e-09
Position 368: 2.399449283241284e-09
Position 325: 1.7597229586522897e-09
Position 33157: 1.6454867052569895e-09
Position 33276: 1.4974876282048433e-09
Position 38670: 1.0558068043241536e-09
Position 41344: 7.988961043428746e-10
Position 418: 6.702550441086616e-10
Position 38717: 6.35605762994172e-10
Position 32414: 5.901574073745617e-10
Position 38661: 2.769006816256521e-10
Position 25: 1.9448758457649122e-10
Position 38649: 1.890177974103135e-10
Position 406: 1.879352988057623e-10
Position 371: 1.0091279843706871e-10
Position 38630: 3.965958957582893e-11
Position 38927: 1.778005812997851e-14
Position 38954: 1.7354839872208146e-14
Position 32954: 1.8632384400864215e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 53314: 0.9999045637629361
Position 32910: 0.9983487362266364
Position 38405: 0.9914941236972905
Position 32220: 0.9853033276465418
Position 27001: 0.9671310962812921
Position 32537: 0.9640073663648459
Position 13763: 0.9350385335580945
Position 52467: 0.9164950755575498
Position 29128: 0.7403036458292374
Position 37979: 0.6906326996782122
Position 31822: 0.6766123500944974
Position 54017: 0.49408815334551387
Position 28771: 0.47329863955104073
Position 21002: 0.42666327788668107
Position 15401: 0.4017939606324384
Position 31882: 0.2936715451494417
Position 20974: 0.24097250748723026
Position 54912: 0.1673178014400573
Position 54889: 0.09172021132171886
Position 36930: 0.087586166993009
Position 4214: 0.058622181460883924
Position 55330: 0.056933018075277106
Position 54886: 0.056516975681236814
Position 17065: 0.04145885921524066
Position 36819: 0.03959779672095374
Position 4077: 0.03816333532165062
