Gene = l(2)37Cd
index = 1745
Annotated 5SS: [133 397 584]
Annotated 3SS: [194 453 710]
SMsplice 5SS: [133 397 584]
SMsplice 3SS: [194 453 710]
top_k =  500
Partition function (log Z): 2.98450143702214

Sorted 5' Splice Sites (High to Low Probability):
Position 397: 0.9987212880261984
Position 133: 0.9736193508016965
Position 584: 0.9650509730286141
Position 933: 0.09249567224518437
Position 1022: 0.029187917144902605
Position 636: 0.014522035603316625
Position 1948: 0.013962680073181693
Position 1465: 0.013655118242794263
Position 1098: 0.006074169835093427
Position 928: 0.0038760643087090655
Position 588: 0.0023704179590161452
Position 79: 0.0020374225718191377
Position 877: 0.0017361706291941904
Position 656: 0.0016808926922816526
Position 530: 0.0009440337352201048
Position 1738: 0.0007936982212403068
Position 150: 0.0006007112497741648
Position 126: 0.0005906961069553052
Position 817: 0.000590358521342439
Position 1943: 0.00042618755416393123
Position 1361: 0.0004234723090517112
Position 1212: 0.00029844176402400415
Position 1200: 0.0002673080230829628
Position 401: 0.00020369099336809055
Position 859: 0.00018104628340655983
Position 961: 0.00013922015558596757
Position 1216: 0.00013032379157950963
Position 124: 8.621200391110201e-05
Position 1909: 7.771625138006681e-05
Position 862: 7.591500680313719e-05
Position 1469: 6.877756358050198e-05
Position 1657: 5.821439038253793e-05
Position 408: 5.612948397262188e-05
Position 837: 4.451435584334073e-05
Position 826: 3.0693257782844156e-05
Position 867: 2.0355332174858143e-05
Position 1900: 1.6170924036822342e-05
Position 1869: 1.4575380664669901e-05
Position 1357: 1.3972005155419356e-05
Position 1745: 1.0787129548945563e-05
Position 1044: 7.691391044173484e-06
Position 76: 5.120634615336039e-06
Position 354: 4.2349592777771685e-06
Position 63: 3.849514211535846e-06
Position 360: 3.8483392142653214e-06
Position 309: 2.933215379389288e-06
Position 362: 2.181166149270678e-06
Position 681: 1.152057188988418e-06
Position 1102: 1.049732751693032e-06
Position 545: 7.358101318575152e-07
Position 54: 6.428636001277601e-07
Position 29: 4.14984842855307e-07
Position 612: 4.0182250493414993e-07
Position 499: 3.664095092352612e-07
Position 605: 3.5650278078422923e-07
Position 1279: 2.752359366274643e-07
Position 780: 2.0866821233559602e-07
Position 3: 1.556444383713035e-07
Position 831: 1.4886907359096605e-07
Position 685: 1.3777407921152935e-07
Position 195: 1.3079786204736283e-07
Position 210: 1.2154310758180786e-07
Position 224: 1.1186484841189201e-07
Position 595: 8.60790253478748e-08
Position 460: 5.81618153303777e-08
Position 485: 2.665709454048721e-08
Position 747: 2.6213829606004584e-08
Position 15: 1.8096870875662434e-08
Position 289: 9.594152523424672e-09
Position 937: 5.248157252060909e-09
Position 291: 1.5110126944887615e-09
Position 726: 2.4618819665227174e-11
Position 696: 2.1270028528502813e-11
Position 757: 5.090804295914736e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 453: 0.9883288761705863
Position 194: 0.9768345212017384
Position 710: 0.9151936891314997
Position 1076: 0.10863964218135627
Position 681: 0.03933507755378376
Position 2017: 0.025198546961055043
Position 1534: 0.010551118581072657
Position 1777: 0.010146530897894994
Position 799: 0.007196285819172736
Position 1178: 0.006673954048019455
Position 499: 0.006037412042576707
Position 722: 0.005679444425448022
Position 1284: 0.005566646508989997
Position 1152: 0.004537123860840382
Position 802: 0.002035650822344483
Position 1521: 0.0014770517723331246
Position 927: 0.001189337925509092
Position 1493: 0.0011539615350855152
Position 1855: 0.001018389159153792
Position 652: 0.0009158605222194397
Position 1900: 0.0008749118658233986
Position 1212: 0.0006973816166228493
Position 1734: 0.0005148246944405076
Position 1331: 0.000492903356653971
Position 521: 0.0004292166212549015
Position 1729: 0.0004032490615385195
Position 2053: 0.0003806985844372174
Position 1209: 0.00034935843956797265
Position 1931: 0.0003449143842845311
Position 1524: 0.000271956483388143
Position 1786: 0.00026262878835309813
Position 644: 0.0002534310621364464
Position 1961: 0.00024290591064897755
Position 2033: 0.00022607055954179474
Position 1044: 0.00021292598518897113
Position 1128: 0.0001873400150403515
Position 951: 0.0001822433039892952
Position 691: 0.0001322308999088184
Position 855: 0.00012534934490261715
Position 726: 0.00011229876963676827
Position 1557: 9.09602851293019e-05
Position 1221: 9.090949983560022e-05
Position 1821: 7.002805739626e-05
Position 1869: 5.649522908299481e-05
Position 1414: 5.5174696496443396e-05
Position 897: 4.796291710721917e-05
Position 1317: 4.405883732987965e-05
Position 154: 4.3952364683510646e-05
Position 1947: 3.913678588259442e-05
Position 884: 3.26095629655627e-05
Position 1540: 3.154886706458009e-05
Position 1139: 2.8277348961380917e-05
Position 132: 2.7688661227619994e-05
Position 1473: 2.5455371478367194e-05
Position 831: 2.4917095199181795e-05
Position 545: 2.287165144422693e-05
Position 901: 1.9131683340749505e-05
Position 1260: 1.7642883336236342e-05
Position 210: 9.757113230547783e-06
Position 284: 2.4322186286068817e-06
Position 584: 9.67537262347247e-07
Position 524: 5.252123338780419e-07
Position 242: 4.982255075520654e-07
Position 326: 4.361461471352145e-07
Position 313: 1.538771985414518e-07
Position 379: 9.70835088281345e-08
Position 933: 8.33835892164336e-08
Position 837: 5.1502740993856663e-08
Position 376: 4.1470983251606563e-08
Position 332: 3.911785973123306e-08
Position 100: 2.657436790450909e-08
Position 404: 1.8773756537762865e-09
Position 621: 1.862532755289731e-09
Position 46: 2.767840718482742e-10
Position 382: 1.5031923259127855e-10
Position 816: 5.935884134274459e-11
Position 76: 4.634995194993559e-12
Position 397: 2.834837713425681e-12
Position 588: 9.771140660576044e-13
Position 63: 7.354192185514221e-13
Position 54: 2.408448040062998e-13
