Gene = TrissinR
index = 1566
Annotated 5SS: [ 1246 21949 24483 26256 27028 27823 28895 29255 32315]
Annotated 3SS: [21300 24337 26095 26826 27471 28879 28988 32094 32399]
SMsplice 5SS: [  149 21949 24483 26256 27028 27823 29255 32315]
SMsplice 3SS: [21300 24337 26095 26826 27471 28988 32094 32399]
top_k =  500
Partition function (log Z): 6.381051775145906

Sorted 5' Splice Sites (High to Low Probability):
Position 32315: 0.9878063457040869
Position 27028: 0.987629027646711
Position 26256: 0.9834536670398306
Position 29255: 0.9728695436588752
Position 24483: 0.9244849332649386
Position 21949: 0.712994380682992
Position 28895: 0.7089036760621124
Position 27823: 0.6828046608314708
Position 149: 0.5363195930271152
Position 10397: 0.5298594298812757
Position 1246: 0.5095312128283196
Position 30028: 0.47941238909557554
Position 21372: 0.3944069161984973
Position 27590: 0.1316427795829055
Position 8793: 0.1249313931886966
Position 8028: 0.09696716565573114
Position 26660: 0.07595194653087631
Position 9531: 0.0721532680861653
Position 28650: 0.053907286400633234
Position 83: 0.05205381373643086
Position 30799: 0.04446863177062075
Position 29804: 0.041225089525359644
Position 32635: 0.030994924038455433
Position 27986: 0.027992500779348138
Position 31543: 0.025674753485926616
Position 28610: 0.021739774536587327
Position 1075: 0.015769860331439373
Position 7797: 0.013540430632556373
Position 406: 0.012177714503999864
Position 209: 0.007896094007188126
Position 31464: 0.007105698697723433
Position 27691: 0.006292615160338015
Position 27200: 0.005403174919967904
Position 219: 0.004733787881248362
Position 390: 0.004371298062535556
Position 413: 0.004339473079612044
Position 27175: 0.003991222866178089
Position 2354: 0.00393271123559876
Position 4150: 0.003582373480742483
Position 9098: 0.003379747862979948
Position 27260: 0.003116238519192703
Position 29388: 0.0029382528137683384
Position 28258: 0.0025933725546369636
Position 274: 0.002441146450045717
Position 1440: 0.0023074717634611165
Position 28529: 0.001828446248768064
Position 30740: 0.0017548460850370664
Position 862: 0.0017501401967462376
Position 27309: 0.0015064737549748638
Position 27685: 0.0014129466028381444
Position 4014: 0.0011833540934600767
Position 4027: 0.0009349954846927414
Position 27710: 0.0009136190571510832
Position 8199: 0.0009018621546499851
Position 28271: 0.0007701273583927892
Position 7945: 0.0006611730086186537
Position 26951: 0.0006574921967017784
Position 570: 0.0005728569032321983
Position 32621: 0.0005316463600183196
Position 27782: 0.00040440952422662977
Position 331: 0.000361798008551454
Position 1047: 0.00035522237543928576
Position 27034: 0.00031279317891282635
Position 1020: 0.0002963239409448596
Position 27725: 0.000275607154675933
Position 28500: 0.00027389752217711627
Position 27695: 0.0002627053866146499
Position 29577: 0.00025545317094718625
Position 28283: 0.000237039260642328
Position 27862: 0.0002308691409750764
Position 29501: 0.00022723436302819102
Position 29371: 0.00022159016466402834
Position 29225: 0.00020322621929562046
Position 230: 0.00017858770042608138
Position 299: 0.00012236092427703312
Position 32566: 0.00011677318823371114
Position 29259: 0.00011366052882801811
Position 910: 0.00010667632249841704
Position 936: 0.00010276815215751523
Position 164: 9.400598092366055e-05
Position 32624: 8.838360170983538e-05
Position 27121: 8.163571638912997e-05
Position 26970: 8.003440012556959e-05
Position 32539: 7.75216313670568e-05
Position 28229: 7.446050618663413e-05
Position 27019: 7.30248264214627e-05
Position 29584: 7.048399129903336e-05
Position 28321: 6.995489343847158e-05
Position 985: 6.523460441564495e-05
Position 2000: 5.837832950854811e-05
Position 1127: 5.046455370077851e-05
Position 153: 4.87906420697119e-05
