Gene = CCDC53
index = 60
Annotated 5SS: [ 88 593]
Annotated 3SS: [146 652]
SMsplice 5SS: [ 88 593]
SMsplice 3SS: [146 652]
top_k =  500
Partition function (log Z): -4.479653726606214

Sorted 5' Splice Sites (High to Low Probability):
Position 593: 0.9456142406907999
Position 88: 0.7414090950009758
Position 468: 0.007464858397215113
Position 525: 0.005209957661242672
Position 689: 0.0012569774349073038
Position 571: 0.0011163208710651142
Position 710: 0.0005846084875167299
Position 109: 0.00023174173492542405
Position 7: 0.0001516497703762817
Position 723: 0.00014140003239241313
Position 583: 0.00013234555228376762
Position 610: 0.00012500745420471166
Position 472: 0.00010658354521138757
Position 529: 5.2164280356490075e-05
Position 29: 5.210470300412636e-05
Position 597: 4.90766722773018e-05
Position 339: 4.673236259338667e-05
Position 519: 4.5256945997823575e-05
Position 546: 4.0471802740420196e-05
Position 248: 2.8076761777448725e-05
Position 238: 1.978000820085977e-05
Position 317: 1.8899469782431126e-05
Position 496: 1.542937616924167e-05
Position 474: 1.3931707839188248e-05
Position 137: 1.3892471422713338e-05
Position 506: 1.2354984969981896e-05
Position 73: 9.892774188196298e-06
Position 405: 9.313391861275632e-06
Position 198: 8.366148585384421e-06
Position 183: 5.6997222942132e-06
Position 484: 5.227808526000091e-06
Position 602: 1.2575333238433404e-06
Position 252: 3.317951158381947e-08
Position 531: 2.8894744013633627e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 652: 0.9595462632669253
Position 146: 0.7324239266354531
Position 202: 0.00803309915747952
Position 770: 0.0021171337511736374
Position 591: 0.000803116961616599
Position 269: 0.00019791544677410733
Position 342: 0.0001851134193704951
Position 58: 0.00010627827487191973
Position 502: 9.41670280297053e-05
Position 570: 8.523348700625495e-05
Position 275: 7.139350074694639e-05
Position 525: 5.363608871457301e-05
Position 636: 3.815931634075429e-05
Position 164: 3.198361683722144e-05
Position 551: 3.003675629150941e-05
Position 393: 2.9172692322466115e-05
Position 731: 2.8852483312748642e-05
Position 380: 2.330530104610484e-05
Position 248: 2.0049498310899594e-05
Position 396: 1.115683327245089e-05
Position 242: 1.033649995670596e-05
Position 311: 9.474320864835018e-06
Position 107: 9.432616230545742e-06
Position 554: 6.187441164582655e-06
Position 332: 5.937257260074736e-06
Position 305: 5.464510628695185e-06
Position 627: 5.059661955955408e-06
Position 278: 3.154771597726378e-06
Position 489: 2.259775798585423e-06
Position 125: 1.6138121414695724e-06
Position 366: 9.141331352956762e-07
Position 360: 7.767547444730499e-07
Position 593: 6.134705702179322e-07
Position 683: 3.911970040493906e-07
Position 87: 2.6251602990742983e-07
Position 597: 2.485339266785347e-07
Position 446: 1.647439785614268e-07
Position 506: 1.6264577488240138e-07
Position 706: 1.3527524192544414e-07
Position 81: 1.2506219133664484e-07
Position 578: 6.911588917683225e-08
Position 257: 1.2914707253654555e-12
Position 284: 8.042651023824401e-15
