Gene = melt
index = 1787
Annotated 5SS: [ 712 4812 5122 5986 6791 7087 7363 7557 7903]
Annotated 3SS: [4656 4869 5183 6041 6848 7192 7427 7620 7961]
SMsplice 5SS: [ 712 4812 5122 5986 6791 7087 7363 7557 7903]
SMsplice 3SS: [4656 4869 5183 6041 6848 7210 7427 7620 7961]
top_k =  500
Partition function (log Z): 30.85004024505424

Sorted 5' Splice Sites (High to Low Probability):
Position 5122: 0.9992934090920228
Position 7087: 0.9969558885775781
Position 7903: 0.9968161675006948
Position 5986: 0.9965354592643156
Position 7557: 0.9927629458518825
Position 7363: 0.9837458837172488
Position 6791: 0.9691012523724193
Position 4812: 0.9587112658897998
Position 712: 0.9492858056051661
Position 2462: 0.12259076027083401
Position 2556: 0.11346581077346747
Position 2248: 0.062116735967450716
Position 2064: 0.04580127416636822
Position 1502: 0.03971618697707506
Position 4809: 0.03675585702160233
Position 6760: 0.027045479464728028
Position 6632: 0.018307886108721666
Position 71: 0.01775340300574098
Position 2697: 0.014353538074711507
Position 75: 0.013788177015216672
Position 6545: 0.013771224200026282
Position 3996: 0.009793895600770914
Position 5333: 0.009578295600631077
Position 927: 0.006674896766853327
Position 7351: 0.006481649105595603
Position 6604: 0.006376469833649661
Position 7551: 0.005869241429362769
Position 1516: 0.0056375214015710745
Position 6495: 0.0055098113793319555
Position 996: 0.004908192897016309
Position 1269: 0.004774519165247337
Position 1263: 0.00425023077276661
Position 8254: 0.0035701234996722564
Position 93: 0.0031001085041139735
Position 7969: 0.0026656616671081757
Position 1009: 0.0024570146698888787
Position 1553: 0.0021663967871464232
Position 205: 0.002060112041643819
Position 7907: 0.0020331556031009997
Position 6593: 0.0018050620578009791
Position 5400: 0.0015322333942422823
Position 5393: 0.001416325607503968
Position 4816: 0.0013909507586100057
Position 115: 0.0013562988714382346
Position 5337: 0.001351981935328384
Position 113: 0.0012802583171773146
Position 8007: 0.0012398521509798827
Position 5391: 0.0011643459014264532
Position 7537: 0.001111335847388017
Position 5523: 0.0009459058953691258
Position 8001: 0.0008404406598448998
Position 5415: 0.0008116476236169592
Position 5254: 0.0007486557918327892
Position 6206: 0.0007411191306930192
Position 117: 0.0007082631112210579
Position 5368: 0.0006677789956390702
Position 8105: 0.0005657245622558048
Position 362: 0.0005561574860797362
Position 6855: 0.0005284097946371141
Position 1198: 0.0004539519220428234
Position 5456: 0.00034435944195715954
Position 8130: 0.00034392179889917486
Position 1557: 0.00034106620701865813
Position 2017: 0.0003270157418661808
Position 8485: 0.0002929110700279577
Position 1579: 0.00023015186725903629
Position 7728: 0.00021967071104367158
Position 806: 0.0002169532192928547
Position 1971: 0.00019763915585303018
Position 6277: 0.00019262089278520412
