Gene = chic
index = 1646
Annotated 5SS: [  66 1607 4408]
Annotated 3SS: [1313 4235 7343]
SMsplice 5SS: [ 755 1607 4408]
SMsplice 3SS: [1313 4235 7343]
top_k =  500
Partition function (log Z): -3.017794517125668

Sorted 5' Splice Sites (High to Low Probability):
Position 4408: 0.9879106048433406
Position 1607: 0.8118341053160598
Position 755: 0.4117502629168951
Position 68: 0.2595625376955694
Position 460: 0.2338753385044923
Position 1079: 0.13721762912242988
Position 7553: 0.12727146995715385
Position 7220: 0.07590568883074907
Position 6345: 0.06449712753964153
Position 5861: 0.05772199912584419
Position 7579: 0.04651036420452961
Position 5820: 0.0394270673179736
Position 284: 0.038030842205965684
Position 8432: 0.036676134338583244
Position 172: 0.03386848830036511
Position 1419: 0.030142850875712526
Position 1200: 0.02781573740795895
Position 7435: 0.02484145203967594
Position 872: 0.020979807477086793
Position 5364: 0.01955582517043073
Position 7042: 0.0157575947350198
Position 3725: 0.015243810586701389
Position 5867: 0.0150745287688936
Position 1611: 0.009992934746281873
Position 4428: 0.009694214268418388
Position 7944: 0.008706140909817695
Position 993: 0.0073172969919748235
Position 431: 0.006988064357638479
Position 1320: 0.0069172660142414995
Position 8481: 0.006397008771820836
Position 77: 0.0062058102737906256
Position 266: 0.005087761435765068
Position 1266: 0.005055464407188144
Position 751: 0.00428244832090672
Position 8060: 0.004198826814073962
Position 8573: 0.00414866105514635
Position 288: 0.0039160284772663
Position 1059: 0.003615882953030003
Position 290: 0.0035112057044737327
Position 8384: 0.0034086587803222944
Position 974: 0.003190273261927156
Position 998: 0.003124238095667458
Position 2471: 0.003074400869542366
Position 6737: 0.002996698696945848
Position 7195: 0.0028879704842994453
Position 1067: 0.00285923030383554
Position 292: 0.002823379565370824
Position 296: 0.0026692530568825177
Position 1063: 0.0020409571013498638
Position 767: 0.0019208275979670272
Position 236: 0.0015486474615248919
Position 2898: 0.0014594952140698284
Position 8757: 0.0013697019620947351
Position 1065: 0.0013310124669114933
Position 286: 0.0011352002771557968
Position 436: 0.001127105797226152
Position 1402: 0.0011088444161224636
Position 1887: 0.001075453282796676
Position 137: 0.0010174309829192945
Position 1990: 0.0010043118399166739
Position 1010: 0.0009353477250070884
Position 2906: 0.0007543791098279008
Position 5302: 0.0007434887317715313
Position 6582: 0.0007385613103898225
Position 1540: 0.0007143807967134245
Position 3908: 0.0005805756393720555
Position 976: 0.0005657536096446306
Position 648: 0.0005636294839440202
Position 379: 0.0005322520916355717
Position 386: 0.0004920630577781096
Position 66: 0.0004910756966137969
Position 2775: 0.0004832918303553733
Position 134: 0.00034622672220792046
Position 304: 0.00033447348733423856
Position 1071: 0.00032989046460144954
Position 3287: 0.0003226814173975237
Position 129: 0.00027585762788337215
Position 354: 0.0002644715089872536
Position 1647: 0.00023506784056520017
Position 1720: 0.00014452111318631126
Position 542: 0.0001423819819331279
Position 2339: 0.00011742110029672013
Position 81: 9.53103357982218e-05
Position 1972: 9.354031514488193e-05
Position 4538: 8.113449323300972e-05
Position 2489: 7.993245118921859e-05
Position 486: 7.800071281805213e-05
Position 358: 7.720613607931891e-05
Position 2848: 7.541341202703875e-05
Position 314: 7.115285243927791e-05
Position 308: 5.829153845337203e-05
Position 1158: 5.698278124598514e-05
Position 1029: 5.6795078691206865e-05
Position 4325: 5.4929841085687224e-05
Position 33: 5.129925893973595e-05
Position 519: 5.0912540570552876e-05
Position 57: 4.477825953855731e-05
Position 1004: 3.1542904160941684e-05
Position 5775: 2.6894059162308198e-05
Position 6014: 2.5935262893490283e-05
Position 4867: 2.1702688789461173e-05
Position 4442: 2.1347394907399585e-05
Position 4869: 1.832577918210178e-05
Position 339: 1.7536834484985544e-05
Position 4356: 1.697937946945534e-05
Position 4733: 1.5084810430410511e-05
Position 5871: 1.4614575850478188e-05
Position 330: 1.3045517549182416e-05
Position 204: 1.0849038253815508e-05
Position 897: 8.88515642441683e-06
Position 687: 8.121428899468738e-06
Position 4901: 7.843367933224655e-06
Position 5250: 7.4067359853037834e-06
Position 270: 7.156840017738887e-06
Position 14: 5.590092013861734e-06
Position 59: 4.705839142919921e-06
Position 276: 4.149148260706429e-06
Position 5094: 1.6646960749843561e-06
Position 72: 1.3698544718000374e-06
Position 978: 1.1639289894379931e-06
Position 259: 1.1320779790454755e-06
Position 614: 1.1302238262658782e-06
Position 96: 1.0487840815421697e-06
Position 876: 1.0127910749840048e-06
Position 759: 1.0093681574420902e-06
Position 294: 6.555016268858195e-07
Position 181: 6.113682101012291e-07
Position 4785: 5.222528884223666e-07
Position 4651: 3.400771335609911e-07
Position 904: 2.4561739123760356e-08
Position 4476: 4.023649167907251e-09
Position 8: 4.019830451708407e-09
Position 26: 3.8689734025661926e-09
Position 316: 3.3089798119865814e-09
Position 306: 1.9447183607541654e-09
Position 6: 6.651030692403539e-10
Position 4524: 1.689247485763275e-11
Position 197: 4.162396300606935e-12
Position 402: 2.606031319132862e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4235: 0.9975686879686486
Position 7343: 0.9512356094187838
Position 1313: 0.7552169810726328
Position 519: 0.24616072755081742
Position 5554: 0.08354431513287822
Position 8121: 0.07841947779584037
Position 8655: 0.058277050017967846
Position 6395: 0.039244887987683
Position 7654: 0.03632593563950626
Position 7657: 0.03403770991096032
Position 6652: 0.029587443226560012
Position 5229: 0.02951243368039963
Position 6991: 0.02516320447484936
Position 8469: 0.022205971668993407
Position 5421: 0.019591329646304046
Position 621: 0.018541184369385084
Position 1540: 0.01834611538865418
Position 7836: 0.014937926616039427
Position 8000: 0.014388099002019362
Position 4732: 0.013809050847643509
Position 8672: 0.013670168241618498
Position 5691: 0.013578629526533267
Position 963: 0.01176006921411051
Position 1491: 0.010877293219375203
Position 5069: 0.010412059612366843
Position 568: 0.009773329587210016
Position 117: 0.008069131472123582
Position 3562: 0.007479427026434334
Position 2774: 0.0074111314898415515
Position 5954: 0.007287418087194689
Position 8594: 0.006612492949535353
Position 8722: 0.006310629789558176
Position 6589: 0.00621984559066764
Position 1444: 0.005996119778206309
Position 4959: 0.005972001737749041
Position 5406: 0.005082591571938222
Position 1141: 0.004874490319717132
Position 6044: 0.004284159539141559
Position 4883: 0.0036367540453153715
Position 527: 0.003597741092778321
Position 8871: 0.003391123506507615
Position 5885: 0.002997376482408594
Position 8544: 0.0025763239250218674
Position 802: 0.002456812857665757
Position 1459: 0.0023375329063607723
Position 8176: 0.0023191826491551935
Position 5147: 0.002175587655845757
Position 5399: 0.002045109142639284
Position 4629: 0.0017083373521675936
Position 7801: 0.001573963727709705
Position 3123: 0.0013618325565188769
Position 7610: 0.001251191968973854
Position 3547: 0.0010732543953749514
Position 4651: 0.0009458723706011662
Position 679: 0.0009196531898716902
Position 1663: 0.0008518786342715024
Position 1813: 0.0008323283076374403
Position 4797: 0.0008070352587955438
Position 4198: 0.000718658738083112
Position 6852: 0.0007082477528346069
Position 745: 0.0007068065747345095
Position 3521: 0.0006807911749014562
Position 2194: 0.0006541470210188214
Position 1212: 0.0005404260723664713
Position 5045: 0.0004743512269943148
Position 1402: 0.0004581035944075908
Position 407: 0.00044007258781689527
Position 3574: 0.00043497524641091076
