Gene = Adhr
index = 13
Annotated 5SS: [  92  886 1356 2092 2923]
Annotated 3SS: [ 750  950 1425 2517 2973]
SMsplice 5SS: [  92  886 1356 2923]
SMsplice 3SS: [ 226  950 2517 2973]
top_k =  500
Partition function (log Z): 1.6647854066070003

Sorted 5' Splice Sites (High to Low Probability):
Position 1356: 0.9971022422112282
Position 2923: 0.9873960102025781
Position 886: 0.7966586886399365
Position 92: 0.7609102880473146
Position 2092: 0.26762778484775196
Position 1696: 0.15517399760451736
Position 428: 0.12036209272118938
Position 2096: 0.07500518522699857
Position 633: 0.0468680806448934
Position 2187: 0.02763518182032342
Position 325: 0.027387341073491604
Position 672: 0.014396148747815835
Position 182: 0.012639183408648736
Position 1020: 0.011330206847408673
Position 172: 0.01019520494408191
Position 2068: 0.0074630510616603895
Position 153: 0.005614556237192946
Position 2112: 0.004935282130036283
Position 926: 0.004910770562297912
Position 2462: 0.00447846134891606
Position 1512: 0.0028366072252732914
Position 2417: 0.0026123070533503835
Position 1246: 0.0016713299270724226
Position 2813: 0.0016602187948793678
Position 627: 0.0013892947916848786
Position 1249: 0.0011702750601488268
Position 514: 0.0010795719472707975
Position 2706: 0.000849142472032257
Position 2896: 0.0008468572110576911
Position 2915: 0.0004963518855518468
Position 2170: 0.0004648800114372361
Position 1135: 0.0003868302392107306
Position 391: 0.0003050918933478108
Position 1531: 0.00028688545949976014
Position 654: 0.0002744107332084901
Position 2656: 0.00025406461206070005
Position 25: 0.00024554782601379646
Position 1741: 0.0002274570495950345
Position 957: 0.00022431547251130663
Position 1998: 0.000216802249400324
Position 609: 0.00018635153895833054
Position 415: 0.0001760685202597189
Position 2696: 0.00014630633752143435
Position 96: 0.00014597535405616607
Position 248: 0.00012688902327025767
Position 193: 0.00012044916146819794
Position 3127: 0.00011982379192637149
Position 56: 0.0001198207664856214
Position 329: 8.285812330515042e-05
Position 130: 6.843116253786374e-05
Position 1240: 5.2621580582804275e-05
Position 3207: 4.427609294579384e-05
Position 1732: 4.329030938520203e-05
Position 541: 4.102066865954424e-05
Position 814: 3.688651785038727e-05
Position 3246: 2.878848655039072e-05
Position 1492: 2.6685079785279172e-05
Position 1662: 1.9346543153797378e-05
Position 295: 1.720789443927454e-05
Position 370: 1.712875520042422e-05
Position 35: 1.4097319423562742e-05
Position 3225: 1.2298712800913036e-05
Position 3173: 1.0584038102988474e-05
Position 1519: 8.772006570888317e-06
Position 1360: 4.386307345933474e-06
Position 1500: 2.5283350505489755e-06
Position 17: 8.014237521013972e-07
Position 845: 4.885046550951854e-07
Position 1299: 2.5520831377676107e-07
