Gene = Fbw5
index = 1163
Annotated 5SS: [ 650 2128]
Annotated 3SS: [ 702 2181]
SMsplice 5SS: [ 650  910 2128]
SMsplice 3SS: [ 702  967 2181]
top_k =  500
Partition function (log Z): -1.8518760869485673

Sorted 5' Splice Sites (High to Low Probability):
Position 650: 0.8877773045652305
Position 2128: 0.8009065963558136
Position 910: 0.5605132109861445
Position 1319: 0.12755985965729275
Position 590: 0.10766731441837847
Position 1711: 0.04508524263556347
Position 2135: 0.029348791514636863
Position 994: 0.022420024634961525
Position 1475: 0.006601005449398836
Position 735: 0.005299164087362587
Position 833: 0.004572934059131026
Position 907: 0.00380320504090304
Position 472: 0.0033783735209989337
Position 921: 0.0031668377124279006
Position 1428: 0.0027502688066994374
Position 644: 0.002529041151307132
Position 1770: 0.0016736567058972121
Position 1858: 0.001578571936100392
Position 1965: 0.0015060050448902147
Position 616: 0.0009710845727008982
Position 145: 0.0008232387072053162
Position 295: 0.0007952959386773637
Position 1665: 0.0007140805900689113
Position 917: 0.0006647079895614188
Position 1444: 0.0005243450959471666
Position 2013: 0.00048246856731722066
Position 1102: 0.0004478755411454267
Position 768: 0.0003954710698190475
Position 1702: 0.00014400656349350922
Position 821: 0.00013718825825225774
Position 1677: 0.00010722961515859663
Position 1145: 7.883512852623546e-05
Position 865: 6.614756793361979e-05
Position 377: 6.17781998943281e-05
Position 424: 6.167495432228474e-05
Position 581: 6.0506389594558417e-05
Position 292: 6.0012237550224995e-05
Position 56: 4.2938247440544746e-05
Position 493: 3.4919800371496085e-05
Position 137: 3.481443543901628e-05
Position 101: 2.970494392764119e-05
Position 725: 2.447984371266253e-05
Position 2293: 2.394350243108506e-05
Position 756: 2.10778294777271e-05
Position 786: 2.0833941484966345e-05
Position 375: 1.9786210679688705e-05
Position 1051: 1.899803097759958e-05
Position 1885: 1.8039320315780398e-05
Position 382: 1.7795803498395855e-05
Position 654: 1.6111777908777544e-05
Position 823: 1.3572833421247525e-05
Position 342: 1.319732000860706e-05
Position 286: 1.0474517047447897e-05
Position 2230: 1.0114531786631058e-05
Position 412: 8.728348267404372e-06
Position 814: 8.680611423201946e-06
Position 194: 8.251621754671709e-06
Position 1077: 7.1749619953022555e-06
Position 233: 5.017657452770238e-06
Position 551: 4.053167258549931e-06
Position 1117: 3.617885952902352e-06
Position 1006: 3.2033064427211835e-06
Position 21: 2.584372236477862e-06
Position 723: 2.373810502593118e-06
Position 1125: 1.9457306835505544e-06
Position 1181: 1.6340908583625335e-06
Position 1097: 1.3824963618914208e-06
Position 366: 7.851193147981374e-07
Position 942: 5.913184438810521e-07
Position 888: 5.880205925526589e-07
Position 344: 4.313847871332799e-07
Position 1328: 3.6844786274006753e-07
Position 947: 3.61789484765927e-07
Position 1011: 3.089254155860803e-07
Position 16: 9.267408357805148e-08
Position 505: 1.160365150728914e-08
Position 664: 1.0202858909670451e-08
Position 524: 7.897633374369208e-09
Position 1251: 2.3544832920873773e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 702: 0.9995006310498608
Position 2181: 0.8369512782444
Position 967: 0.5485851081303456
Position 1369: 0.08516982488964522
Position 1379: 0.04451390936494566
Position 1572: 0.033377409569822665
Position 2012: 0.015538252215865134
Position 2157: 0.011585470443604824
Position 1881: 0.009687237236040614
Position 1965: 0.004366009325853693
Position 886: 0.003958133755042396
Position 529: 0.0038923412048538553
Position 1233: 0.003648306400041953
Position 1911: 0.0030206651624298513
Position 786: 0.002933232981434415
Position 1097: 0.002844251573295573
Position 1962: 0.00281919420512891
Position 1124: 0.002098449542948275
Position 1925: 0.0014296709665146893
Position 1542: 0.0013844377554239832
Position 1797: 0.0013503847371762918
Position 1384: 0.0009528084627413288
Position 2327: 0.0008933503224688424
Position 2063: 0.0007564443431640391
Position 1629: 0.000650332176478877
Position 1824: 0.0005893949638196021
Position 2234: 0.00031194221797274364
Position 535: 0.00024602030795004123
Position 2202: 0.0002207989741680979
Position 2091: 0.0002123516935747456
Position 194: 0.0002046482319535193
Position 634: 0.00018027903878101566
Position 2293: 0.00016131276741083005
Position 1334: 0.00013930581034387514
Position 2027: 0.00012878590785167567
Position 1589: 0.00012269382048314348
Position 1387: 9.257914427601683e-05
Position 1606: 7.97746195724183e-05
Position 208: 6.627499814056769e-05
Position 205: 5.7399054525633144e-05
Position 1177: 5.4197619678931896e-05
Position 1265: 4.8447466312194274e-05
Position 466: 4.5251779335608794e-05
Position 1213: 4.089171959212752e-05
Position 2344: 3.9271605665312076e-05
Position 947: 3.9091876093937125e-05
Position 424: 3.6790459523466484e-05
Position 1319: 3.559968684404518e-05
Position 162: 2.5556179140214368e-05
Position 390: 1.510630543191774e-05
Position 113: 1.1724384001216684e-05
Position 1108: 8.004269496382438e-06
Position 717: 4.935164351762165e-06
Position 360: 4.8532768493580365e-06
Position 1023: 4.852328899851268e-06
Position 797: 4.376304298464498e-06
Position 1181: 3.423682370827707e-06
Position 1187: 3.18924390267169e-06
Position 480: 2.7769496483683142e-06
Position 1068: 2.2298296321765993e-06
Position 650: 1.9032711233027e-06
Position 430: 1.4742167282945863e-06
Position 1192: 1.419592382453081e-06
Position 1297: 1.3014043654791909e-06
Position 1218: 1.0260982660646494e-06
Position 223: 9.971189080897132e-07
Position 1238: 9.474976875950409e-07
Position 366: 8.620900840197455e-07
Position 735: 7.871624031808621e-07
Position 168: 7.356711364970022e-07
Position 1283: 7.125702942201646e-07
Position 281: 7.014402248420867e-07
Position 137: 4.3297349979000977e-07
Position 756: 3.461578015015227e-07
Position 443: 3.2789534686618253e-07
Position 174: 3.186676652093076e-07
Position 247: 1.1685017129490162e-07
Position 74: 1.0018092508046018e-07
Position 499: 8.777759074559038e-08
Position 753: 8.413851177327666e-08
Position 594: 7.907271451630243e-08
Position 732: 7.158644522803187e-08
Position 101: 6.285043677358232e-08
Position 334: 4.317438983717393e-08
Position 581: 3.172450336716433e-08
Position 858: 2.913836070101075e-08
