Gene = JhI-21
index = 1239
Annotated 5SS: [ 141  958 1740 2061 2386 3279 3483]
Annotated 3SS: [ 682 1543 1957 2117 2953 3357 3538]
SMsplice 5SS: [ 141  958 1740 2061 2386 3279 3483]
SMsplice 3SS: [ 682 1543 1957 2117 2953 3357 3538]
top_k =  500
Partition function (log Z): 16.75830298495752

Sorted 5' Splice Sites (High to Low Probability):
Position 3483: 0.9997793794584682
Position 3279: 0.9940419503002013
Position 1740: 0.9846311936293057
Position 2061: 0.9846214736971804
Position 958: 0.8858235552994688
Position 2386: 0.8848975935507974
Position 141: 0.7770140257814967
Position 2757: 0.09781421092118295
Position 2657: 0.08598522039637777
Position 634: 0.06337879964717914
Position 816: 0.042011486239227847
Position 2527: 0.01750390197216816
Position 1303: 0.013391442199328711
Position 1245: 0.013033685646306511
Position 2277: 0.01140554475092053
Position 3825: 0.011108583577457762
Position 3594: 0.010973788730473296
Position 1456: 0.008684684185564966
Position 2682: 0.008295355475502402
Position 715: 0.00811506366995839
Position 1686: 0.007444707109604418
Position 379: 0.006753055836792725
Position 328: 0.0062267163377058895
Position 2319: 0.005800123952463785
Position 323: 0.0057878928407607095
Position 1009: 0.005417914691315748
Position 3747: 0.003888925339563084
Position 563: 0.0037339970505471352
Position 2183: 0.002866427651721155
Position 1879: 0.0024373370190075207
Position 965: 0.002063179600517301
Position 1247: 0.0019047838794860347
Position 2531: 0.001839025556370655
Position 2412: 0.0017616083952148279
Position 40: 0.001745782164176464
Position 2691: 0.0013215452061727476
Position 2789: 0.0012970424301054471
Position 610: 0.0011832318873091483
Position 4007: 0.0011124690440975854
Position 2065: 0.0010060633718865014
Position 2451: 0.000965030559660578
Position 4003: 0.0009500564310211175
Position 2417: 0.0007352042060437828
Position 516: 0.000724520320229845
Position 3942: 0.0006076900044435483
Position 3722: 0.0005945091298209418
Position 2390: 0.0005188412199244488
Position 2227: 0.0004896346425619133
Position 3036: 0.00048063200654671834
Position 1288: 0.0004687455902890808
Position 3875: 0.0004580617019872117
Position 3840: 0.0004525053893199329
Position 1914: 0.00043050975664073713
Position 896: 0.0004179320900058512
Position 2269: 0.0004009811828801305
Position 2396: 0.00039159536977857387
Position 543: 0.0003803152282022886
Position 962: 0.0003540133178276256
Position 1753: 0.0003366254326455375
Position 61: 0.0003213360458389334
Position 491: 0.0003032128517896917
Position 2069: 0.0003026201430365284
Position 2872: 0.0002865925144105996
Position 1404: 0.0002828325288933542
Position 2334: 0.0002661657477429597
Position 4049: 0.00026074634056069815
Position 3337: 0.00025103821432135415
Position 367: 0.00024203888931994413
Position 153: 0.0002359072740068392
Position 169: 0.00023134072150765204
Position 2605: 0.0002061879099129783
Position 2750: 0.00019076323724834132
Position 6: 0.00018346171153881826
Position 690: 0.00017925495324699932
Position 941: 0.000151140019060955
Position 2720: 0.00013983610420401565
Position 3829: 0.00013760260001189533
Position 3162: 0.00013128379507731656
Position 3750: 0.00012336453716248766
Position 162: 0.00011868828405387939
Position 2033: 0.00011742799172001808
Position 3895: 0.00011742285567065968
Position 2055: 0.00011545960691291728
Position 457: 8.998225119894975e-05
Position 121: 8.892466836097943e-05
Position 3117: 6.969413560272119e-05
Position 126: 6.843084486926969e-05
Position 3240: 5.4116600580571245e-05
Position 3075: 4.6143567221269115e-05
Position 51: 4.304212757810681e-05
Position 3979: 4.1433384297958786e-05
Position 2699: 3.903754758569263e-05
Position 1744: 3.8819581485154585e-05
Position 1808: 3.8085302987660025e-05
Position 3462: 3.795847045497959e-05
Position 1148: 3.4285168371082946e-05
Position 2088: 3.145531461848875e-05
Position 682: 3.0199190306962158e-05
Position 342: 2.9611720536746494e-05
Position 2427: 2.7125647473485392e-05
Position 2476: 2.6836068446100125e-05
Position 3283: 2.5127148975983637e-05
Position 4112: 2.473735475532081e-05
Position 3487: 2.378052848598013e-05
Position 3221: 2.278562402760622e-05
Position 2165: 2.123432155001554e-05
Position 155: 2.023782829688924e-05
Position 2486: 1.876803267092873e-05
Position 2323: 1.8655336585100672e-05
Position 3938: 1.854288864961611e-05
Position 1021: 1.8409691465517683e-05
Position 2628: 1.8194199343769653e-05
Position 2357: 1.5978182298919848e-05
Position 590: 1.551158976216918e-05
Position 4195: 1.4252267958929424e-05
Position 3737: 1.4090730521188618e-05
Position 32: 1.346532925952094e-05
Position 3095: 1.3054588352412406e-05
Position 1778: 1.2533032661111336e-05
Position 320: 1.1546410546609515e-05
Position 3033: 1.149374571566853e-05
Position 3858: 1.0825812284612896e-05
Position 4117: 1.063355259350922e-05
Position 474: 1.0598277387345638e-05
Position 75: 1.003219492901675e-05
Position 469: 9.830111258853227e-06
Position 455: 9.083891794498354e-06
Position 1926: 9.015041827798707e-06
Position 4092: 6.1902949980345e-06
Position 4011: 5.821714371341911e-06
Position 785: 5.286836850213134e-06
Position 4160: 5.055649099649696e-06
Position 3148: 5.030037810632129e-06
Position 770: 4.958221825053287e-06
Position 4202: 2.952193915303908e-06
Position 1670: 2.708895484681773e-06
Position 100: 1.9774115919357657e-06
Position 107: 1.5908008464753218e-06
Position 1668: 1.4828768814593626e-06
Position 2393: 1.1368753950733978e-06
