Gene = mbm
index = 1786
Annotated 5SS: [1161]
Annotated 3SS: [1208]
SMsplice 5SS: [1161]
SMsplice 3SS: [1208]
top_k =  500
Partition function (log Z): -8.666777513010041

Sorted 5' Splice Sites (High to Low Probability):
Position 1161: 0.7001645464060502
Position 1123: 0.18526359559695896
Position 253: 0.17673711723630053
Position 1137: 0.050391508882510774
Position 456: 0.04567875521214136
Position 1255: 0.016047032903073456
Position 704: 0.004512983243876577
Position 37: 0.003654515568814963
Position 424: 0.003602231405650674
Position 472: 0.0033986868536339406
Position 759: 0.003329095502933614
Position 495: 0.0031681398951128883
Position 822: 0.0025658011733714035
Position 846: 0.001162776169414402
Position 281: 0.0009621585074192668
Position 1139: 0.0007442731950293546
Position 843: 0.000529598059450788
Position 988: 0.00047074634038853016
Position 55: 0.0004403733908670597
Position 364: 0.00040068518408202227
Position 612: 0.00038034793239979925
Position 415: 0.0003261104930457959
Position 1659: 0.00031021057893015474
Position 851: 0.0002297610570630416
Position 1243: 0.00022401416496581615
Position 482: 0.00022142785783253562
Position 367: 0.00018080361927434304
Position 1131: 0.00015387435910206384
Position 370: 0.00013560250905108364
Position 1401: 0.00012346315677326658
Position 840: 8.457469733408178e-05
Position 909: 6.6128539554679e-05
Position 418: 4.956201276484485e-05
Position 576: 4.561814460442501e-05
Position 660: 3.732171153319749e-05
Position 272: 2.99336361748286e-05
Position 1228: 2.5632157957282655e-05
Position 1629: 2.5516993397402015e-05
Position 639: 1.9347708184568008e-05
Position 773: 1.59447658973641e-05
Position 797: 1.2027569289683493e-05
Position 723: 1.0355741673231004e-05
Position 376: 9.519461812711581e-06
Position 825: 1.893781493929984e-06
Position 882: 1.7710788465465192e-06
Position 178: 7.417832379206787e-07
Position 633: 4.5964230604658946e-07
Position 434: 2.8218034982680225e-07
Position 91: 2.384784321968855e-07
Position 970: 3.438672188443427e-08
Position 352: 1.4925795468739806e-08
Position 460: 8.882378113430554e-09
Position 137: 5.838851980280639e-09
Position 618: 1.7255265606417872e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1208: 0.872275931022075
Position 772: 0.07388552014720742
Position 556: 0.047923711581312006
Position 905: 0.04464803480952783
Position 1313: 0.04237005312864114
Position 1258: 0.022982750569349803
Position 560: 0.017512438044239628
Position 1226: 0.015103138482655182
Position 1337: 0.014840183638975053
Position 1232: 0.010981104838510466
Position 1463: 0.010101195489248307
Position 949: 0.004668417151682103
Position 91: 0.0032948352192054223
Position 513: 0.0028239249913262587
Position 755: 0.002350791322046991
Position 299: 0.0022158158015324636
Position 885: 0.0018957725566246912
Position 1421: 0.001566909426651825
Position 758: 0.0014072469155727223
Position 1040: 0.0011617236819252853
Position 813: 0.0011387546685601784
Position 340: 0.0010667671100491564
Position 968: 0.0010250429981588716
Position 918: 0.0008937547276254813
Position 1680: 0.0008012188274363905
Position 1723: 0.0007518758534905889
Position 752: 0.0006310397686036927
Position 729: 0.0005959459641035525
Position 1468: 0.00047939145898945237
Position 1389: 0.00041475619961711744
Position 120: 0.0004037145829245333
Position 317: 0.00037133057463875337
Position 1430: 0.00029962884050099945
Position 1754: 0.0002870247553553403
Position 1454: 0.00027934053435477234
Position 1748: 0.0002558169108929411
Position 648: 0.00018779032953349773
Position 302: 0.0001841819830596447
Position 651: 0.0001752770411955055
Position 1067: 0.00015924586945072845
Position 1503: 0.00014801525516534533
Position 986: 0.00012281060501585892
Position 836: 0.00012259221548357495
Position 1176: 0.00011352425747836023
Position 861: 0.00011280058547134639
Position 680: 9.206848111628368e-05
Position 326: 8.9853548308019e-05
Position 683: 8.084594683917597e-05
Position 1451: 7.799136312135589e-05
Position 866: 7.569054191255056e-05
Position 1601: 6.710725745017722e-05
Position 797: 4.991034316459579e-05
Position 563: 4.1268915544157664e-05
Position 825: 3.846692808948161e-05
Position 412: 3.491695365519386e-05
Position 382: 3.117455889951827e-05
Position 1445: 2.937858715264196e-05
Position 716: 2.9044345256249156e-05
Position 1395: 2.7057702048054038e-05
Position 1043: 2.6186474468720338e-05
Position 1365: 2.3415979939532747e-05
Position 1407: 2.0500760460517267e-05
Position 1325: 1.7224711591232665e-05
Position 988: 1.476682951338455e-05
Position 446: 1.2331707433321309e-05
Position 472: 1.1299080707683912e-05
Position 704: 7.859111598791347e-06
Position 167: 6.9357185734322586e-06
Position 164: 5.103378107763761e-06
Position 452: 4.506851321829014e-06
Position 96: 6.070706571959844e-07
Position 346: 2.9460448944176636e-07
Position 286: 5.939701976066554e-08
Position 400: 4.976091714054634e-08
Position 288: 4.1278560196976546e-08
Position 123: 3.607708236614118e-08
Position 281: 1.4005115358283259e-08
Position 237: 7.829849270499468e-09
Position 360: 3.4912013996490543e-09
Position 363: 3.018107441206248e-09
Position 130: 2.8537492524472103e-09
Position 178: 1.952078824315779e-09
Position 330: 1.6883664636409457e-09
Position 175: 6.705408940593696e-10
Position 328: 5.314784874853168e-10
Position 348: 3.078406617080156e-10
Position 169: 2.8695356889503994e-10
Position 402: 2.613928212481189e-10
Position 205: 2.4034878934391864e-10
Position 260: 1.6202934339899972e-10
Position 199: 9.78318469773199e-14
Position 125: 8.524442457322558e-15
Position 183: 7.0632664069463975e-15
Position 193: 5.553301727929085e-15
Position 195: 8.739419980008626e-17
