Gene = MESR6
index = 1266
Annotated 5SS: [651 771]
Annotated 3SS: [728 992]
SMsplice 5SS: [651]
SMsplice 3SS: [992]
top_k =  500
Partition function (log Z): -6.160671832255918

Sorted 5' Splice Sites (High to Low Probability):
Position 651: 0.9973371247482575
Position 899: 0.019948194312163502
Position 906: 0.015142237552847026
Position 1181: 0.011624678865443614
Position 1067: 0.007324873759726182
Position 1528: 0.0059559928070536125
Position 247: 0.004837408994799491
Position 443: 0.0037085538285318033
Position 814: 0.0023897638375940775
Position 84: 0.0022361350025792977
Position 1367: 0.0021158513698415317
Position 743: 0.0018925249699509963
Position 28: 0.0012212403361674365
Position 461: 0.0009437730938065988
Position 771: 0.0005751381014082187
Position 125: 0.0005547625491588586
Position 216: 0.00038467873841760674
Position 201: 0.00037239219614217166
Position 836: 0.0002583903050205833
Position 1541: 0.00023739206407444319
Position 1101: 0.0002314865657454026
Position 841: 0.0002044781962232811
Position 1526: 0.00013411770770935667
Position 21: 0.0001336393043137891
Position 261: 0.00012923918087042371
Position 1169: 0.0001231430290822725
Position 601: 0.00011114309388041276
Position 551: 0.00010255022744159067
Position 353: 9.598992821188486e-05
Position 763: 9.014865468781799e-05
Position 386: 8.618902432219638e-05
Position 955: 7.512230657753372e-05
Position 1675: 4.2855247004760804e-05
Position 1820: 3.9569079848305614e-05
Position 251: 3.376873084310547e-05
Position 434: 3.1640283256908206e-05
Position 469: 3.137516814261297e-05
Position 1511: 2.9530913319186176e-05
Position 1695: 2.9361970535001787e-05
Position 1375: 2.795909733500937e-05
Position 844: 2.6879202475622736e-05
Position 67: 2.6101209554215322e-05
Position 114: 1.771468938408772e-05
Position 207: 1.6481644940727848e-05
Position 168: 1.475716481692756e-05
Position 1996: 1.201631104913726e-05
Position 95: 9.715388872302699e-06
Position 1250: 8.174381161370074e-06
Position 1999: 5.42546556185508e-06
Position 1880: 2.5322881166392265e-06
Position 1778: 1.978340699412713e-06
Position 97: 1.6022226367060617e-06
Position 111: 1.2700456119347768e-06
Position 119: 8.451314663433812e-07
Position 78: 2.3265183024145728e-07
Position 576: 1.9545655703145707e-07
Position 1105: 1.312484839795269e-07
Position 524: 8.152474066911063e-08
Position 953: 6.8711967717837806e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 992: 0.6216406529231472
Position 728: 0.2133056017214236
Position 946: 0.16089262513553676
Position 1705: 0.028655399335882036
Position 511: 0.01233629050876089
Position 1278: 0.011453424082213485
Position 872: 0.009334707454664734
Position 802: 0.006047762430104741
Position 814: 0.004380373777530993
Position 786: 0.0012168301889392732
Position 1330: 0.0012025582153133948
Position 1021: 0.000953364576239824
Position 1754: 0.0008377080509507705
Position 1693: 0.000782800009574565
Position 95: 0.0007027460392060004
Position 1039: 0.0006292816548406938
Position 734: 0.0005550892946933567
Position 1771: 0.0005454623839181165
Position 953: 0.0005380100092590876
Position 1309: 0.0005233216864313521
Position 749: 0.000522500333989518
Position 1617: 0.00034197898494471297
Position 1816: 0.0003342464447430134
Position 1415: 0.00025392650120779767
Position 2078: 0.000252445127122158
Position 1356: 0.00021176356055801538
Position 763: 0.00019555334731147418
Position 1397: 0.00018301991955418492
Position 1234: 0.00016808338372459794
Position 1447: 0.00015080454033787342
Position 1036: 0.00013931794368196178
Position 1653: 0.00012574560877812342
Position 1053: 0.00011079900879638503
Position 1156: 0.00011028815877560689
Position 924: 0.00010473294527099246
Position 1777: 0.00010253377126400587
Position 1066: 9.757346502810112e-05
Position 1715: 9.306993799725125e-05
Position 1724: 9.302196487160108e-05
Position 693: 8.629066119563453e-05
Position 1078: 8.292638402782236e-05
Position 1366: 7.973644631987784e-05
Position 852: 7.261602095562593e-05
Position 1336: 6.610456014059034e-05
Position 104: 5.6030395764975646e-05
Position 1910: 5.46028489467906e-05
Position 84: 5.247478674796059e-05
Position 305: 4.7666256257974056e-05
Position 1468: 3.883278381608329e-05
Position 615: 3.5572326336782396e-05
Position 163: 3.119763917923698e-05
Position 119: 2.383483795665104e-05
Position 201: 2.2613363907426388e-05
Position 592: 1.8177150619246807e-05
Position 1262: 1.6473927249168472e-05
Position 298: 1.5276267050634303e-05
Position 391: 1.2527072721228723e-05
Position 1999: 9.03518485060398e-06
Position 272: 8.311941941628213e-06
Position 313: 7.171794041333965e-06
Position 424: 4.6337274179957635e-06
Position 125: 4.327476160906089e-06
Position 576: 4.257052444664103e-06
Position 316: 3.996037978441822e-06
Position 135: 3.68699871555065e-06
Position 469: 1.2986797670444092e-06
Position 408: 9.24244160515004e-07
Position 289: 9.096501207039929e-07
Position 67: 8.684989013464867e-07
Position 207: 7.148271567950947e-07
Position 216: 6.570789487678307e-07
Position 111: 5.773931889548123e-07
Position 364: 2.435134984069269e-07
Position 332: 1.8048434177900615e-07
Position 367: 1.2311415652960307e-07
Position 223: 1.2067938321709788e-07
Position 245: 9.884223617328861e-08
Position 414: 2.5951209865972997e-08
Position 650: 8.810280034241389e-09
Position 166: 3.7806933438372165e-09
Position 274: 3.4569216109083754e-09
Position 622: 3.3743262974660756e-09
Position 319: 1.8546113720593486e-09
Position 291: 1.6842214838111701e-09
Position 328: 1.106115858760511e-09
Position 342: 9.879188135172759e-10
