Gene = ND-13A
index = 1295
Annotated 5SS: [279 552]
Annotated 3SS: [374 614]
SMsplice 5SS: [279 552]
SMsplice 3SS: [374 614]
top_k =  500
Partition function (log Z): 1.011609010426469

Sorted 5' Splice Sites (High to Low Probability):
Position 279: 0.9848196046672991
Position 552: 0.9670280384624663
Position 140: 0.09290900204633805
Position 25: 0.025212004058544242
Position 261: 0.010953272896842222
Position 557: 0.006192558843549007
Position 539: 0.005852876237053421
Position 537: 0.0018133859011126364
Position 31: 0.0015326501793325022
Position 137: 0.0010813501347805906
Position 99: 0.001044790743321287
Position 465: 0.0008283153514986496
Position 697: 0.0008184789503389966
Position 526: 0.0006036371144328149
Position 517: 0.0005557035360823567
Position 61: 0.0005248469160833515
Position 108: 0.00044281566252301295
Position 425: 0.0003889551612023022
Position 165: 0.0003286269084756889
Position 297: 0.00027299954843372357
Position 91: 0.00023703377269817939
Position 125: 0.00020891768228804093
Position 869: 0.00014957429839712626
Position 50: 0.00012729866773848107
Position 735: 0.00012380798958234988
Position 79: 0.00010912345769274745
Position 1037: 1.9468334494408474e-05
Position 9: 1.4818060699482576e-05
Position 407: 1.369016305092708e-05
Position 225: 8.826193058033967e-06
Position 101: 6.463942659967698e-06
Position 803: 5.647588227963497e-06
Position 492: 3.7379234723406168e-06
Position 930: 3.303564788895326e-06
Position 479: 3.0368069332606557e-06
Position 11: 2.5489339595372784e-06
Position 342: 1.4024561661385504e-06
Position 106: 1.3791115084151347e-06
Position 660: 1.2536259505155905e-06
Position 907: 1.1583469026291082e-06
Position 990: 7.039900565588986e-07
Position 495: 6.732897151159626e-07
Position 995: 3.7688154778057773e-07
Position 909: 3.499488432369804e-07
Position 943: 2.868257832560976e-07
Position 956: 2.540001322705348e-07
Position 941: 1.7595446207021148e-07
Position 1022: 1.7222374203257343e-07
Position 429: 1.6677064686386383e-07
Position 333: 1.9380665960050415e-08
Position 209: 9.220510513621208e-09
Position 176: 6.55266752997691e-09
Position 377: 3.6500074988765886e-09
Position 375: 1.2426157566549742e-09
Position 411: 3.4612706948655765e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 374: 0.9986633891493445
Position 614: 0.9827631967289697
Position 200: 0.11909559162990796
Position 774: 0.000812234770204386
Position 97: 0.0007443878502442312
Position 952: 0.0004910848953494586
Position 154: 0.00020982542049898675
Position 386: 0.00019459085467803857
Position 800: 0.00019029971769539628
Position 840: 0.00017074763191439045
Position 389: 0.00012412992875257968
Position 112: 0.00011792732864159523
Position 83: 0.00011535607414679188
Position 91: 0.00010595071455642002
Position 238: 9.556236389730854e-05
Position 223: 6.469810806881278e-05
Position 422: 4.997213121509846e-05
Position 158: 4.2160230109134183e-05
Position 869: 3.717822765575569e-05
Position 995: 3.067020367357176e-05
Position 1106: 2.1943734524165276e-05
Position 744: 1.953419052806811e-05
Position 786: 1.8824736626295492e-05
Position 990: 1.8821667867831543e-05
Position 537: 1.0177966071620276e-05
Position 982: 9.869217650726668e-06
Position 70: 7.353849939004315e-06
Position 707: 4.298049599956969e-06
Position 803: 3.817004510264518e-06
Position 452: 3.1413433604991417e-06
Position 65: 2.1196697687624053e-06
Position 54: 1.7599434110942e-06
Position 476: 1.6806745757368615e-06
Position 574: 1.2775496805685508e-06
Position 1065: 1.264066509719146e-06
Position 1068: 1.1718024949964808e-06
Position 665: 9.959049160420513e-07
Position 437: 8.566177810410616e-07
Position 956: 5.880788116066501e-07
Position 669: 5.029453587565851e-07
Position 714: 1.573964575216601e-07
Position 697: 1.5738741996781666e-07
Position 847: 1.3602015612400926e-07
Position 479: 1.1341726403032845e-07
Position 260: 7.18417694324353e-08
Position 464: 1.1465123839468607e-08
Position 492: 3.2828404969449238e-09
Position 257: 4.192502065806973e-10
Position 279: 1.9344981749766645e-12
Position 283: 2.5954619796150513e-13
