Gene = Reph
index = 1418
Annotated 5SS: [3277 3512 3917]
Annotated 3SS: [3423 3587 3979]
SMsplice 5SS: [ 186 3512 3917 4980]
SMsplice 3SS: [3423 3587 3979 5043]
top_k =  500
Partition function (log Z): -0.7567929898587

Sorted 5' Splice Sites (High to Low Probability):
Position 3512: 0.9903514838383543
Position 3917: 0.9850933571315962
Position 4980: 0.8750949076920761
Position 186: 0.4480726696375382
Position 645: 0.43949480729560425
Position 3108: 0.3120274497010851
Position 1442: 0.20692402233891424
Position 1133: 0.11953438153915402
Position 1118: 0.06904308555811493
Position 241: 0.054570458264575065
Position 3277: 0.04367576787937706
Position 1455: 0.030519953911630145
Position 4200: 0.027376066651683535
Position 5593: 0.026186194086712484
Position 222: 0.020547961563382924
Position 4685: 0.019096911688674344
Position 2171: 0.01786572674573963
Position 855: 0.014207275141679769
Position 4430: 0.01397183960010481
Position 226: 0.011607232760553378
Position 2589: 0.010684924128034458
Position 1550: 0.007064828420026476
Position 1890: 0.0056577692348765045
Position 204: 0.004614202194751513
Position 2153: 0.0043976823864078475
Position 1145: 0.004111309755139436
Position 705: 0.0041007643557460895
Position 803: 0.003705871975316887
Position 475: 0.0034017114015120363
Position 1248: 0.002718332023803567
Position 3161: 0.0027007940424229955
Position 1439: 0.002698040672087149
Position 3139: 0.0022771528211921266
Position 31: 0.0022168172935604974
Position 5918: 0.002018808262475824
Position 851: 0.0018977558175324193
Position 4059: 0.001868737873821036
Position 601: 0.001802689804882282
Position 3124: 0.0017288315185551672
Position 3571: 0.0016993935260584691
Position 1908: 0.001554733596126772
Position 2512: 0.0014156363584066239
Position 1711: 0.0013769251926141373
Position 673: 0.0013700020485786849
Position 2398: 0.0012861145335347185
Position 4439: 0.0012426579286607523
Position 2852: 0.0011346449659892992
Position 2858: 0.001090300096625875
Position 416: 0.0010633870334153437
Position 3516: 0.0009733165739401103
Position 1437: 0.0009499313703166826
Position 2222: 0.0008638407590873618
Position 1511: 0.0007593109429837661
Position 660: 0.000706500644075922
Position 3213: 0.0006590729877820289
Position 477: 0.0006546251461443699
Position 359: 0.0005576728944756128
Position 3126: 0.0005457728292788802
Position 514: 0.00047007151590993486
Position 497: 0.0004522516224134842
Position 230: 0.0004308624915531975
Position 957: 0.0004285982752153684
Position 3664: 0.0004215147243611348
Position 4494: 0.0004186088677587029
Position 1680: 0.0004079657127164848
Position 5741: 0.00040717700300089884
Position 2161: 0.00040283467273694154
Position 2403: 0.00038773659105065624
Position 859: 0.00037517716724371446
Position 1593: 0.0003643859145645224
Position 4306: 0.000351935526168233
Position 2551: 0.00033342872435260874
Position 4293: 0.0003175696685038274
Position 4295: 0.0003156330931713797
Position 1823: 0.00030031441769021644
Position 2573: 0.00029333559299451545
Position 2214: 0.0002749916932839872
Position 5217: 0.00026261318844045305
Position 5322: 0.0002502880707214633
Position 27: 0.0002357227155838347
Position 232: 0.0001938300037649516
Position 236: 0.00016250606835510956
Position 4148: 0.00015025984421057685
Position 1110: 0.00013676788590482442
Position 1645: 0.00011716083455177145
Position 2237: 0.00011710112091750407
Position 5170: 0.00011171305133453399
Position 2225: 0.00011124395675951113
Position 5760: 0.00010683475875647746
Position 2247: 0.00010477755795247932
Position 1226: 0.00010094579525909652
Position 2013: 9.578799576171417e-05
Position 3921: 8.652722525424683e-05
Position 978: 7.456175299080811e-05
Position 3496: 4.8289380550762e-05
Position 1191: 4.087973947654346e-05
Position 4072: 3.4937615912201084e-05
Position 3726: 3.244706820493375e-05
Position 4164: 2.795529890612266e-05
Position 3872: 2.4254959449399376e-05
Position 3927: 2.1875880938550504e-05
Position 1137: 1.9519224075606645e-05
Position 47: 1.947409068466319e-05
Position 500: 1.6597224810544953e-05
Position 35: 1.57146183227991e-05
Position 1194: 1.479073454993187e-05
Position 3588: 1.4126489712578533e-05
Position 3698: 1.3439132141848258e-05
Position 688: 1.1665160492940138e-05
Position 799: 9.55245608107443e-06
Position 677: 9.122423367837231e-06
Position 489: 5.75969834985286e-06
Position 940: 5.738066643083254e-06
Position 342: 5.25275437552358e-06
Position 409: 4.785738289584611e-06
Position 407: 2.8761710952031926e-06
Position 603: 2.2701495252048003e-06
Position 234: 2.1651425644564627e-06
Position 433: 2.0733220698424675e-06
Position 481: 2.0475287954157295e-06
Position 405: 1.5366337667886505e-06
Position 5466: 1.3344377636957323e-06
Position 467: 9.504894778250556e-07
Position 10: 7.920518239040789e-07
Position 1023: 5.557396530113135e-07
Position 220: 4.89878858144424e-07
