Gene = Sfp26Ad
index = 1490
Annotated 5SS: [102]
Annotated 3SS: [171]
SMsplice 5SS: [102]
SMsplice 3SS: [171]
top_k =  500
Partition function (log Z): -4.915437028717975

Sorted 5' Splice Sites (High to Low Probability):
Position 102: 0.9039898810022237
Position 106: 0.04637590760339244
Position 67: 0.031489365874397254
Position 64: 0.009281289869117516
Position 351: 0.008695620618942072
Position 99: 0.00829891335499142
Position 297: 0.0024316150032424383
Position 441: 0.0008173625994257157
Position 306: 0.00039396384901151983
Position 423: 0.00027492047850397386
Position 409: 0.00016291109980493373
Position 36: 0.00014966392188492928
Position 147: 0.0001286437904800762
Position 26: 9.813210773177898e-05
Position 487: 8.908875699506223e-05
Position 585: 7.098511516986185e-05
Position 301: 6.41786324330751e-05
Position 427: 5.004428769439906e-05
Position 406: 3.173361724853866e-05
Position 283: 3.138191301979197e-05
Position 490: 3.1019419237953885e-05
Position 335: 2.8344281241732104e-05
Position 6: 1.845383433956032e-05
Position 361: 1.6521792410742634e-05
Position 617: 1.4294675161518977e-05
Position 126: 1.151092464745261e-05
Position 494: 8.735540824719075e-06
Position 28: 6.9538505401489535e-06
Position 492: 3.8072098714421537e-07
Position 621: 2.9172464825295797e-07
Position 614: 1.0354182677302091e-07
Position 210: 3.539107519210653e-10
Position 189: 3.5945309767041284e-12
Position 207: 1.7238677334941902e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 171: 0.9965592313292597
Position 490: 0.00545280668816732
Position 151: 0.0019210160833387773
Position 423: 0.0016658703597626076
Position 626: 0.001279219961659128
Position 438: 0.001277121562598283
Position 215: 0.0010862253748659815
Position 621: 0.0008284203154356513
Position 380: 0.0007910509548369834
Position 414: 0.0005976922753403647
Position 351: 0.0004792550182978353
Position 669: 0.00043141237397324
Position 503: 0.00017878125509278046
Position 453: 0.0001323911713246494
Position 651: 0.00010247669620610736
Position 189: 9.729899933776067e-05
Position 464: 4.0212073903542215e-05
Position 554: 2.7048186037710105e-05
Position 221: 2.6503891735407504e-05
Position 218: 2.319083253190109e-05
Position 355: 2.1228639988164495e-05
Position 537: 1.8091336582828567e-05
Position 512: 8.937842619189381e-06
Position 323: 5.332489025025476e-06
Position 281: 5.04514653134584e-06
Position 562: 4.609591204735912e-06
Position 116: 9.024911760166392e-07
Position 514: 5.367510125633998e-07
Position 335: 3.009683509265943e-07
Position 274: 1.7197060837115587e-09
Position 106: 9.5562393690222e-10
Position 230: 8.185267438824754e-10
Position 57: 3.7303231842359954e-12
Position 49: 2.9576434532571435e-12
Position 64: 5.2883635817792606e-14
Position 71: 1.2088448839792386e-14
Position 283: 8.56986652641722e-18
