Gene = Atac2
index = 33
Annotated 5SS: [ 481  693  923 2221]
Annotated 3SS: [ 540  747  988 2286]
SMsplice 5SS: [ 481  693  923 2221]
SMsplice 3SS: [ 540  747  988 2286]
top_k =  500
Partition function (log Z): 9.63028610263693

Sorted 5' Splice Sites (High to Low Probability):
Position 693: 0.9976023132654208
Position 923: 0.9968898622492601
Position 481: 0.992450737944722
Position 2221: 0.9813370818824548
Position 1240: 0.1425783035606115
Position 247: 0.09315038252910084
Position 1410: 0.08433629527371844
Position 1297: 0.05562955737791907
Position 1198: 0.0541237965539905
Position 256: 0.022133713167447385
Position 1168: 0.01571991912875669
Position 2473: 0.013283246773929839
Position 1470: 0.011535556631437618
Position 2409: 0.007825805856190773
Position 2373: 0.006103403862992945
Position 176: 0.0017093385222206015
Position 1093: 0.001492356428455461
Position 1134: 0.0014411292322782413
Position 2197: 0.0012386907417127307
Position 1193: 0.0011993742674237507
Position 1464: 0.0010156637962736787
Position 491: 0.0009446883804688577
Position 323: 0.0006954541018582785
Position 2154: 0.0006369339802258863
Position 910: 0.0005844114900453206
Position 471: 0.00047571313489688555
Position 485: 0.0004530201179663303
Position 317: 0.00041497806612895586
Position 230: 0.00034283138406355416
Position 479: 0.00032657733592343137
Position 2178: 0.0002831994814472726
Position 2225: 0.00026872197438577305
Position 258: 0.00026015550964742184
Position 2109: 0.000157372775368499
Position 34: 0.00015255175980780794
Position 1548: 0.0001241458328350103
Position 284: 0.0001025092090714854
Position 2377: 9.399335037721791e-05
Position 241: 8.3507553606076e-05
Position 27: 8.024008172185624e-05
Position 2492: 7.640167105913014e-05
Position 2319: 5.92964410282843e-05
Position 260: 3.0195286635329314e-05
Position 680: 2.7091078765568143e-05
Position 643: 2.677002059526594e-05
Position 251: 2.2030101682566485e-05
Position 120: 2.1903561901590846e-05
Position 1779: 2.171776638803651e-05
Position 697: 1.942055214684677e-05
Position 67: 1.8556639655250347e-05
Position 2417: 1.7718282619050994e-05
Position 154: 1.700454325770074e-05
Position 615: 1.5244437076723872e-05
Position 2450: 1.1261275388619141e-05
Position 438: 9.939336137567275e-06
Position 2090: 8.871131091145196e-06
Position 52: 6.6838378702391934e-06
Position 708: 6.402570014714638e-06
Position 2582: 6.194099994004094e-06
Position 2499: 5.752886373665417e-06
Position 1712: 4.416286375578113e-06
Position 2327: 4.390622002891708e-06
Position 84: 4.29306060721704e-06
Position 350: 3.7589227521529924e-06
Position 131: 3.3313786059959966e-06
Position 895: 2.9103652134711604e-06
Position 1003: 1.8114387822086306e-06
Position 443: 1.7476741866398745e-06
Position 1268: 9.269731352071205e-07
Position 954: 7.799644410505783e-07
Position 57: 6.815503098882432e-07
Position 610: 5.309651184310506e-07
Position 569: 5.072773919029328e-07
Position 546: 5.035816786881979e-07
Position 623: 4.6097260015660087e-07
Position 601: 3.6147020065618695e-07
Position 594: 2.1541110698736633e-07
Position 733: 1.372293320970374e-07
Position 820: 1.2727234648926395e-07
Position 837: 1.0605086117827698e-07
Position 564: 4.476101847932537e-08
Position 764: 2.3418551346507575e-08
Position 1631: 1.9639930094492584e-08
Position 376: 9.349334090291031e-09
Position 1897: 6.685044914610439e-09
Position 1715: 6.287006380665975e-09
Position 781: 5.7347243229042204e-09
Position 794: 5.578727028058337e-09
Position 988: 4.762760139833838e-09
Position 2350: 2.5834748258319086e-09
Position 583: 2.4423287243344383e-09
Position 535: 2.2404775603987963e-14
Position 736: 5.3465089900534835e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 540: 0.9977044727388491
Position 2286: 0.9892148754787197
Position 747: 0.9569671878776874
Position 988: 0.8829486869398117
Position 1365: 0.11251696190801931
Position 1043: 0.10334948492518764
Position 1578: 0.07265092877672015
Position 296: 0.06433122578601652
Position 1368: 0.038880464858570475
Position 1296: 0.03784380025337068
Position 1469: 0.035176062235951454
Position 791: 0.027627752715420967
Position 1924: 0.02676977091904173
Position 391: 0.024481776677697988
Position 1606: 0.020372280095938465
Position 2468: 0.012401568114464741
Position 2549: 0.011323631603586728
Position 313: 0.01092887221393577
Position 302: 0.008959222898002562
Position 333: 0.006762740512381957
Position 1484: 0.006709729152002865
Position 1056: 0.0062258085285473675
Position 758: 0.005433627455159612
Position 804: 0.004559485059471871
Position 1637: 0.003195698260263133
Position 1454: 0.0031777933586183316
Position 2534: 0.001986532677404105
Position 1209: 0.001717050267720839
Position 764: 0.0016069979133989192
Position 1704: 0.0014310992429352955
Position 1822: 0.0014303827168895577
Position 2290: 0.0012645594307338418
Position 1953: 0.0012168544254438818
Position 1013: 0.0010002181775628828
Position 2131: 0.0007128146287344297
Position 2431: 0.0006132592210482592
Position 1732: 0.00052213322129801
Position 1709: 0.0005215985156435478
Position 2606: 0.00045308303585784047
Position 1377: 0.00043256121301902867
Position 2443: 0.00043093181375756465
Position 1863: 0.0003794579386801259
Position 1524: 0.0003712301378077856
Position 2376: 0.0003467693240335519
