Gene = mtsh
index = 1805
Annotated 5SS: [ 530  833 2072 2275]
Annotated 3SS: [ 597  948 2127 2553]
SMsplice 5SS: [530 833]
SMsplice 3SS: [597 948]
top_k =  500
Partition function (log Z): -1.710958413032536

Sorted 5' Splice Sites (High to Low Probability):
Position 833: 0.997435434250924
Position 530: 0.9572345220809053
Position 2275: 0.27106642082017973
Position 1037: 0.26457905022070477
Position 2385: 0.06344592951414059
Position 2257: 0.05090853541837628
Position 466: 0.031179912431415782
Position 2170: 0.0303190746736487
Position 2072: 0.030161740141483633
Position 1620: 0.030037714533839025
Position 2709: 0.0192961578086398
Position 119: 0.013566691350277785
Position 1092: 0.011929578918218886
Position 2419: 0.009794800815590848
Position 86: 0.009382839174552826
Position 117: 0.009229891379766023
Position 2391: 0.008231850648828849
Position 98: 0.007514752920240774
Position 1940: 0.006943107927490223
Position 2718: 0.006545560342865708
Position 2281: 0.005111168048845975
Position 80: 0.004569646393798077
Position 2701: 0.004268189225074672
Position 1996: 0.0026031103507801277
Position 337: 0.0020858697534788238
Position 1271: 0.0018862110600724158
Position 1755: 0.0018711109370469076
Position 294: 0.0013366983650622687
Position 33: 0.0011309731152822158
Position 1303: 0.0008557751740544637
Position 1412: 0.000854771559865736
Position 1159: 0.0005962555860566095
Position 889: 0.0005508367046408813
Position 1599: 0.0004934815483590381
Position 422: 0.0004282313972884147
Position 1400: 0.0003950435524432179
Position 777: 0.0002900693700638921
Position 383: 0.00028041901617907356
Position 1301: 0.00017395270438231393
Position 84: 0.0001609724778188945
Position 89: 0.00014757639952273188
Position 1199: 0.00014724588536795457
Position 1680: 0.00014542295242719937
Position 510: 0.00011791772006623642
Position 60: 0.00010779675606083031
Position 1424: 0.00010004244707602407
Position 1056: 8.942768097507589e-05
Position 372: 6.36972370374607e-05
Position 171: 5.831773969336589e-05
Position 904: 5.0822876135798076e-05
Position 1131: 4.4105800085288744e-05
Position 343: 4.227733579109935e-05
Position 1283: 3.621043394470081e-05
Position 355: 3.50989374330703e-05
Position 2085: 2.52288845631207e-05
Position 893: 2.29053881709086e-05
Position 262: 2.098245594980876e-05
Position 1188: 2.0013466776515545e-05
Position 57: 1.3909943510263714e-05
Position 457: 1.0798588606215366e-05
Position 174: 9.203872406391877e-06
Position 1844: 8.947255883177088e-06
Position 552: 8.506878676211806e-06
Position 629: 8.36592857825492e-06
Position 1558: 7.635276086426384e-06
Position 674: 6.688364003811101e-06
Position 394: 6.3512650346226155e-06
Position 539: 5.117260791371964e-06
Position 1076: 3.0589800956079936e-06
Position 253: 2.9803739177167623e-06
Position 425: 2.878759678526874e-06
Position 765: 2.76970225230913e-06
Position 534: 2.3726889215522444e-06
Position 188: 2.358012523448323e-06
Position 8: 2.3016976978536143e-06
Position 891: 1.4979195113258411e-06
Position 328: 1.2878726679704705e-06
Position 470: 1.2212401404978233e-06
Position 718: 1.0260541406755415e-06
Position 203: 9.850010667616892e-07
Position 1742: 7.738818818777618e-07
Position 273: 6.808970152290633e-07
Position 574: 5.845285773934663e-07
Position 1238: 5.75558244574796e-07
Position 1256: 5.631261110819437e-07
Position 1107: 4.867804179850627e-07
Position 757: 4.6462796606165455e-07
Position 654: 3.413983443401344e-07
Position 912: 2.2752637678824505e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 597: 0.9235367956697653
Position 2553: 0.5575715075902644
Position 948: 0.5530657093441864
Position 2514: 0.10863944609956651
Position 1381: 0.09936035677722456
Position 2223: 0.0973553872105173
Position 2477: 0.050328474934442285
Position 1921: 0.04291523628993231
Position 889: 0.04201098346799969
Position 2127: 0.040686280946458334
Position 209: 0.03905512615937719
Position 2357: 0.0337794556629621
Position 674: 0.03376809634248025
Position 2764: 0.028089598303858515
Position 626: 0.027421419504342973
Position 919: 0.023491759292259898
Position 1965: 0.023374854535655753
Position 2145: 0.021922408207489384
Position 962: 0.01563687391162174
Position 1745: 0.015081056191648552
Position 902: 0.012834529244162606
Position 2167: 0.012771581735666357
Position 2384: 0.009254502696345084
Position 1092: 0.009157275956960866
Position 188: 0.004753049052618072
Position 2154: 0.0034358581437424086
Position 510: 0.002994490846770589
Position 1715: 0.0027641605298851816
Position 1867: 0.0026125853041951623
Position 2810: 0.0019750905575741835
Position 406: 0.0019040073591538528
Position 348: 0.0014988519368788892
Position 1147: 0.0014466403570473976
Position 1222: 0.0012561463198396373
Position 2646: 0.0012350407289073023
Position 2952: 0.001206517901091898
Position 1795: 0.0011425886188977238
Position 1518: 0.0009298582312055177
Position 203: 0.0009177392795881459
Position 1526: 0.0009111517715720738
Position 1144: 0.0007163369230862182
Position 1330: 0.0007140840089403358
Position 734: 0.0006447629637245766
Position 2099: 0.0005605132025819706
Position 1631: 0.0005266003121671601
Position 457: 0.0005035304626062085
Position 1405: 0.0004676640748030247
Position 2518: 0.0004191609336946181
Position 273: 0.0003704665644257399
Position 995: 0.0003501865016065807
Position 1074: 0.00031443448297492936
Position 1993: 0.00028459403725882926
Position 2076: 0.00027413396559792754
Position 223: 0.0002463033507617138
Position 743: 0.00021466425486583394
Position 1021: 0.00017749802585783885
Position 481: 0.00016540029963759412
Position 1530: 0.00016235959616817895
Position 1100: 0.00013653360538888346
Position 1096: 8.837162474801066e-05
Position 529: 8.011730620034482e-05
Position 425: 7.013728975190144e-05
Position 691: 5.767594532848236e-05
Position 253: 5.614232084696058e-05
Position 904: 5.334531449492799e-05
Position 975: 5.241738981576887e-05
Position 1337: 5.0562059587082584e-05
Position 363: 4.358297159785261e-05
Position 710: 4.167207784346414e-05
Position 300: 3.493327321920944e-05
Position 524: 3.284331713941378e-05
Position 701: 3.002868145450063e-05
Position 1503: 2.6998181438321312e-05
Position 776: 1.9127876554503446e-05
Position 227: 1.2401570761175812e-05
Position 98: 1.1894606098372414e-05
Position 685: 9.549096157440779e-06
Position 987: 5.7245089559158675e-06
Position 740: 4.979555225615152e-06
Position 89: 3.0681970591743305e-06
Position 285: 2.46896834649523e-06
Position 1475: 2.2304575752061365e-06
Position 131: 2.0002147515328538e-06
Position 149: 8.815020493753998e-07
Position 470: 6.754600389667703e-07
Position 80: 3.10964298243572e-07
Position 969: 2.5096451293196063e-07
Position 814: 4.847816405939233e-08
Position 64: 1.6092793090811604e-08
Position 1010: 1.4689393913500006e-08
Position 1042: 7.060634469286839e-09
Position 163: 1.7036005171233534e-15
