Gene = Phf5a
index = 1378
Annotated 5SS: [138 405 556]
Annotated 3SS: [213 469 620]
SMsplice 5SS: [405 556]
SMsplice 3SS: [469 620]
top_k =  500
Partition function (log Z): -2.13635122288339

Sorted 5' Splice Sites (High to Low Probability):
Position 405: 0.9722834350619085
Position 556: 0.9141143159193365
Position 138: 0.35030375451621915
Position 332: 0.015339083646516429
Position 606: 0.013443624613182539
Position 134: 0.0012666992564114743
Position 560: 0.0004345372818267477
Position 417: 0.00031001663449500903
Position 442: 0.00024147473904522444
Position 409: 0.00021822010621168648
Position 6: 0.00021412913188139233
Position 248: 0.00013185586624933044
Position 12: 8.251853810348458e-05
Position 491: 5.0407722957102665e-05
Position 270: 1.5989083404501095e-05
Position 430: 1.551665099501671e-05
Position 575: 1.487434108722092e-05
Position 439: 1.0796106108361323e-05
Position 288: 9.794692290333305e-06
Position 380: 8.70103758877954e-06
Position 49: 7.715626046571793e-06
Position 359: 7.627302884495733e-06
Position 28: 4.849549667453797e-06
Position 158: 4.438999296203079e-06
Position 142: 3.021457393259848e-06
Position 4: 2.220799411000596e-06
Position 336: 1.2707946702332855e-06
Position 250: 1.2634658779242786e-06
Position 252: 4.630181287015905e-07
Position 343: 4.270470992705373e-07
Position 357: 2.521304410329573e-07
Position 227: 2.0798595878019053e-07
Position 460: 1.777667347443235e-07
Position 520: 1.325311685175072e-07
Position 229: 1.1310038807370454e-07
Position 305: 3.339397497324423e-08
Position 450: 1.3840552315322388e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 469: 0.9837356135966709
Position 620: 0.6603726918737868
Position 213: 0.33995863133312115
Position 674: 0.27230911711083233
Position 237: 0.0036675568631141793
Position 326: 0.0032604148720638505
Position 500: 0.0020896826525942614
Position 395: 0.0008694890553379184
Position 401: 0.0006943469064230383
Position 248: 0.0006856501037556528
Position 504: 0.0003735975151179638
Position 331: 0.000178870118566863
Position 127: 0.00014493639706558164
Position 171: 8.69545715459144e-05
Position 535: 3.8140019835404916e-05
Position 124: 3.190162314652756e-05
Position 487: 2.5186371390401847e-05
Position 553: 9.909775112770624e-06
Position 380: 4.479395610711559e-06
Position 556: 3.3357211345961794e-06
Position 417: 1.341243363982531e-06
Position 305: 1.0257216515994785e-06
Position 511: 9.78550214257617e-07
Position 348: 5.2725646905894866e-08
Position 567: 3.230592621776551e-08
Position 357: 2.4503064620835848e-08
Position 572: 1.260018583611437e-08
Position 142: 2.2923147182526894e-10
