Gene = Ir31a
index = 1236
Annotated 5SS: [ 335  873 1738 2086 2421]
Annotated 3SS: [ 387  933 1798 2280 2480]
SMsplice 5SS: [ 873 1738 2212 2421]
SMsplice 3SS: [ 933 1798 2280 2480]
top_k =  500
Partition function (log Z): 2.1796111716412794

Sorted 5' Splice Sites (High to Low Probability):
Position 1738: 0.9906962000033298
Position 2212: 0.8631785906081921
Position 873: 0.8140267759914986
Position 335: 0.6970566944442088
Position 2421: 0.66516971941611
Position 1298: 0.2692740646571673
Position 2086: 0.1444218153695556
Position 569: 0.11728347458401477
Position 2378: 0.0914824000152049
Position 513: 0.0578626312760492
Position 1567: 0.018675656666600374
Position 618: 0.01466889299168741
Position 877: 0.0106179957139558
Position 203: 0.01059417172995874
Position 2024: 0.00919110930529071
Position 363: 0.0073446337658602204
Position 49: 0.007015371032214159
Position 2427: 0.0063888599491769985
Position 182: 0.005294267026819277
Position 1295: 0.003702019585057281
Position 1023: 0.002623590889327406
Position 1742: 0.0023061443890047013
Position 65: 0.001994022720252676
Position 2013: 0.001875222475190749
Position 1332: 0.001769155433851055
Position 1181: 0.001556758210931587
Position 236: 0.0011185167095365516
Position 268: 0.001069103201733325
Position 96: 0.0008933481898550803
Position 1857: 0.0007942155149468422
Position 2408: 0.000762895014235076
Position 1454: 0.0006838541710097812
Position 593: 0.0006536540819059722
Position 287: 0.0006375634615504072
Position 820: 0.0005897919127413676
Position 604: 0.0005683001302446282
Position 292: 0.0005253194877455063
Position 1147: 0.0005026841321529495
Position 2220: 0.0004705314149748898
Position 1958: 0.0004476967105933093
Position 1459: 0.00041575648349487015
Position 1417: 0.0003599967378911512
Position 2393: 0.0003250987855501412
Position 870: 0.0003040857652991158
Position 1726: 0.00027435718634648845
Position 251: 0.0002703848290990026
Position 2115: 0.00026075241796323515
Position 740: 0.0002241297735322715
Position 2185: 0.00021236951814269714
Position 590: 0.0002111549590076769
Position 432: 0.00016921271804527243
Position 2090: 0.00014488294478607502
Position 2386: 0.00012319787357841088
Position 697: 0.00012010208345123255
