Gene = mRpL20
index = 1766
Annotated 5SS: [192 464]
Annotated 3SS: [254 517]
SMsplice 5SS: [192 464]
SMsplice 3SS: [254 517]
top_k =  500
Partition function (log Z): -2.956871006441965

Sorted 5' Splice Sites (High to Low Probability):
Position 192: 0.9544165956770612
Position 464: 0.9518463432429335
Position 40: 0.011910525632459958
Position 408: 0.007820477959124928
Position 468: 0.0038152962983523143
Position 28: 0.00154403862913726
Position 23: 0.0015373753662885803
Position 412: 0.0007876688265309327
Position 401: 6.660267556406012e-05
Position 45: 4.9893586597864e-05
Position 132: 3.029592277152545e-05
Position 642: 2.9037908654649827e-05
Position 391: 1.782995967286869e-05
Position 394: 8.961666129796484e-06
Position 209: 3.783362291004033e-06
Position 196: 3.394759056056447e-06
Position 570: 2.507086954101894e-06
Position 381: 2.151761656704635e-06
Position 48: 1.8958205820122585e-06
Position 17: 1.525644822492143e-06
Position 522: 9.088294015202138e-07
Position 368: 5.52556367010366e-07
Position 145: 5.098796253336767e-07
Position 238: 1.470326968327354e-07
Position 137: 1.0390288155386237e-07
Position 142: 9.51033890909949e-08
Position 108: 2.359160001140907e-08
Position 91: 2.0946962191606608e-08
Position 279: 3.955674650022384e-09
Position 301: 1.6389005024121506e-11
Position 303: 1.5625060256909677e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 517: 0.9663658029228953
Position 254: 0.9166630145251292
Position 262: 0.02036440479808063
Position 102: 0.01496493530346624
Position 310: 0.008936907383653428
Position 522: 0.003893729367773494
Position 238: 0.0010015303802118137
Position 265: 0.0007675981760516344
Position 570: 0.00046915622042715497
Position 332: 0.00016297681735014913
Position 564: 7.321764413229111e-05
Position 341: 6.376209764680366e-05
Position 464: 4.34169184063538e-05
Position 575: 3.959929238433991e-05
Position 703: 2.792511955609896e-05
Position 585: 1.95443409032559e-05
Position 301: 1.4326498991036524e-05
Position 641: 1.22243400340195e-05
Position 401: 3.895573197970743e-06
Position 429: 2.9475802795611857e-06
Position 689: 2.256917586352155e-06
Position 594: 1.4312299326509636e-06
Position 347: 1.0617645544245432e-06
Position 386: 6.330987296556923e-07
Position 548: 6.215724948806999e-07
Position 411: 4.557312512474031e-07
Position 679: 3.960176694547515e-07
Position 398: 3.4910984895878985e-07
Position 373: 1.1406002791001011e-07
Position 692: 1.125006796329074e-07
Position 625: 1.0222734582537117e-07
Position 665: 4.018827384546786e-08
Position 612: 3.3252110003490604e-08
Position 182: 2.6417130288975126e-08
Position 189: 1.701399554216152e-08
Position 431: 7.450873705175139e-10
Position 167: 3.921865983185101e-10
Position 169: 7.777825496140186e-11
Position 231: 1.2160474163989663e-18
