Gene = Tet
index = 1551
Annotated 5SS: [  626  9218  9710 15116 27600 82867 86657 86926 87153 87727]
Annotated 3SS: [ 6407  9400 15097 27461 82479 84123 86720 86988 87212 87880]
SMsplice 5SS: [  626  9710 27600 71660 82867 84314 86657 86926 87153 87727]
SMsplice 3SS: [ 9568 27461 71328 82476 84123 85836 86720 86988 87212 87880]
top_k =  500
Partition function (log Z): -51.406445724116544

Sorted 5' Splice Sites (High to Low Probability):
Position 27600: 0.999999999999994
Position 9710: 0.9924065935351344
Position 626: 0.8957433317079201
Position 9218: 0.7744449615223072
Position 57630: 0.531662949911387
Position 7164: 0.3560690999037367
Position 104: 0.09036786251635757
Position 6857: 0.06497086432243805
Position 110: 0.04457307632459673
Position 6869: 0.030962386549607784
Position 22505: 0.027042521255879023
Position 9254: 0.023877482401412194
Position 5978: 0.018109083729857096
Position 8067: 0.01766665750398339
Position 23405: 0.017342294871957212
Position 26381: 0.017161742751187967
Position 6719: 0.01516223338116721
Position 6115: 0.015049668972519433
Position 24454: 0.013971027122111832
Position 10165: 0.013412920295475401
Position 24319: 0.012975070992540933
Position 6544: 0.010630197098218212
Position 22678: 0.009382993013951329
Position 7127: 0.009253257906603592
Position 5961: 0.006829413021504622
Position 15354: 0.006043785071651013
Position 20223: 0.00524468158474106
Position 175: 0.004934109649249891
Position 457: 0.0037138881251415454
Position 15282: 0.0033336478365136118
Position 5957: 0.0030052574494534696
Position 855: 0.002595426147098128
Position 15116: 0.0024570887904298857
Position 16526: 0.002199265470696904
Position 12730: 0.0018952092697701207
Position 13327: 0.0018156295745661267
Position 7341: 0.0015395589421200967
Position 98: 0.0013958977146620358
Position 633: 0.0013653803674536086
Position 630: 0.0011784557615942173
Position 9889: 0.001098553132356758
Position 173: 0.0009886570653035779
Position 7043: 0.0009517755840597771
Position 6: 0.0009094380868222875
Position 6615: 0.0007710140074412771
Position 12042: 0.0007209551264877126
Position 9762: 0.0007075023311557361
Position 179: 0.0006906730350213298
Position 663: 0.0006864033871760335
Position 2111: 0.0006590629029403348
Position 7219: 0.0005953079023455454
Position 10812: 0.0005517042824026888
Position 5358: 0.0005282366136309557
Position 262: 0.0005225631809727505
Position 4682: 0.0004808191044343313
Position 1501: 0.0004381019767327703
Position 3354: 0.0004279452961811428
Position 9880: 0.00041837366069279386
Position 941: 0.0003505397582212584
Position 3776: 0.00020083332410501036
Position 2104: 0.00011635099859992585
Position 108: 0.00011516431135875869
Position 3782: 0.00010496015746068811
Position 1097: 9.747160146247732e-05
Position 3373: 8.838857688412442e-05
Position 246: 8.292291475778179e-05
Position 3639: 7.417206973603813e-05
Position 255: 6.450694747561447e-05
Position 34: 2.778763458189295e-05
Position 3321: 2.6613224072645456e-05
Position 218: 1.6988871810675952e-05
Position 79: 1.6169867821220332e-05
Position 181: 7.1162010630495005e-06
Position 488: 4.775860816979953e-06
Position 212: 4.318264952750501e-06
Position 10: 2.9279509262133657e-06
Position 357: 2.6246528846108067e-06
Position 521: 2.609653099360479e-06
Position 351: 2.541941229899133e-06
Position 41: 2.334593945961917e-06
Position 23: 2.331763680326808e-06
Position 451: 2.323902901461849e-06
Position 189: 2.315800518501717e-06
Position 510: 1.557993402399322e-06
Position 330: 1.199646174408895e-06
Position 396: 1.1683732110198426e-06
Position 1089: 1.0483837001114091e-06
Position 387: 9.797029993376603e-07
Position 5316: 9.63753519749065e-07
Position 483: 8.286068333787115e-07
Position 1311: 6.738315318666092e-07
Position 18: 6.592579801450266e-07
Position 720: 4.805841763426384e-07
Position 742: 4.5666846139835706e-07
Position 15: 4.5204787189204913e-07
Position 375: 3.7744939814960716e-07
Position 461: 2.2861670840808654e-07
Position 443: 2.13987557760374e-07
Position 569: 2.0963679804590632e-07
Position 1262: 1.923231256620639e-07
Position 688: 1.2827564942760918e-07
Position 21: 1.1717459202323221e-07
Position 599: 1.1202573172362083e-07
Position 467: 1.1139285768305353e-07
Position 536: 6.739030690274888e-08
Position 477: 3.563861228679188e-08
Position 739: 3.0839975824519234e-08
Position 429: 2.92909884931245e-08
Position 1486: 1.8048679770242646e-08
Position 13416: 3.4840460042661718e-09
Position 766: 2.055202845752013e-09
Position 3368: 1.6913590808818735e-11
Position 3426: 8.322126110376977e-12
Position 31683: 4.908547050219855e-13
Position 33675: 3.1159276538413446e-13
Position 30681: 1.869454405700125e-13
Position 2132: 7.095162981845049e-14
Position 28653: 6.415141274386748e-14
Position 29930: 4.918304329092931e-14
Position 28845: 4.853266025340049e-14
Position 30589: 4.53774947196125e-14
Position 32277: 2.740016999218142e-14
Position 32013: 8.395637414347983e-15
Position 28922: 2.613157816117047e-15
Position 27972: 8.394227244174538e-16
Position 28784: 5.775754872940239e-16
Position 32473: 5.432777800916169e-16
Position 27990: 3.28033313107382e-16
Position 27937: 1.639310982610773e-16
Position 27565: 5.785285570020165e-19
Position 27604: 2.1278770748827618e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 27461: 0.9999999999999944
Position 57450: 0.9999866386613931
Position 9568: 0.9395593711415909
Position 6407: 0.5924062576591792
Position 57784: 0.531662949911387
Position 7466: 0.4934497005842851
Position 22459: 0.05376780914178741
Position 9511: 0.045469628053951223
Position 8212: 0.040539917728008995
Position 8393: 0.033870971818117386
Position 8139: 0.027217620914116145
Position 24192: 0.02694609811465286
Position 7264: 0.02345023597011821
Position 7219: 0.02099093078004538
Position 230: 0.01818558581470091
Position 369: 0.017541735854983392
Position 26210: 0.01716174275118797
Position 5619: 0.01328303453299625
Position 5575: 0.01230627478340689
Position 15097: 0.011834521698594492
Position 7657: 0.011694819093047377
Position 5591: 0.011271721657675858
Position 8321: 0.011111628781617505
Position 218: 0.011076421454038766
Position 6943: 0.010353842170151728
Position 8257: 0.010279838647605271
Position 10001: 0.009262182443378
Position 7251: 0.009018791522260672
Position 9400: 0.0072134506409251625
Position 20141: 0.005244681584741024
Position 7325: 0.00467324968885414
Position 6604: 0.004482355564063215
Position 4967: 0.0038392124091501238
Position 7660: 0.0034385869538311577
Position 7280: 0.002807776079303534
Position 6965: 0.0022874022430173866
Position 16280: 0.002199265470696911
Position 6420: 0.0021276360994093315
Position 12566: 0.0018952092697701207
Position 13189: 0.001815633058612131
Position 6932: 0.0016195361512118967
Position 7011: 0.0016037286569022494
Position 10059: 0.0015593780796306946
Position 9790: 0.0015010445966692429
Position 9762: 0.0014405413485020944
Position 788: 0.0014316780069255877
Position 308: 0.0009394640409008382
Position 6853: 0.0009286815959813198
Position 561: 0.0008132395993475544
Position 10025: 0.0008118006791174218
Position 4348: 0.0007931301721055362
Position 11732: 0.0007209551264877126
Position 4888: 0.0006549281154903294
Position 4432: 0.0006291615437588697
Position 323: 0.0006177647388558322
Position 5419: 0.0005565223458511139
Position 375: 0.00026981946511223765
Position 10490: 0.00024243915678037048
Position 3442: 0.00023043501308891195
Position 234: 0.00018120897106272627
Position 2694: 0.0001548201122218256
Position 5625: 0.0001537118835361612
Position 4169: 0.00014786470292756622
Position 1367: 0.0001308921918120217
Position 2816: 0.0001307403160989153
Position 5399: 0.00011904389711476508
Position 3100: 0.00010827498692855551
Position 793: 9.606070270696288e-05
Position 5596: 9.520003999038838e-05
Position 3500: 8.427361834143212e-05
Position 1910: 8.002725730425743e-05
Position 7098: 7.30247592407398e-05
Position 1262: 7.177685459566931e-05
Position 297: 6.898800535608226e-05
Position 4522: 6.372640873946597e-05
Position 3011: 6.236694107044942e-05
Position 1390: 4.953772277274142e-05
Position 2568: 4.786235039011333e-05
Position 3510: 4.6607790226751686e-05
Position 1072: 3.0065841144077392e-05
Position 4406: 2.8972482656293384e-05
Position 4454: 2.5620236419769692e-05
Position 750: 2.1528477605264038e-05
Position 1537: 1.9974737669526793e-05
Position 351: 1.884504740515782e-05
Position 338: 1.7367485194466613e-05
Position 4500: 1.6957634720358003e-05
Position 195: 1.560451955662021e-05
Position 2674: 1.504853548332923e-05
Position 47630: 1.300287994203261e-05
Position 3607: 1.029112343770752e-05
Position 3675: 8.926997652236206e-06
Position 2034: 8.595424302090138e-06
Position 1985: 8.08932189409991e-06
Position 2646: 7.534548560378851e-06
Position 2440: 7.530524547036993e-06
Position 2580: 6.821910556609781e-06
Position 262: 6.245089110024298e-06
Position 1419: 6.161385689267105e-06
Position 1923: 5.924098905521824e-06
Position 816: 4.959886466865384e-06
Position 10021: 2.099628579245534e-06
Position 9969: 1.9750325440233955e-06
Position 46552: 2.439299853462382e-07
Position 44147: 6.66444213167975e-08
Position 43299: 2.98469749562024e-08
Position 41155: 1.490799320932284e-08
Position 6041: 6.383542502998343e-09
