Gene = Cog3
index = 1084
Annotated 5SS: [ 194  763 1308 1501 1721 1909 2706]
Annotated 3SS: [ 249  819 1360 1559 1778 1962 2763]
SMsplice 5SS: [ 194  763 1308 1501 1721 1909 2706]
SMsplice 3SS: [ 249  819 1360 1559 1778 1962 2763]
top_k =  500
Partition function (log Z): 17.29150584820475

Sorted 5' Splice Sites (High to Low Probability):
Position 1721: 0.9998389274530854
Position 194: 0.9973749493009949
Position 1501: 0.991217577741589
Position 2706: 0.9693177390979351
Position 763: 0.8960414075046289
Position 1308: 0.8909999966431287
Position 1909: 0.8569303010854512
Position 2405: 0.20655764471069002
Position 2420: 0.07144317634392054
Position 2409: 0.05867905539177294
Position 889: 0.0426612352431012
Position 2253: 0.03050886342956463
Position 3150: 0.02898621442821806
Position 277: 0.02635134521608148
Position 1896: 0.02374729684456236
Position 2731: 0.018330772345652523
Position 1039: 0.006862182907627419
Position 2411: 0.00665660822097495
Position 1941: 0.005500570020391746
Position 1265: 0.0035553753323834666
Position 1930: 0.0035497370094189572
Position 2001: 0.0035479557676783955
Position 3156: 0.003491781510846574
Position 1186: 0.0033723842387567396
Position 2974: 0.00333469992240914
Position 3106: 0.002864724013425795
Position 2816: 0.0023493241303675968
Position 2395: 0.002108296582161576
Position 2308: 0.0020258876966629687
Position 1159: 0.0017925166138732798
Position 1317: 0.0016688312216072028
Position 3172: 0.0013720054664923859
Position 652: 0.0010506555613592772
Position 2223: 0.0010300051913153085
Position 378: 0.0009538111182819108
Position 2966: 0.000942598154200769
Position 771: 0.0008763227212807731
Position 1240: 0.0006398062025433666
Position 2718: 0.0005989345085773267
Position 1071: 0.0005615761605434993
Position 1005: 0.0004887202888783519
Position 528: 0.00041708827160003156
Position 2671: 0.00034090545351804746
Position 3073: 0.0002703315703709684
Position 3170: 0.0002414788648897019
Position 855: 0.00022377240805171287
Position 893: 0.00021585092365501477
Position 2955: 0.00019660862550801753
Position 1056: 0.00018793974408454488
Position 791: 0.00018045654479177385
Position 884: 0.00017619200786187495
Position 2634: 0.00013955661907571917
Position 388: 0.00013747178344160037
Position 2388: 0.0001222777085466669
Position 2016: 0.00011537329883121416
Position 1991: 0.00010932396261892729
Position 910: 0.0001062767189749003
