Gene = bol
index = 1631
Annotated 5SS: [ 4509 21360 21772 26274 26450 26787 27064]
Annotated 3SS: [20917 21617 26213 26331 26709 27029 31597]
SMsplice 5SS: [  128 21360 21772 22244 26274 26450 26787 27064]
SMsplice 3SS: [20917 21617 22036 26213 26346 26709 27029 32837]
top_k =  500
Partition function (log Z): -4.980585279895839

Sorted 5' Splice Sites (High to Low Probability):
Position 21772: 0.9989340903325811
Position 26450: 0.9976509169936175
Position 26274: 0.9892287843428603
Position 21360: 0.9868025052713181
Position 26787: 0.9110196235413742
Position 128: 0.815232333637158
Position 23031: 0.7602511204273136
Position 23471: 0.537528074359947
Position 27064: 0.47811610528872855
Position 23167: 0.39351573184283767
Position 8820: 0.3753371648377655
Position 28027: 0.35955438313836974
Position 28231: 0.26343309023423933
Position 23212: 0.2373179684017792
Position 22244: 0.20989821732604524
Position 27452: 0.20556262282088814
Position 28277: 0.11002197949134707
Position 28134: 0.08811542775034727
Position 27279: 0.08786824968745696
Position 28273: 0.07068152329114782
Position 861: 0.05959446729921403
Position 27144: 0.04399683000532343
Position 27743: 0.04054575680730035
Position 33370: 0.038713804574463606
Position 27250: 0.03690707025899152
Position 27606: 0.036541899456815095
Position 1748: 0.03536747730707957
Position 144: 0.02582909141968219
Position 1332: 0.02181302703995426
Position 377: 0.015952799823332413
Position 816: 0.015131948661592575
Position 26817: 0.01367526594954788
Position 494: 0.01107885481198743
Position 27091: 0.008049759164989092
Position 27723: 0.007973285863631309
Position 27621: 0.007690621378427316
Position 26904: 0.0056255425403567375
Position 27750: 0.005489701660136707
Position 27616: 0.0031216002616259635
Position 27098: 0.0025235854979214615
Position 27798: 0.0023665007427041336
Position 26927: 0.0022942982621243896
Position 27542: 0.0017621841369200443
Position 27120: 0.0012960459327721432
Position 27610: 0.0010780199235111507
Position 27499: 0.0008077044271968748
Position 27753: 0.0006471139555372591
Position 23501: 0.000590821293072513
Position 26892: 0.0002998799386012537
Position 27127: 0.00029021888540290574
Position 26791: 0.0001934990005357217
Position 28711: 0.00011484523957826673
Position 27512: 0.00010499737888803709
Position 26776: 8.511336677868984e-05
Position 28545: 5.021276407201124e-05
Position 26437: 4.639081048702637e-05
Position 26983: 4.6326120034735356e-05
Position 27293: 3.525830473800914e-05
Position 26931: 1.6942443918244284e-05
Position 26768: 5.08675123058503e-06
Position 27068: 2.750790624088311e-06
Position 26910: 2.2468893641887837e-06
Position 26778: 1.2880793829296877e-06
Position 28432: 4.2764096626999603e-07
Position 26454: 1.8577884257603814e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 20917: 0.9999013862906494
Position 21617: 0.9858352093132499
Position 27029: 0.9315906130496884
Position 22036: 0.8917450290411705
Position 27887: 0.8717138582593332
Position 26346: 0.7396067964844454
Position 32837: 0.728730162192312
Position 26213: 0.6939555087726756
Position 26709: 0.5321410822988791
Position 23100: 0.5044930128949702
Position 26694: 0.37780426849782284
Position 23297: 0.3610994247046957
Position 8604: 0.3379511704141654
Position 26331: 0.25819546882413674
Position 25921: 0.24188167723154488
Position 23103: 0.24095197478245792
Position 34519: 0.15284495117809693
Position 27130: 0.04672758028136879
Position 21955: 0.04289650967409552
Position 33522: 0.038713804574463606
Position 32863: 0.03765804039327796
Position 28088: 0.03374098772843059
Position 22448: 0.024033640718462437
Position 26742: 0.021134118031157514
Position 25437: 0.020040763855089683
Position 8695: 0.01621805088517906
Position 22485: 0.015487328100279524
Position 27296: 0.013849314325265755
Position 23123: 0.013222389175930683
Position 31597: 0.012551725551296916
Position 8585: 0.012203993888751144
Position 23026: 0.011644807478102693
Position 22972: 0.011455044491899682
Position 24886: 0.009701075588732885
Position 24423: 0.009449241063297772
Position 8521: 0.008963949649670074
Position 28848: 0.008336056201925303
Position 22393: 0.00823506172081223
Position 25434: 0.006512419581162699
Position 22298: 0.006368653622165707
Position 22828: 0.005282387268874409
Position 31443: 0.00528068856184864
Position 28198: 0.004925730707823852
Position 22480: 0.0048411164720493895
Position 23330: 0.00453492385453881
Position 28110: 0.003683149997131159
Position 28515: 0.0031973829608233995
Position 22787: 0.002550241580376868
Position 27512: 0.002495836817987869
Position 27249: 0.001438985853577028
Position 28344: 0.0012893949133171653
Position 27053: 0.0011810308512535865
Position 26768: 0.0008655384079616014
Position 30197: 0.0005637572953957667
Position 26718: 0.0004918736734645611
Position 26756: 0.00046585262218987807
Position 28251: 0.00037832411980962585
Position 28664: 0.00016874730199485478
Position 21831: 0.00010044461996222288
Position 26724: 9.986527014271009e-05
Position 26889: 9.275288985526235e-05
Position 28318: 7.501617350304872e-05
Position 26517: 6.50433075555033e-05
Position 28133: 6.483306333775653e-05
Position 26776: 5.694296132689583e-05
Position 26904: 3.9646064041308206e-05
Position 23562: 5.3872036403735275e-06
Position 24023: 3.7316788640087585e-06
Position 26811: 3.5948086381621794e-06
Position 28071: 1.5592161875989732e-06
Position 24297: 4.2956719065400613e-07
Position 27315: 2.1086700159086976e-07
Position 27267: 8.966195682923607e-08
Position 27798: 1.1665136505081255e-10
Position 27911: 1.1539369304641784e-10
