Gene = cyc
index = 1661
Annotated 5SS: [ 184  518 1132 1632]
Annotated 3SS: [ 442  676 1201 1687]
SMsplice 5SS: [ 184  518 1132 1632]
SMsplice 3SS: [ 442  676 1201 1687]
top_k =  500
Partition function (log Z): 2.9816473512262562

Sorted 5' Splice Sites (High to Low Probability):
Position 1132: 0.9568479736153599
Position 1632: 0.9184692128220674
Position 184: 0.8586792179503696
Position 518: 0.7472964021779563
Position 945: 0.19210293448877835
Position 242: 0.07363343802481578
Position 599: 0.06754136565505546
Position 1636: 0.041973482478460875
Position 388: 0.03576827547393556
Position 607: 0.0268697160119475
Position 1162: 0.015438337481677666
Position 1152: 0.005054279601800453
Position 938: 0.004746382503676014
Position 1815: 0.0038855540839569246
Position 320: 0.0035609778602906914
Position 89: 0.002687863993634137
Position 328: 0.002033729053604371
Position 971: 0.0018331699973998029
Position 1071: 0.00182474202922206
Position 366: 0.0017217314244115862
Position 1803: 0.0013856043214238336
Position 1150: 0.0011002248678883652
Position 250: 0.000949745550070311
Position 246: 0.0008868510966239455
Position 488: 0.0008190157176996843
Position 1794: 0.0007807472568867797
Position 322: 0.0007527365113731147
Position 332: 0.0006742577718322696
Position 202: 0.0004861419210640733
Position 949: 0.0004649581815912336
Position 356: 0.0003505641933886966
Position 923: 0.00027665700254806455
Position 1389: 0.0002683409926863083
Position 59: 0.00024641586149469377
Position 942: 0.00024477580613149573
Position 1037: 0.00022831351550430285
Position 334: 0.00015816034026256085
Position 170: 0.00015808713160213816
Position 50: 0.0001392705363228114
Position 1611: 0.00012704035418384862
Position 1827: 0.00010177648630855658
Position 1938: 7.931669031670455e-05
Position 93: 7.14625214672613e-05
Position 1323: 5.580718864118899e-05
Position 725: 5.5006079501301404e-05
Position 188: 3.935026048717066e-05
Position 2115: 3.86554302908431e-05
Position 1841: 3.7574525880225484e-05
Position 887: 3.412088734322352e-05
Position 1961: 3.356857732793061e-05
Position 1940: 2.9987248367960726e-05
Position 112: 2.987694846735998e-05
Position 405: 2.792768571422619e-05
Position 1365: 2.4345300830807176e-05
Position 758: 2.195463454964366e-05
Position 1136: 2.0688320448832636e-05
Position 248: 1.7996692466432453e-05
Position 178: 1.7131090610116397e-05
Position 311: 1.6395710568694953e-05
Position 2058: 1.223511051379864e-05
Position 1396: 1.207641199185987e-05
Position 1877: 7.5010901974013835e-06
Position 1522: 7.325393912261122e-06
Position 326: 6.751750387407802e-06
Position 30: 5.742784491706538e-06
Position 952: 5.728329671576554e-06
Position 1332: 4.3354395802872145e-06
Position 73: 2.7894510422818123e-06
Position 83: 2.6106233957610607e-06
Position 1100: 2.5486060705051012e-06
Position 994: 2.275835571649409e-06
Position 118: 1.2544585512116222e-06
Position 2043: 9.455904252308851e-07
Position 254: 6.898452830862851e-07
Position 150: 4.361114704088453e-07
Position 706: 6.70682857182662e-08
Position 654: 4.5345651345230326e-08
Position 810: 3.305765942711984e-08
Position 427: 2.928729716164795e-08
Position 1537: 2.3747647476183568e-08
Position 1617: 2.1312746737812322e-08
Position 1576: 6.46788630416282e-09
Position 795: 6.2631288281901326e-09
Position 1505: 1.192806758822222e-09
Position 1781: 7.039154125230379e-10
Position 996: 4.2034994982564163e-10
Position 1102: 3.877376691268863e-10
Position 975: 2.1856120110598305e-11
Position 408: 5.910746018830427e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 676: 0.9420612966801252
Position 442: 0.8468487483745795
Position 1687: 0.7738600393143212
Position 1201: 0.7084551566311833
Position 1233: 0.2691438588439636
Position 1718: 0.17830397847703489
Position 1006: 0.11871922709723508
Position 994: 0.07175263562851297
Position 688: 0.015616859549025764
Position 2025: 0.00962939706979114
Position 620: 0.009301348151771296
Position 1218: 0.005878920174393737
Position 259: 0.0033102335871052647
Position 1537: 0.0027338870329618992
Position 574: 0.0025203133873849073
Position 2163: 0.001682244050025639
Position 239: 0.0016538035966818347
Position 144: 0.0011948689892841912
Position 1031: 0.0011244684295003615
Position 1721: 0.0009755253652785846
Position 1871: 0.0009374314722117983
Position 1058: 0.0008054333216944606
Position 1287: 0.0007901177295067343
Position 1404: 0.00072959190216538
Position 1950: 0.0006073244492419901
Position 773: 0.0005916310200994142
Position 319: 0.0004758813220175761
Position 1847: 0.00044218065572129646
Position 1440: 0.00028667826778874654
Position 1340: 0.0002567759196008647
