Gene = Nulp1
index = 1336
Annotated 5SS: [ 287  739 1677 2071 2347]
Annotated 3SS: [ 361  809 1743 2125 2643]
SMsplice 5SS: [ 287  739 1677 2071 2347]
SMsplice 3SS: [ 361  809 1743 2125 2643]
top_k =  500
Partition function (log Z): 7.273046731629294

Sorted 5' Splice Sites (High to Low Probability):
Position 1677: 0.9988394315603804
Position 739: 0.9732957723000911
Position 2347: 0.9268965539694842
Position 287: 0.9252665199082358
Position 2071: 0.9123565300386377
Position 1434: 0.06027917741796461
Position 1869: 0.04848471039454244
Position 2095: 0.02593637729550342
Position 728: 0.02064445304130024
Position 981: 0.017630244043000988
Position 1503: 0.01621648683216377
Position 2351: 0.013427657204818151
Position 1123: 0.008063724778232507
Position 2804: 0.007080187256815865
Position 393: 0.006456214875383231
Position 1438: 0.00340278672963937
Position 1883: 0.0026331485179437297
Position 1817: 0.0025836535775769255
Position 1852: 0.002448119609067051
Position 42: 0.0023835550753758335
Position 1455: 0.0019597436428395298
Position 2485: 0.001427223754541075
Position 948: 0.0013627746186713357
Position 1828: 0.001287230446609264
Position 2099: 0.0012036826696834653
Position 734: 0.0011325984607947496
Position 2808: 0.001000190914407938
Position 1355: 0.0009006117097419735
Position 2788: 0.0008406129076604097
Position 563: 0.0008004845029146948
Position 1393: 0.0007588292726462939
Position 2054: 0.0007417861202043069
Position 743: 0.0006672766218046343
Position 619: 0.0006548824125522186
Position 1015: 0.0005382185481866458
Position 2828: 0.0005314252466481967
Position 725: 0.0005288178544993791
Position 2266: 0.000508027616966926
Position 39: 0.0005046043753608994
Position 73: 0.00042308237412672084
Position 623: 0.0003641006855115438
Position 2301: 0.0003636807687438165
Position 2650: 0.000337227483821725
Position 1841: 0.00029619134617707297
Position 2328: 0.00025649548686833756
Position 1026: 0.00017838331581002942
Position 1614: 0.00017702900918557807
Position 2836: 0.00016287076628605383
Position 1108: 0.00014522392623638264
Position 507: 0.00013198058960996886
Position 1681: 0.0001314109786762973
Position 856: 0.0001200450583201745
Position 1891: 0.00011803105356518841
Position 705: 0.00010588022689324442
Position 973: 0.00010383733008754289
Position 1777: 0.00010136637161135695
Position 1296: 9.541066488537623e-05
Position 2442: 9.044567916710788e-05
Position 584: 8.43119798336955e-05
Position 939: 8.14276299443359e-05
Position 1686: 8.081813898040234e-05
Position 1920: 7.09430179868869e-05
Position 1425: 6.44387130822302e-05
Position 112: 6.0286771274701425e-05
Position 937: 5.8723844449594906e-05
Position 2078: 5.83533959689317e-05
Position 2555: 5.436388266518242e-05
Position 750: 5.0780806229245486e-05
Position 2174: 4.67840952956616e-05
Position 1850: 4.579375027326755e-05
Position 1806: 4.175324309882667e-05
Position 1443: 4.159409471120582e-05
Position 25: 3.624862142325765e-05
Position 2612: 2.997646785583553e-05
Position 550: 2.5457156835633487e-05
Position 2445: 2.427751685790579e-05
Position 540: 2.22507397972964e-05
Position 1991: 2.0476698521718788e-05
Position 596: 1.8954042669623892e-05
Position 1979: 1.7959291443878015e-05
Position 668: 1.739691012138395e-05
Position 1711: 1.7283179533792455e-05
Position 502: 1.718521268143753e-05
Position 2180: 1.605892763027646e-05
Position 1586: 1.4657402254784368e-05
Position 1618: 1.09225543771299e-05
Position 1221: 9.571347851168812e-06
Position 607: 8.504865331743074e-06
Position 2812: 7.96929611613368e-06
Position 2172: 7.101884229895665e-06
Position 1538: 6.888773442328088e-06
Position 1697: 6.773843022784714e-06
Position 2116: 6.256118682161048e-06
Position 459: 6.238402517986609e-06
Position 2075: 4.430735390983749e-06
Position 375: 2.451444297649712e-06
Position 1650: 2.1455125166345794e-06
Position 1214: 7.399845016314118e-07
Position 2468: 3.093411347838669e-07
Position 397: 1.5557099560272243e-07
Position 2505: 1.242688354958893e-07
Position 2536: 1.2423120130984133e-07
Position 2615: 4.102012896800547e-08
Position 1668: 3.4272706478723193e-08
Position 1666: 1.2512525038827405e-08
Position 1636: 1.104448106697142e-08
Position 1708: 5.7411913319095084e-09
Position 430: 1.6622252733130281e-09
Position 381: 1.0755614312549613e-09
Position 133: 2.0405411715409175e-10
Position 843: 5.971247777587545e-11
Position 343: 1.2265312453981995e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 809: 0.9956006946755757
Position 1743: 0.9928305187651939
Position 361: 0.9238225780157524
Position 2125: 0.8247856387593394
Position 2643: 0.5273702206359023
Position 2413: 0.20033422404358373
Position 2718: 0.15141961261582443
Position 2223: 0.10276323695849506
Position 1554: 0.09425692678288489
Position 2646: 0.031320019817743405
Position 1972: 0.0205157828435573
Position 1920: 0.019191643128452427
Position 2594: 0.016205084218645846
Position 2998: 0.015095038527583834
Position 2615: 0.011464354531848991
Position 2116: 0.010446483146598563
Position 1214: 0.006361447815144634
Position 1935: 0.005925226817971205
Position 1663: 0.005093309621451491
Position 459: 0.00507704426555946
Position 1765: 0.003496384288591917
Position 2853: 0.003107168827980257
Position 2143: 0.00278371997849655
Position 1118: 0.0024651394811651406
Position 2493: 0.0022458747324968645
Position 1418: 0.0019239678833558938
Position 694: 0.0018739771525467914
Position 109: 0.0016957034530656365
Position 2897: 0.0016258610628225845
Position 2603: 0.001578706028702223
Position 1393: 0.0015749559715849217
Position 1482: 0.001099656914093575
Position 2237: 0.0008497730390306898
Position 2140: 0.0007964637244541806
Position 118: 0.0006721165406088389
Position 3004: 0.0006315284276630433
Position 2660: 0.0006073132472703838
Position 2657: 0.0005533181832474894
Position 371: 0.0005251449176065331
Position 1296: 0.0005048159226401985
Position 1287: 0.000443286916010856
Position 3010: 0.0004353067419991286
Position 2526: 0.000370450490741989
Position 1897: 0.0003387260738163694
Position 2427: 0.0003026086178918839
Position 1441: 0.0002555664153484868
Position 129: 0.00025448647430497957
Position 2247: 0.00024062247920973034
Position 583: 0.00023850730477567
Position 2146: 0.000226198306565185
Position 1011: 0.0001772523575013244
Position 1044: 0.00016048201419689606
Position 2008: 0.00013213518045801666
Position 1873: 0.00013049674393950447
Position 619: 0.000126282044791556
Position 96: 0.00012269587685042842
Position 1015: 0.00011849898337486541
Position 607: 0.00011812956106393532
Position 562: 0.00011203999995750283
Position 2005: 0.00010626543958254518
Position 525: 9.496762641029566e-05
Position 1903: 8.510555306587964e-05
Position 2011: 8.298972254539937e-05
Position 475: 8.063608354589921e-05
Position 1123: 7.618581431454509e-05
Position 1975: 7.241325211572893e-05
Position 1794: 7.239997586343845e-05
Position 154: 7.079203784759352e-05
Position 522: 6.140010541075225e-05
Position 671: 5.746893604400418e-05
Position 2052: 5.5239516050025314e-05
Position 998: 5.473316303944222e-05
Position 1254: 5.281397402755964e-05
Position 603: 4.883904976373319e-05
Position 2938: 4.781038722260763e-05
Position 1796: 4.3126635136073584e-05
Position 2244: 4.3099651318825e-05
Position 816: 4.036181480643959e-05
Position 1455: 3.7368049249880675e-05
Position 391: 3.6788026237963504e-05
Position 867: 3.651259378383442e-05
Position 1422: 3.245322697793841e-05
Position 958: 2.985932630600964e-05
Position 1020: 2.84881433383371e-05
Position 160: 2.5478112792609527e-05
Position 2902: 2.5250313561988607e-05
Position 824: 2.456314696860613e-05
Position 151: 2.270071850081741e-05
Position 1131: 1.628835221753634e-05
Position 1362: 1.553865740409471e-05
Position 550: 1.4804340395403537e-05
Position 481: 1.3773132426573107e-05
Position 407: 1.349355502399116e-05
Position 484: 1.1611427869477673e-05
Position 2250: 1.150006099749684e-05
Position 1850: 1.0921688036822031e-05
Position 1170: 1.076180304808205e-05
Position 828: 1.0583696409396916e-05
Position 1816: 9.840001135693148e-06
Position 655: 9.29486179864818e-06
Position 472: 8.086740774144183e-06
Position 948: 7.964610508299061e-06
Position 2095: 7.3217361932081855e-06
Position 1856: 7.064239535055392e-06
Position 404: 6.706761238743197e-06
Position 1810: 6.394874463938868e-06
Position 1979: 5.967679153304522e-06
Position 2253: 5.1168216774173675e-06
Position 496: 5.0637483908160365e-06
Position 290: 4.895227581602202e-06
Position 1141: 4.104145775726027e-06
Position 700: 4.0126850755878475e-06
Position 530: 3.322981385930236e-06
Position 381: 2.321714500978248e-06
Position 909: 2.1631921958969144e-06
Position 1900: 1.7722419988124772e-06
Position 493: 1.657646906098834e-06
Position 544: 1.2684194701166298e-06
Position 175: 7.653244105963095e-07
Position 507: 5.907698376226647e-07
Position 397: 3.8300287845848574e-07
Position 490: 2.6470305519945016e-07
Position 308: 1.1742653390586742e-07
Position 312: 7.921894273093989e-08
Position 211: 5.345348214252407e-09
Position 199: 4.2334179034964476e-09
Position 235: 3.1420149322967383e-09
Position 240: 8.20294635367653e-10
Position 208: 6.561010511240341e-10
Position 843: 1.0848344914704377e-10
Position 216: 8.272789973362687e-14
Position 393: 9.845236895038016e-19
Position 424: 5.777611278547714e-21
