Gene = RhoGAP68F
index = 1422
Annotated 5SS: [  84 1261 2510 2609 2862]
Annotated 3SS: [1094 2383 2575 2665 2924]
SMsplice 5SS: [  84 1261 2510 2609 2862]
SMsplice 3SS: [1094 2383 2572 2665 2924]
top_k =  500
Partition function (log Z): 0.4977316633292459

Sorted 5' Splice Sites (High to Low Probability):
Position 1261: 0.9940004775100103
Position 2862: 0.9884516086647881
Position 2510: 0.8654247249679563
Position 2609: 0.7451658858931189
Position 84: 0.6797698142008946
Position 3081: 0.23084530151717578
Position 2160: 0.08546955008427931
Position 924: 0.06334837709250489
Position 2304: 0.054383844130088406
Position 1050: 0.02317783575051072
Position 44: 0.021201942541114422
Position 461: 0.017576912123558542
Position 234: 0.015212075606062728
Position 3078: 0.012706342415640668
Position 934: 0.01159101338730711
Position 834: 0.01034991226165887
Position 361: 0.008648946454007975
Position 442: 0.007803325352610467
Position 150: 0.0070270289806415405
Position 118: 0.005597356977265185
Position 548: 0.005113803791309549
Position 2034: 0.004956056774175969
Position 3088: 0.004846384529198191
Position 183: 0.004392966288195234
Position 959: 0.004392659578226429
Position 447: 0.004068808334776477
Position 2692: 0.003895567131144769
Position 3085: 0.0037423855003057734
Position 1938: 0.0034114263507440457
Position 870: 0.003393179974721964
Position 3993: 0.0017896464164317797
Position 174: 0.0017183336373819923
Position 3983: 0.0017084808504560169
Position 1038: 0.001638975999118581
Position 571: 0.0015371466100199667
Position 3099: 0.0014760254481379872
Position 445: 0.001416086562503252
Position 3102: 0.0012477823746918479
Position 838: 0.0012229493713863102
Position 3112: 0.0010822313801197095
Position 1951: 0.0010711777050161284
Position 221: 0.0010408270146103347
Position 196: 0.0010011137480896615
Position 3987: 0.0009383596811753322
Position 2857: 0.0009001534982353098
Position 522: 0.0007970887228969198
Position 2193: 0.0007637462062414309
Position 459: 0.0006118025517661008
Position 2469: 0.0005764522280673664
Position 473: 0.0005084567332025268
Position 71: 0.0004761644953350241
Position 355: 0.00047440319419626967
Position 552: 0.0004469660104315596
Position 3420: 0.00038042393952831085
Position 1445: 0.0003572279199611624
Position 2132: 0.00032108751799944646
Position 1487: 0.0003083747113323478
Position 357: 0.0002849917109256708
Position 1451: 0.00028027548556300915
Position 1935: 0.0002633209887170797
Position 213: 0.00025333295395686125
Position 1497: 0.0002527109019857258
Position 3948: 0.00021931663184213238
Position 33: 0.00021410710277113175
Position 719: 0.0001630879915029924
Position 711: 0.00014278079280921605
Position 1826: 0.00012926965259472156
Position 290: 0.00012802277680382552
Position 3353: 0.0001158933540861949
Position 699: 0.00011550739477046715
Position 4140: 0.00010155345886074432
Position 2879: 9.598440921486354e-05
Position 618: 8.312759681105784e-05
Position 407: 7.56753741808916e-05
Position 536: 6.579551964212092e-05
Position 2584: 5.903967126311752e-05
Position 945: 5.776543858242486e-05
Position 846: 5.6336748129224556e-05
Position 1595: 5.388208728555016e-05
Position 684: 4.328202411453301e-05
Position 331: 3.86273527197054e-05
Position 2588: 3.5544760120507414e-05
Position 1501: 5.483959321440573e-06
Position 2736: 3.712107968279279e-06
Position 1632: 3.238007338849752e-06
Position 36: 2.5582309667458326e-06
Position 2974: 1.98005224764176e-06
Position 3818: 1.0742514896008785e-06
Position 2795: 1.0021077095259255e-06
Position 756: 5.829912940605673e-07
Position 1286: 1.0409075453155354e-07
Position 2953: 7.157293311397758e-08
Position 312: 5.61258561677688e-08
Position 3036: 4.3576424406453057e-08
Position 271: 1.7747335050325762e-08
Position 293: 1.563148158082839e-08
Position 1265: 1.5399543722506444e-08
Position 359: 1.4629223326680363e-08
Position 1334: 1.4530911099895626e-08
Position 365: 8.269927457982195e-09
Position 3021: 2.4014204912585984e-09
Position 374: 9.639334420931824e-10
Position 296: 4.327101502080047e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2924: 0.9903929741029646
Position 2383: 0.8721325932221107
Position 1094: 0.8251661751768801
Position 2665: 0.7121783708539243
Position 2572: 0.599109611837344
Position 2575: 0.27786925704396315
Position 3143: 0.18248206105734877
Position 2271: 0.08465818506195692
Position 3131: 0.05133937473319489
Position 1989: 0.035597391132697116
Position 1870: 0.02550964593444577
Position 2671: 0.020222181451114676
Position 3179: 0.018471598089729604
Position 2050: 0.01817636181016059
Position 858: 0.01681144530580419
Position 304: 0.016686385100206157
Position 1316: 0.014480218716139486
Position 2072: 0.011817701991901916
Position 2059: 0.011335537310166443
Position 2093: 0.010625310261560128
Position 1690: 0.010036697422017316
Position 2751: 0.009688776838276
Position 663: 0.009688103531469974
Position 206: 0.009610368620258342
Position 2329: 0.0071249451432259
Position 978: 0.006123301170235109
Position 2132: 0.005362545971418728
Position 2184: 0.004738085827245739
Position 1833: 0.00436544816096151
Position 2308: 0.003971121718469708
Position 407: 0.0035502559385221463
Position 252: 0.0032231582566917927
Position 4039: 0.0027517581197906743
Position 2989: 0.0024586414642303704
Position 2706: 0.0023306233977835903
Position 1561: 0.002292581400871994
Position 374: 0.002243968340086883
Position 116: 0.0021113436373787326
Position 1008: 0.0020195234391363528
Position 2608: 0.0019111072894354676
Position 3021: 0.0018843498392345733
Position 2295: 0.0018193966300180742
Position 1361: 0.0016750529707638454
Position 4224: 0.0016643513698833213
Position 1487: 0.0016168923926670753
Position 571: 0.001415860110400303
Position 1345: 0.0012261169221453212
Position 1048: 0.0011272036525090197
Position 4250: 0.001113874524796574
Position 3903: 0.000947737826914375
Position 2098: 0.0008742008907295874
Position 1632: 0.0007582706324624968
Position 1731: 0.0006953977928323986
Position 257: 0.0006651196998639019
Position 3383: 0.0006633467207594108
Position 221: 0.0006585997468490194
Position 1392: 0.0006259629606161682
Position 2164: 0.0005964836265378658
Position 2937: 0.0005712764276154034
Position 536: 0.0005681965749379915
Position 2079: 0.0005620925480033169
Position 1812: 0.0005451586643152461
Position 95: 0.00047824645766209116
Position 618: 0.00047194648461628335
Position 1883: 0.0003471015987939378
Position 1406: 0.0003413557376392855
Position 3162: 0.0003250233662176523
Position 3495: 0.00031277483386327686
Position 724: 0.0002684322152437763
Position 3568: 0.000267473227851537
Position 2685: 0.0002282105334109985
Position 942: 0.00022712523527825272
Position 4017: 0.00021931663184213222
Position 557: 0.00021396333448912735
Position 3318: 0.00019366371711931917
Position 2528: 0.0001853454514116847
Position 3842: 0.00016541289918070394
Position 1386: 0.00015842147994455332
Position 3420: 0.00015636181776804706
Position 442: 0.00014361375395411895
Position 2339: 0.000143014914143424
Position 996: 0.00012747817104940984
Position 3150: 0.00011121368178858752
Position 4453: 9.342869922466612e-05
Position 4163: 9.163202331571601e-05
Position 2545: 8.886949326426528e-05
Position 4069: 8.758599560070935e-05
Position 807: 8.662963759796871e-05
Position 3321: 8.437620578928243e-05
Position 234: 6.346879323550023e-05
Position 884: 6.135766303543198e-05
Position 1188: 5.7220580178240395e-05
Position 2759: 5.518860556956861e-05
Position 324: 5.2569825215452474e-05
Position 1442: 3.972906721138896e-05
Position 158: 3.8248863940874675e-05
Position 3198: 3.4718603704542115e-05
Position 2729: 2.908421366172446e-05
Position 148: 2.0971346070518386e-05
Position 575: 1.848589479735015e-05
Position 800: 1.7045306018746642e-05
Position 592: 1.4582425819462516e-05
Position 4499: 1.3665467456253404e-05
Position 2689: 1.2921971419601602e-05
Position 271: 1.0487991205449063e-05
Position 750: 8.813890456310885e-06
Position 2790: 8.179065218778832e-06
Position 2940: 3.908221097514705e-06
Position 1457: 3.7327443740932106e-06
Position 2997: 2.3846837436967983e-06
Position 628: 7.011756360456116e-07
Position 545: 4.02503399055979e-07
Position 387: 2.6239686315873654e-07
Position 139: 2.5292030565427447e-07
Position 83: 1.4077000892679053e-07
Position 118: 6.569250951037565e-09
