Gene = FASN3
index = 1160
Annotated 5SS: [ 247 2628 4498 4979 6319 6996 7516 7927 9085]
Annotated 3SS: [2109 2679 4554 5040 6382 7240 7576 7988 9144]
SMsplice 5SS: [ 247 2628 4498 4979 6319 7516 7927 8081 9085]
SMsplice 3SS: [2109 2679 4554 5040 6382 7576 7988 8167 9144]
top_k =  500
Partition function (log Z): 6.520553612497902

Sorted 5' Splice Sites (High to Low Probability):
Position 4979: 0.9959036248908706
Position 4498: 0.9912389462968082
Position 6319: 0.9898312447231339
Position 2628: 0.9843030150656418
Position 7927: 0.9381044534326289
Position 247: 0.9085941998376302
Position 7516: 0.8155701383797389
Position 9085: 0.8124301726850333
Position 8081: 0.7665823345332762
Position 3189: 0.46936929606475913
Position 8363: 0.16308684314741942
Position 5666: 0.13618527522018378
Position 7718: 0.1000417427316647
Position 8795: 0.0963639162775866
Position 664: 0.08921109672507686
Position 6849: 0.07942665516875529
Position 5237: 0.07326008040323831
Position 2871: 0.06027874438688764
Position 6996: 0.05006640850529877
Position 8092: 0.04300211577210353
Position 4722: 0.03452391470133021
Position 8600: 0.03308230955421668
Position 8561: 0.031152185111531894
Position 3158: 0.02462816245509302
Position 9514: 0.024609079951263258
Position 5653: 0.02454708006018204
Position 6809: 0.022832607062200208
Position 172: 0.022374494193691634
Position 5126: 0.019370005300507868
Position 3839: 0.01790357392523606
Position 8651: 0.012724031105420351
Position 3843: 0.012711326081813842
Position 5789: 0.012640001560475731
Position 3034: 0.012464658767392545
Position 6929: 0.011627145208072643
Position 4687: 0.011294439379064434
Position 3507: 0.01118853515848946
Position 543: 0.011055509694492937
Position 5898: 0.01101503616867233
Position 5643: 0.01065623265469258
Position 507: 0.010494742386210709
Position 1367: 0.010128169168867676
Position 2395: 0.010009972444466888
Position 1771: 0.008971688205114103
Position 2426: 0.00876175589289723
Position 3484: 0.008703007443758954
Position 7109: 0.00867950860622855
Position 1765: 0.007492868949669255
Position 4675: 0.006909703947001012
Position 1322: 0.006663738855655723
Position 1816: 0.006644385138350801
Position 1934: 0.006458222452655126
Position 9535: 0.006288611244459339
Position 161: 0.0060994364529342315
Position 5939: 0.00579573113335066
Position 1761: 0.005672869601099284
Position 739: 0.004990604631456291
Position 8342: 0.004783797855094727
Position 8447: 0.004459439030085008
Position 2955: 0.004208877885489579
Position 9682: 0.004151915478551352
Position 5427: 0.003931777129472368
Position 2477: 0.0037920284197762192
Position 9670: 0.0035945765294274493
Position 5647: 0.0032301871270629078
