Gene = ND-B17
index = 1300
Annotated 5SS: [357 529]
Annotated 3SS: [ 426 1226]
SMsplice 5SS: [357 529]
SMsplice 3SS: [ 426 1226]
top_k =  500
Partition function (log Z): 1.8253236163264723

Sorted 5' Splice Sites (High to Low Probability):
Position 357: 0.9867439938041521
Position 529: 0.9829063409484846
Position 891: 0.13004534226099743
Position 862: 0.043575666725715216
Position 1424: 0.008739550962806649
Position 533: 0.007766195939282798
Position 370: 0.006626132026544226
Position 878: 0.0026049094990263193
Position 772: 0.0025225674694792787
Position 330: 0.0022897566140326164
Position 516: 0.0018984025406330693
Position 1027: 0.0012292870147643615
Position 264: 0.0012121370890080814
Position 704: 0.0011370941388730248
Position 1401: 0.0011363943626813515
Position 624: 0.001134430245317374
Position 802: 0.0009945663313207927
Position 1415: 0.00087714154980129
Position 374: 0.0008670413345842558
Position 642: 0.0007765633349391599
Position 147: 0.0005538597275286565
Position 1536: 0.00043712595067262093
Position 812: 0.00034924603818426515
Position 553: 0.00031509757345202986
Position 570: 0.0002918119118578048
Position 582: 0.000277789170396402
Position 960: 0.0002398148498129936
Position 1014: 0.00022280996815240035
Position 1005: 0.00013276306758781017
Position 1045: 0.00010311133628057322
Position 610: 8.652114230964177e-05
Position 595: 8.580879282384296e-05
Position 735: 7.620618058127351e-05
Position 361: 7.375244820572287e-05
Position 1530: 6.520275126095892e-05
Position 937: 6.07921966205374e-05
Position 1664: 4.5619423388324784e-05
Position 1036: 4.3778201826720396e-05
Position 175: 4.247655106680754e-05
Position 381: 4.191962027873189e-05
Position 339: 3.76557805446594e-05
Position 105: 3.073725781199398e-05
Position 604: 3.0718577378715964e-05
Position 1635: 2.865944625043032e-05
Position 540: 2.2628824835296935e-05
Position 1677: 1.9545172669993504e-05
Position 165: 1.9275561057203986e-05
Position 982: 1.8464688590917506e-05
Position 1305: 1.7900033745822822e-05
Position 1030: 1.4329356653351625e-05
Position 900: 1.4000019999876424e-05
Position 1088: 1.3454019762157234e-05
Position 29: 1.2704797572775235e-05
Position 1612: 1.0152595671242882e-05
Position 800: 8.721609146006685e-06
Position 928: 8.170724875094141e-06
Position 50: 4.780118607822786e-06
Position 364: 3.283261311474631e-06
Position 1574: 3.0903607208638456e-06
Position 224: 1.8938651981371399e-06
Position 80: 1.8529579174445718e-06
Position 1502: 1.239247112940275e-06
Position 1274: 1.124050910299016e-06
Position 135: 7.972208865017707e-07
Position 115: 5.810005941726575e-07
Position 12: 4.587566123317018e-07
Position 367: 4.3259311197100595e-07
Position 351: 4.1845906385840187e-07
Position 112: 3.7866381067935603e-07
Position 56: 1.6366587657138654e-07
Position 7: 1.3566066437833718e-07
Position 95: 5.041323225316238e-08
Position 66: 4.2556908456721905e-08
Position 448: 4.0314796088609415e-08
Position 1056: 3.967843230155581e-08
Position 969: 3.459627007659393e-08
Position 974: 3.4110856452021595e-08
Position 628: 3.1682316930263503e-08
Position 790: 2.11322150797991e-08
Position 441: 1.255989708591093e-08
Position 646: 1.159729484830596e-08
Position 23: 9.679091462489723e-09
Position 389: 3.1847229124273277e-09
Position 644: 8.232046296231615e-10
Position 194: 7.459854921099686e-10
Position 411: 1.851167115497862e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 426: 0.9977397477963728
Position 1226: 0.9173896658126193
Position 624: 0.1758915996757934
Position 653: 0.02249394924847667
Position 1274: 0.014257222246665558
Position 1200: 0.013023465223615725
Position 777: 0.012368786171989138
Position 1481: 0.010630194591282316
Position 628: 0.006094068329193376
Position 735: 0.003624047100058884
Position 992: 0.0027977144255828383
Position 637: 0.0019454938136241144
Position 604: 0.0012784422323369885
Position 1271: 0.0012594103995168823
Position 1730: 0.0012494436584830591
Position 1649: 0.0009853401393522727
Position 1160: 0.0008476610289363524
Position 668: 0.0008321652330097292
Position 1137: 0.0008259648131948902
Position 1084: 0.000789649408647441
Position 1071: 0.0005111326805608362
Position 937: 0.0005047176776457347
Position 435: 0.00046758462908273507
Position 1241: 0.0002873415000271514
Position 329: 0.0001393659254788856
Position 1110: 0.00011724911026416022
Position 1304: 0.00010614619235236491
Position 1601: 0.00010515993923582032
Position 224: 8.988121345319085e-05
Position 1094: 6.972801240770036e-05
Position 642: 5.224035707343264e-05
Position 895: 2.5869291244818036e-05
Position 1487: 2.5556939270645898e-05
Position 1535: 1.9377869618845895e-05
Position 203: 1.7890668680202446e-05
Position 1027: 1.3714230551723415e-05
Position 108: 1.3307474680759277e-05
Position 1088: 1.270218730012322e-05
Position 1000: 8.892503898609247e-06
Position 1036: 8.50213796966962e-06
Position 402: 7.654600170744378e-06
Position 389: 7.246011993940289e-06
Position 80: 4.289766635680709e-06
Position 263: 3.873742026518578e-06
Position 239: 3.7710419757640664e-06
Position 1689: 3.0285666672735637e-06
Position 1682: 2.476250075710426e-06
Position 468: 2.417763291469928e-06
Position 233: 8.903056734116559e-07
Position 140: 3.705269714023561e-07
Position 302: 3.297988018934986e-07
Position 242: 2.0719000268664583e-07
Position 206: 8.657187364177457e-08
Position 284: 2.787538387997137e-08
Position 570: 1.3752700809235893e-08
Position 361: 7.400069131887646e-09
Position 278: 5.786013183029134e-09
Position 405: 5.005129976908296e-09
Position 516: 2.906287582485728e-09
Position 525: 2.644779281103523e-09
Position 179: 2.1398894640764513e-09
Position 173: 1.1680765853489089e-09
