Gene = GV1
index = 1177
Annotated 5SS: [  132  2097 10832 11511]
Annotated 3SS: [ 2040 10625 11218 11805]
SMsplice 5SS: [  132 10832 11511]
SMsplice 3SS: [10625 11218 11805]
top_k =  500
Partition function (log Z): -6.647118663793351

Sorted 5' Splice Sites (High to Low Probability):
Position 10832: 0.9208812953032296
Position 132: 0.7004293030512124
Position 11511: 0.5717107433567618
Position 11384: 0.28921968538591936
Position 2097: 0.24061323587462155
Position 2671: 0.14031479507008304
Position 1619: 0.12011666250806308
Position 55: 0.09974455102453773
Position 176: 0.09229820234734283
Position 1359: 0.05247460873504168
Position 11489: 0.03292586619738014
Position 901: 0.020327999061805744
Position 1593: 0.016968199130245186
Position 11408: 0.015642039986293856
Position 2199: 0.015255834781292195
Position 1924: 0.014342352687792666
Position 11679: 0.011794575893607662
Position 1779: 0.008640498083147733
Position 2369: 0.008514279899703136
Position 218: 0.00850758833024927
Position 1886: 0.005212959597708557
Position 797: 0.00506462546519479
Position 88: 0.00483564831564573
Position 65: 0.0034370907872846262
Position 11465: 0.0029710511204812657
Position 11597: 0.0029366438916471668
Position 11649: 0.0017014915765703954
Position 11397: 0.0016858389212289734
Position 2186: 0.0015653637348698245
Position 5373: 0.001341431945263373
Position 10809: 0.0012210478962748842
Position 1559: 0.0011869253371701968
Position 362: 0.0009155274759505352
Position 1918: 0.0009036888737456914
Position 11423: 0.0008733495945150182
Position 2435: 0.0007729461323360092
Position 801: 0.0006669966032457229
Position 691: 0.0005639067143373993
Position 1022: 0.0004948888886113237
Position 1366: 0.0004203134754328315
Position 11886: 0.0003706610165545257
Position 1609: 0.0003477100073586175
Position 1632: 0.00033728854608221004
Position 180: 0.0003335512013324754
Position 183: 0.0002606571883735965
Position 199: 0.00021533024249297312
Position 997: 0.00016379936353123076
Position 25: 0.00013924830932084687
Position 11900: 0.00013920104253592564
Position 1904: 0.0001305037344525085
Position 1927: 0.00012004254684419476
Position 920: 6.328884089375261e-05
Position 951: 5.998613168026324e-05
Position 11355: 5.245273004071527e-05
Position 1127: 4.0454744093770286e-05
Position 885: 2.9111654501903842e-05
Position 1335: 2.8535673610637095e-05
Position 3: 1.4495370443512897e-05
Position 617: 1.301803038454024e-05
Position 840: 1.0350160416149205e-05
Position 188: 9.127582542549415e-06
Position 136: 4.892959101112082e-06
Position 360: 3.4852130690866692e-06
Position 815: 3.06593444455173e-06
Position 12: 2.9204811314122366e-06
Position 30: 2.674046357393642e-06
Position 14: 2.622438083427087e-06
Position 7272: 2.2620177588125675e-06
Position 516: 2.2060447744967164e-06
Position 143: 1.8213061375422904e-06
Position 722: 1.503345403978906e-06
Position 664: 1.465985502229531e-06
Position 141: 1.2103461962740094e-06
Position 905: 1.153169484056628e-06
Position 594: 6.709717187952688e-07
Position 8030: 5.610804991285276e-07
Position 178: 3.043793614909614e-07
Position 5: 1.438647537239231e-07
Position 7423: 2.5349610644019257e-08
Position 305: 3.0786096665665217e-09
Position 260: 4.9931394919077715e-11
Position 738: 6.873284356545265e-12
Position 858: 6.139595402183037e-12
Position 418: 3.275120250685734e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11218: 0.9417026280248897
Position 10625: 0.9160653926229062
Position 11805: 0.7321976621697456
Position 2040: 0.2273429576639772
Position 11669: 0.22342574493604206
Position 110: 0.10020790646268112
Position 1452: 0.07762488428121009
Position 2630: 0.04972686252839946
Position 11811: 0.02530350464872191
Position 1512: 0.02432154679444996
Position 2257: 0.01790624497767679
Position 970: 0.015903144289791872
Position 743: 0.010591982767074133
Position 1990: 0.0062612206559399764
Position 2434: 0.005981641591312878
Position 11980: 0.005111990789656479
Position 1011: 0.004948975675352408
Position 2431: 0.004422770343798522
Position 2299: 0.0036591684766276752
Position 2319: 0.003496965967499612
Position 188: 0.0034511706372691566
Position 10179: 0.003384520899091013
Position 10071: 0.0033496703902935244
Position 255: 0.0018842445446194526
Position 643: 0.0016402767797955545
Position 2588: 0.0016237792220279625
Position 2165: 0.0015662306774503838
Position 11578: 0.0010860792628971426
Position 5212: 0.0010037428686004582
Position 2510: 0.000965546443095543
Position 11814: 0.0009008553162632433
Position 11438: 0.0008632652016017944
Position 2466: 0.0008162725953897839
Position 11054: 0.0007126482162024433
Position 778: 0.00041178613832168893
Position 2540: 0.0003860696348359558
Position 1212: 0.00037671444516891025
Position 5259: 0.0003378647586862367
Position 874: 0.00031587480769403893
Position 1131: 0.0002667961609815962
Position 451: 0.0002549269698323446
Position 467: 0.00013643306757521085
Position 318: 8.7321602273335e-05
Position 1714: 6.234755823258104e-05
Position 565: 5.738386296202696e-05
Position 1165: 5.433702535912767e-05
Position 1885: 4.919585638681579e-05
Position 265: 3.993288976842026e-05
Position 674: 2.2250572904793835e-05
Position 399: 1.784868144850248e-05
Position 2017: 1.747805242061208e-05
Position 11062: 1.619103178782251e-05
Position 592: 1.1952988644421016e-05
Position 276: 1.0752071722344731e-05
Position 901: 5.1137492025363855e-06
Position 707: 3.5941934407890224e-06
Position 7340: 2.784345082848467e-06
Position 7086: 2.4847592713379213e-06
Position 649: 2.031163929198525e-06
Position 8103: 1.4632159985907301e-06
Position 597: 1.0426177097325282e-06
Position 117: 7.0776728020334e-07
Position 8334: 6.240109249723758e-07
Position 8162: 4.890599864778435e-07
Position 7574: 4.235946563492308e-07
Position 5616: 5.333303071602088e-08
Position 77: 4.93178215265165e-08
Position 199: 1.0753268914258167e-08
Position 3189: 9.262036186551883e-09
Position 3127: 5.644136627252254e-09
Position 121: 5.2061966965705665e-09
Position 3722: 4.831704961999672e-09
Position 2772: 3.4894032498397414e-09
Position 2926: 6.476338339546684e-10
Position 5190: 5.194720738232946e-10
Position 5180: 5.027683866568146e-10
Position 141: 1.6399632886602259e-10
Position 88: 8.084785948119091e-11
Position 2639: 5.5580169755958544e-11
Position 124: 3.555866774647341e-11
Position 52: 1.3026453264177062e-11
Position 46: 1.0997992841719874e-11
Position 270: 9.075599703871613e-13
Position 285: 7.980412359933414e-13
Position 132: 6.831614767357481e-13
Position 205: 5.450281076519039e-13
Position 291: 4.104853877833356e-13
Position 329: 3.936132473277134e-13
Position 213: 2.811964436829446e-13
Position 209: 1.494244546833643e-13
Position 336: 1.1246354117752495e-13
