Gene = ida
index = 1733
Annotated 5SS: [196]
Annotated 3SS: [257]
SMsplice 5SS: [196]
SMsplice 3SS: [257]
top_k =  500
Partition function (log Z): -6.004673157729363

Sorted 5' Splice Sites (High to Low Probability):
Position 196: 0.7410941273265407
Position 186: 0.22354316388848638
Position 880: 0.17744279549477246
Position 915: 0.16153271953850085
Position 1326: 0.11679193638956822
Position 691: 0.03442147713441172
Position 546: 0.024935595404959925
Position 200: 0.02417025770280787
Position 799: 0.01359350887728322
Position 624: 0.009981850697317076
Position 1098: 0.009598339863708926
Position 1211: 0.00865560416167597
Position 376: 0.006662289834924621
Position 190: 0.00444393244427461
Position 567: 0.0032436628033871645
Position 558: 0.0029164184082477213
Position 1258: 0.0020276011132765908
Position 327: 0.0019002400712341892
Position 768: 0.0017446757731748917
Position 1526: 0.0013318243370230068
Position 358: 0.0010068241831490312
Position 1278: 0.0008306605663129144
Position 576: 0.000786152164305866
Position 784: 0.0005568844902140765
Position 573: 0.0004683342138957005
Position 863: 0.0004668778996670054
Position 2398: 0.00045609921496794195
Position 667: 0.00044439777894995453
Position 1666: 0.0003702265486694802
Position 1285: 0.00036874818331891817
Position 1460: 0.0003594004180837214
Position 614: 0.00033676305902397024
Position 1076: 0.00032306722231512585
Position 681: 0.0003073857914905329
Position 1341: 0.0003042312269124425
Position 777: 0.00027474253712370204
Position 836: 0.0002735276523489673
Position 536: 0.00021461273645101637
Position 166: 0.00020379637997154995
Position 451: 0.00020310220303194616
Position 987: 0.00019972911800519695
Position 2282: 0.00018201507389385712
Position 473: 0.00013096365972490773
Position 854: 0.00011340000172714541
Position 2217: 0.00011186625323552936
Position 1117: 8.837381597621835e-05
Position 648: 8.447011806897868e-05
Position 440: 8.014413610371217e-05
Position 1260: 7.353745369916732e-05
Position 1546: 5.793837080640184e-05
Position 1614: 5.232382862469142e-05
Position 168: 4.518643698391979e-05
Position 446: 3.0167606923095502e-05
Position 1455: 2.9862113103019717e-05
Position 2271: 2.662312850992016e-05
Position 552: 2.612451108786264e-05
Position 1241: 2.48725920248228e-05
Position 592: 2.069694664334894e-05
Position 1086: 2.013023505995293e-05
Position 314: 2.2879372653369744e-06
Position 380: 1.981319819503456e-06
Position 271: 5.924040549415816e-07
Position 221: 7.340834613350367e-08
Position 1248: 5.7797319735921895e-08
Position 1044: 5.8143446638897495e-09
Position 21: 5.411520246787083e-09
Position 84: 5.211631982081905e-09
Position 23: 3.419604840252003e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 257: 0.8470729322729359
Position 1024: 0.5221205297398139
Position 1382: 0.17856655426968163
Position 1882: 0.008352312623505253
Position 735: 0.006118648550217359
Position 854: 0.004227426930228876
Position 1515: 0.0014504994218780514
Position 335: 0.0014360569689224577
Position 302: 0.0013916105351941726
Position 1586: 0.001274895710185286
Position 1387: 0.0012435572973696217
Position 1335: 0.0008593979551331381
Position 991: 0.0008579860178241174
Position 1036: 0.0007438281340678425
Position 830: 0.0006859442036611324
Position 2456: 0.0005770227675084789
Position 565: 0.00034284186986846934
Position 494: 0.00026158682835069334
Position 344: 0.00024341295641030423
Position 908: 0.0002192870657627375
Position 1657: 0.0002128800281516728
Position 2332: 0.00018411343640655382
Position 488: 0.00016761069294780225
Position 1298: 0.00016619218436446088
Position 460: 0.0001341195105601932
Position 1637: 0.00012644905297374428
Position 2270: 0.00011186625323552946
Position 1700: 0.00010949730094564686
Position 761: 8.920450557193968e-05
Position 764: 8.701589062865392e-05
Position 673: 8.549442205136162e-05
Position 740: 7.927035455646133e-05
Position 435: 7.193070137716904e-05
Position 532: 6.0445938443952316e-05
Position 795: 5.3040899474207485e-05
Position 1169: 5.271597159174518e-05
Position 1831: 4.930583899642514e-05
Position 911: 4.486075119751389e-05
Position 1225: 1.71105378662259e-05
Position 648: 1.5228090938110448e-05
Position 350: 1.0698331242138456e-05
Position 703: 6.0027422858521195e-06
Position 684: 5.0558507427409535e-06
Position 620: 4.655376089658447e-06
Position 347: 8.817523047226775e-08
Position 376: 5.2684426677932356e-08
Position 536: 4.451646945263628e-08
Position 446: 4.435268090063975e-09
Position 541: 4.180974145046796e-09
Position 356: 5.0924627737789985e-12
Position 90: 3.466407591291855e-12
Position 124: 5.3722168165472194e-14
Position 199: 5.285689913565927e-14
Position 368: 2.3809229045837247e-14
Position 93: 1.5636115542400743e-14
Position 186: 8.008303528786959e-15
Position 358: 2.1717105998367526e-15
Position 141: 1.103731401698271e-15
Position 159: 2.672542889319003e-16
Position 126: 2.5986214667920864e-18
