Gene = Capr
index = 1053
Annotated 5SS: [ 694 1835 2057]
Annotated 3SS: [1651 1889 2135]
SMsplice 5SS: [ 694 1835]
SMsplice 3SS: [1651 2135]
top_k =  500
Partition function (log Z): -7.368786841371771

Sorted 5' Splice Sites (High to Low Probability):
Position 694: 0.9786090870233672
Position 1835: 0.9708540117390579
Position 2057: 0.21546593703373054
Position 1191: 0.04004773556345627
Position 2054: 0.024876853084999477
Position 2306: 0.019324379676287945
Position 1480: 0.016899316122446217
Position 2179: 0.011700691113427523
Position 1211: 0.009526118588668633
Position 1577: 0.00804015292782405
Position 1363: 0.007244816524711907
Position 445: 0.006297882991474225
Position 1550: 0.004929148724338762
Position 1413: 0.002740512573246766
Position 2021: 0.0021841960678393954
Position 3073: 0.0021392682130472085
Position 1280: 0.002073313157027869
Position 2310: 0.001836302071101222
Position 1136: 0.0017173885708380821
Position 1980: 0.0017114378574483603
Position 2402: 0.0014504684032638567
Position 2094: 0.001426634676381593
Position 951: 0.0011895569934900802
Position 4302: 0.001076830515077113
Position 2857: 0.0009895707982027035
Position 2240: 0.000886354918588113
Position 700: 0.0007027579104717908
Position 2247: 0.0006050939535818565
Position 1368: 0.00047359202872951893
Position 710: 0.00043280547304380256
Position 985: 0.00039711831577582656
Position 2322: 0.00033933552597132033
Position 1461: 0.00027364524852163555
Position 944: 0.00022778640252760687
Position 1077: 0.00022658073826004667
Position 3545: 0.00020849978392966674
Position 1334: 0.00020034763910509458
Position 440: 0.0001910823104916424
Position 4748: 0.00013376509769483198
Position 400: 0.00013189104947296587
Position 2949: 0.00011887373926194329
Position 1764: 9.859879275584442e-05
Position 698: 9.298521689443779e-05
Position 652: 8.464426434926944e-05
Position 1843: 7.734982506210113e-05
Position 1273: 6.818601428329614e-05
Position 1616: 6.378189474288062e-05
Position 2623: 5.0201147851488474e-05
Position 1209: 4.231907997053424e-05
Position 97: 3.9118322194225686e-05
Position 907: 3.647349261275204e-05
Position 1307: 3.0305025943437586e-05
Position 2205: 2.2442673398043154e-05
Position 237: 2.1785326452878204e-05
Position 1224: 2.1780485417255943e-05
Position 1935: 2.03711765647954e-05
Position 1446: 1.9257515017726737e-05
Position 274: 1.4951022878414838e-05
Position 104: 1.488320510089142e-05
Position 1019: 1.1391358475790174e-05
Position 600: 1.1144042001564282e-05
Position 171: 1.0353679910230356e-05
Position 769: 2.0298339572247092e-06
Position 779: 1.993723676720381e-06
Position 921: 1.1226804206953308e-06
Position 1963: 6.088566931370931e-07
Position 364: 4.054098648310021e-07
Position 234: 4.01733406557974e-07
Position 771: 3.6601091915820546e-07
Position 1953: 3.294348112857859e-07
Position 340: 3.194107560496642e-07
Position 627: 2.3748983811641183e-07
Position 878: 2.0786771020569134e-07
Position 2773: 1.6417394252330728e-07
Position 616: 1.34263462021265e-07
Position 598: 8.578370338390989e-08
Position 463: 3.741214322075632e-08
Position 277: 3.6431189290991784e-08
Position 1867: 3.639295739572497e-08
Position 481: 3.3024271293370426e-08
Position 784: 2.008239233042719e-08
Position 1054: 7.774119790765125e-09
Position 1097: 9.43985527478e-10
Position 613: 8.574340110105441e-10
Position 1069: 7.671626110990398e-10
Position 1056: 3.655780290129277e-10
Position 1044: 3.4315187891441095e-10
Position 827: 5.82430481481499e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1651: 0.9211998122403496
Position 2135: 0.7341249715326439
Position 1889: 0.2787268835285024
Position 4646: 0.059623753459370536
Position 1015: 0.037257704325559665
Position 1001: 0.030058336383402894
Position 4366: 0.02853352916530708
Position 843: 0.025991969514841808
Position 1681: 0.021614386471501525
Position 2295: 0.02104084637386655
Position 3012: 0.019879828809751886
Position 4686: 0.016281656079895387
Position 1904: 0.01615459880052194
Position 4610: 0.014747340462954768
Position 3168: 0.01420450059592045
Position 2292: 0.01206756645864447
Position 4682: 0.010888225750634665
Position 1949: 0.0056154668392003676
Position 1605: 0.004980281589918299
Position 1261: 0.004662397535194512
Position 5147: 0.004529617809124028
Position 1250: 0.004328072224794191
Position 3402: 0.004177396986225326
Position 3171: 0.003675653563239698
Position 2205: 0.0035787744309029143
Position 3399: 0.003470709197018302
Position 1925: 0.0034099483340684997
Position 1104: 0.002767649670028437
Position 869: 0.0025789108840943704
Position 1273: 0.002561218384128031
Position 1686: 0.0023136310201632157
Position 4493: 0.001980505852381261
Position 4950: 0.0019529669579928007
Position 3574: 0.0018438447442409318
Position 1035: 0.0016610612127128414
Position 1279: 0.0012683717519627836
Position 501: 0.0011802429808142588
Position 827: 0.0010794774569490486
Position 4451: 0.0010221042786414437
Position 5062: 0.0008912253697905092
Position 1539: 0.0008650626608318768
Position 1577: 0.0008022266941341567
