Gene = ebd2
index = 1688
Annotated 5SS: [ 247 2600]
Annotated 3SS: [2333 3212]
SMsplice 5SS: [ 247 2600]
SMsplice 3SS: [2333 3212]
top_k =  500
Partition function (log Z): -1.5886859086981442

Sorted 5' Splice Sites (High to Low Probability):
Position 2600: 0.9615793021859561
Position 247: 0.7640464636149344
Position 2251: 0.1652013313160647
Position 182: 0.14887442587786406
Position 2146: 0.11867540959214203
Position 476: 0.11809214516631804
Position 3497: 0.09472669766930254
Position 3485: 0.07248485625766084
Position 1246: 0.05954165062510066
Position 481: 0.037290412621849074
Position 874: 0.034008880294704794
Position 2285: 0.023431472296044715
Position 2244: 0.020655716139290625
Position 940: 0.020005919278213345
Position 238: 0.017191994480410637
Position 427: 0.015939091341836437
Position 3635: 0.013207018508895614
Position 1544: 0.01172191671034963
Position 1686: 0.008168838825855928
Position 1312: 0.006949603179347941
Position 3874: 0.004691001785738109
Position 2419: 0.003821704288330428
Position 438: 0.0035326379007632226
Position 1666: 0.002989055748817985
Position 2167: 0.0028121084735677716
Position 3449: 0.0026835940186519624
Position 2161: 0.0024166928071956174
Position 3090: 0.002410464903947177
Position 338: 0.0021707517757961403
Position 3867: 0.0016436736925315098
Position 4210: 0.0016288416613104843
Position 802: 0.0013290358027171548
Position 3629: 0.0012850865873585326
Position 4271: 0.0011674831577342126
Position 813: 0.001164577622691005
Position 2909: 0.0011603823338561154
Position 3121: 0.0010149655188999864
Position 1211: 0.0009190884628498082
Position 3110: 0.0008943793886750248
Position 4247: 0.0007930250769945007
Position 478: 0.0005977288545182732
Position 1554: 0.0005664546780654562
Position 1071: 0.000504020482638167
Position 4008: 0.0004005368372049272
Position 632: 0.00027447805529312016
Position 553: 0.00021857474699038957
Position 2884: 0.00020939174002764863
Position 3489: 0.0002020011843187389
Position 9: 0.00020052726712612893
Position 3346: 0.0002002751555076321
Position 2463: 0.00015898542166688546
Position 3512: 0.0001267902567510381
Position 2634: 0.00011941340468438861
Position 987: 0.00010569205146566663
Position 2604: 8.938844063875962e-05
Position 2746: 7.426093122396273e-05
Position 186: 6.038882150069698e-05
Position 269: 4.7770551963547214e-05
Position 4372: 4.2902841129209866e-05
Position 2669: 3.6946508868400185e-05
Position 59: 3.2933999245377304e-05
Position 174: 2.4114967008487363e-05
Position 957: 1.9862659030064486e-05
Position 332: 1.5402614668069877e-05
Position 884: 1.4072600223607975e-05
Position 287: 7.537601365560016e-06
Position 30: 6.196950615276651e-06
Position 259: 2.9279656900955343e-06
Position 556: 2.446437539006478e-06
Position 661: 2.41652433303872e-06
Position 1269: 2.1160835560771795e-06
Position 3267: 1.5461730412880573e-06
Position 3235: 1.2704890675071627e-06
Position 191: 1.2394187742475598e-06
Position 68: 1.0537785239258774e-06
Position 342: 7.581241833570162e-07
Position 3307: 7.32676684718941e-07
Position 3460: 4.544755931999818e-07
Position 3713: 1.411192532060583e-07
Position 3383: 1.1406999802049799e-07
Position 3786: 8.345416448063671e-08
Position 63: 6.087239930629985e-08
Position 3274: 5.924712952206365e-08
Position 71: 3.0109866099095423e-08
Position 3320: 2.8357366024408503e-08
Position 584: 2.7626111476724944e-08
Position 411: 2.6944788670743784e-08
Position 3570: 9.303838968510405e-09
Position 396: 1.5394587121844184e-09
Position 488: 1.459085143483604e-09
Position 431: 4.673597333208055e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3212: 0.9973532180147577
Position 2333: 0.8882440652913233
Position 1954: 0.3476723070070925
Position 3592: 0.12851973423939586
Position 1067: 0.08006901089050102
Position 237: 0.06069662917934976
Position 316: 0.060240001357374014
Position 678: 0.039404985508590444
