Gene = Rexo5
index = 1420
Annotated 5SS: [ 210  501 3395]
Annotated 3SS: [ 278 2610 3450]
SMsplice 5SS: [ 210  501 3395]
SMsplice 3SS: [ 278 2610 3450]
top_k =  500
Partition function (log Z): 2.125449584496121

Sorted 5' Splice Sites (High to Low Probability):
Position 3395: 0.9984174906250237
Position 501: 0.98638910466536
Position 210: 0.7822436293969743
Position 888: 0.30041072633936833
Position 1228: 0.22607033031863072
Position 1843: 0.13029587206764212
Position 2510: 0.11548650585735795
Position 130: 0.09962474335242881
Position 3997: 0.03855676477112759
Position 1465: 0.03832992808580809
Position 3544: 0.03173572011612267
Position 4047: 0.0294559310599281
Position 1330: 0.014140713708828837
Position 3087: 0.01389109330775807
Position 1549: 0.012483733241166025
Position 3540: 0.011258933717336932
Position 3794: 0.010108445432149568
Position 3797: 0.010103409590936566
Position 3078: 0.008799379894195726
Position 3736: 0.007949751804970422
Position 535: 0.007074954765810381
Position 1510: 0.006396785142072437
Position 1263: 0.00599099889291914
Position 4433: 0.005499662527524502
Position 1645: 0.005310484217774372
Position 3649: 0.0034692719347882745
Position 1557: 0.0034671671201824458
Position 4051: 0.003038696631054553
Position 4087: 0.0027495074039132887
Position 4730: 0.0027235018426080043
Position 3726: 0.0024140377390434744
Position 133: 0.002266737575588531
Position 4486: 0.002143193819878557
Position 839: 0.002102334584995649
Position 598: 0.002079605836742763
Position 799: 0.0018253484827493456
Position 3633: 0.0015749284279191335
Position 1441: 0.0013535394602256837
Position 2220: 0.0012609091602462596
Position 1217: 0.0010831013593857472
Position 1017: 0.0009660475463962215
Position 3844: 0.000945463857386436
Position 1526: 0.0007596798676891218
Position 4456: 0.0007521657304268519
Position 1847: 0.0007396193036799983
Position 2166: 0.0006075943495868141
Position 505: 0.0006035513474949825
Position 1409: 0.0005923242154735397
Position 3770: 0.0005889756641629634
Position 3859: 0.000577372919632751
Position 3609: 0.0004499514308595495
Position 901: 0.00044838219370116534
Position 874: 0.0004447939439559703
Position 4614: 0.00038237597353835286
Position 4676: 0.0003711432791888318
Position 214: 0.000365879470588772
Position 3823: 0.0003331819884431686
Position 2331: 0.00031270199441256913
Position 1426: 0.00027088677376768325
Position 33: 0.00022442035257911334
Position 1852: 0.0002028554295316762
Position 492: 0.0001828084019500008
Position 594: 0.00018119236580938926
Position 4066: 0.00012467701293726808
Position 3756: 0.00012109216203701381
Position 316: 7.390669987862613e-05
Position 751: 7.315822098461015e-05
Position 234: 6.127455268351711e-05
Position 583: 5.184889193622606e-05
Position 843: 4.5284616486867444e-05
Position 1369: 4.362302076143709e-05
Position 892: 3.8056323838240704e-05
Position 587: 1.9224164046017473e-05
Position 3514: 1.7038147405654094e-05
Position 638: 1.63200432700034e-05
Position 3582: 1.4152808236352944e-05
Position 3695: 1.3260393107827616e-05
Position 608: 1.3107070959234465e-05
Position 3711: 9.962739671242049e-06
Position 3763: 8.423707887128542e-06
Position 2834: 6.836847771400144e-06
Position 3123: 6.439676580333199e-06
Position 1984: 5.336589358697096e-06
Position 347: 3.7097841453774112e-06
Position 3231: 2.7868852547760254e-06
Position 541: 2.7045588165883097e-06
Position 3966: 2.617781553172422e-06
Position 631: 2.400712553551008e-06
Position 3777: 2.2169828727037584e-06
Position 180: 2.192506225947374e-06
Position 656: 1.4677850671683803e-06
Position 675: 1.08660822923324e-06
Position 2619: 9.135563193392648e-07
Position 2774: 7.915560762296598e-07
Position 249: 6.359726180248097e-07
Position 340: 5.000633348154358e-07
Position 3: 4.355636159869611e-07
Position 3931: 3.3143021048006653e-07
Position 409: 3.0999485670064307e-07
Position 2930: 2.536053755177774e-07
Position 3507: 2.0223605524322456e-07
Position 2831: 1.0693501045612499e-07
Position 2823: 7.143674523222682e-08
Position 247: 5.224288216761048e-08
Position 259: 1.6005583264777444e-08
Position 453: 1.3514758403146501e-10

Sorted 3' Splice Sites (High to Low Probability):
