Gene = Best2
index = 47
Annotated 5SS: [ 119 3166 4407 4658 5086 5295 6056 8120 8759 8995 9308]
Annotated 3SS: [2801 4295 4470 4716 5165 5947 7879 8448 8901 9064 9458]
SMsplice 5SS: [ 119 3166 4407 4658 5086 5295 6056 8120 8759 8995 9308]
SMsplice 3SS: [2801 4115 4470 4716 5165 5947 7879 8448 8901 9064 9458]
top_k =  500
Partition function (log Z): 37.89213335404312

Sorted 5' Splice Sites (High to Low Probability):
Position 5086: 0.999488218113865
Position 6056: 0.9986261399073485
Position 8995: 0.9984824211152447
Position 8120: 0.9934137866537587
Position 9308: 0.9930215503242821
Position 4407: 0.9868164915193586
Position 5295: 0.9809057733758642
Position 3166: 0.9532966343108942
Position 8759: 0.9499431271130402
Position 4658: 0.9408800660544283
Position 119: 0.8800315019052067
Position 3929: 0.27275128022963924
Position 4218: 0.2691555670958878
Position 5724: 0.13433838614907576
Position 9726: 0.11509076931620342
Position 3440: 0.11278196898027928
Position 10018: 0.11040192362719113
Position 2308: 0.06958937250321752
Position 96: 0.0672768865105658
Position 2690: 0.055280931657760324
Position 4652: 0.04886203271652982
Position 7262: 0.048742987577423194
Position 8687: 0.03129818174789823
Position 2669: 0.02908912103209217
Position 9750: 0.02321142032494158
Position 9178: 0.0222404996443531
Position 5690: 0.021563311561453958
Position 6818: 0.020239666535076986
Position 7277: 0.020116477537075978
Position 8347: 0.018875603629709546
Position 1212: 0.01819149362355091
Position 3584: 0.017965705590870195
Position 5818: 0.013700979423822996
Position 5884: 0.011745665138233065
Position 5870: 0.011120886207923198
Position 4411: 0.009815963185209975
Position 3428: 0.008174281401852782
Position 6522: 0.007997174246714076
Position 10016: 0.006968466607253914
Position 3871: 0.006555296553252587
Position 6486: 0.006439646189545035
Position 5515: 0.006005391242313969
Position 5286: 0.005761845102443926
Position 496: 0.00572114466746176
Position 8720: 0.005266743956138257
Position 366: 0.005208518203169259
Position 10081: 0.005079365560494686
Position 5719: 0.005006847210751391
Position 2253: 0.004948786471978029
Position 9772: 0.004488048167509227
Position 3729: 0.0036891502194632804
Position 2314: 0.0034664591787965876
Position 9355: 0.003326591830724936
Position 7576: 0.0032812812424593985
Position 5663: 0.0032785594181504642
Position 7152: 0.0030698438586442005
Position 7183: 0.002934784607775438
Position 8709: 0.0028107024018005767
Position 9173: 0.00266252134412198
Position 326: 0.0026071371968637174
Position 773: 0.0026032464370779
Position 10192: 0.0025577402105583296
Position 2088: 0.0024126496887967785
Position 8763: 0.002412229171561105
Position 1605: 0.0023885022639752573
Position 1049: 0.002228956766055037
Position 6478: 0.001726924607227548
Position 4198: 0.0017210147497222724
Position 5781: 0.0014379347292591852
Position 4194: 0.001433695114471576
Position 5433: 0.0013768247935706747
Position 8148: 0.0013118807302077754
