Gene = Proc
index = 1388
Annotated 5SS: [ 262 1166]
Annotated 3SS: [ 958 5282]
SMsplice 5SS: [ 800 1166]
SMsplice 3SS: [ 958 5282]
top_k =  500
Partition function (log Z): -4.8741152443586975

Sorted 5' Splice Sites (High to Low Probability):
Position 1166: 0.9902541926123841
Position 800: 0.47934505020167006
Position 262: 0.4127435096262805
Position 6238: 0.1188291223495196
Position 824: 0.09850069180922652
Position 321: 0.089694126503353
Position 283: 0.05359500638510263
Position 373: 0.05241485796863507
Position 1636: 0.03828518654257294
Position 564: 0.013985723481102589
Position 3404: 0.013839381171458135
Position 6521: 0.009414550589090454
Position 500: 0.00916900202061624
Position 494: 0.0057114714481370545
Position 5699: 0.004885622375491481
Position 1205: 0.0038173810222207607
Position 804: 0.0037340592879376725
Position 354: 0.0036426553617646966
Position 2911: 0.0036003921876185743
Position 719: 0.0025880478342515728
Position 808: 0.002577026065615951
Position 185: 0.0023453026374488507
Position 543: 0.0018088449705446817
Position 2244: 0.0015827766977915632
Position 1941: 0.0013980233015207701
Position 4395: 0.0012979646880519203
Position 503: 0.0012692052954052656
Position 551: 0.001253313534647987
Position 1739: 0.0011729756237180856
Position 1197: 0.001090917320092757
Position 3412: 0.0010241099436724195
Position 1144: 0.0009436560140302368
Position 2053: 0.0009168495867090624
Position 1651: 0.0008615844296985778
Position 6072: 0.0008469605558597003
Position 579: 0.0008385777377472989
Position 1773: 0.0008060890357837527
Position 3543: 0.0007685892944144287
Position 1120: 0.0007475316103088548
Position 182: 0.0007148452302869215
Position 313: 0.0006436046449972095
Position 2996: 0.0005844694920694284
Position 230: 0.0005782612273069485
Position 3768: 0.0005318607236536489
Position 1801: 0.0005264617099715628
Position 1397: 0.0005126315880987687
Position 4715: 0.00048435259620219207
Position 1445: 0.00045988635140039165
Position 5501: 0.0004350250310156761
Position 81: 0.00042164112740476707
Position 1692: 0.0004088728515509068
Position 3408: 0.0003938809940334857
Position 6268: 0.0003620293950612226
Position 1950: 0.00033421235116498963
Position 1191: 0.0003207284490888764
Position 5882: 0.0002705614081797483
Position 4279: 0.0002550286855237328
Position 1042: 0.00023686522202734887
Position 52: 0.00023456860463112248
Position 2473: 0.00022752821389702122
Position 140: 0.0002211344651899433
Position 6665: 0.00021943230026513308
Position 291: 0.00019427188109095962
Position 352: 0.0001882425277049388
Position 5624: 0.00018251386319822937
Position 386: 0.00017752728560172692
Position 1225: 0.00016856099013028397
Position 757: 8.317359055761638e-05
Position 112: 6.925707291215043e-05
Position 177: 6.816805245543755e-05
Position 325: 5.8834575264419365e-05
Position 121: 3.923270187099064e-05
Position 828: 3.638949455959984e-05
Position 319: 3.483274255319107e-05
Position 2330: 3.1362241493565355e-05
Position 31: 2.826260652832616e-05
Position 2433: 2.2689867051278555e-05
Position 1441: 1.746461542543708e-05
Position 929: 1.6961758284676985e-05
Position 400: 1.687271388943469e-05
Position 3617: 1.6607457993330874e-05
Position 266: 1.4453331688684848e-05
Position 297: 1.3625982896821412e-05
Position 1324: 1.0219977353506953e-05
Position 739: 5.6142429002044066e-06
Position 1233: 5.340377225697133e-06
Position 1212: 5.073282989312589e-06
Position 23: 4.478217370775843e-06
Position 5: 3.439285948714189e-06
Position 621: 2.3742183049118453e-06
Position 1174: 1.9467796446512713e-06
Position 1149: 1.418145054600765e-06
Position 3630: 8.838312933751627e-07
Position 1493: 5.603845848772224e-07
Position 1064: 3.029469539064296e-07
Position 1472: 2.785394818677653e-07
Position 1535: 1.4771956135002538e-07
Position 1052: 4.981117315234966e-08
Position 2046: 2.016633638029293e-08
Position 419: 1.7192373295380397e-09
Position 1104: 8.434072971631623e-10
Position 1094: 5.478176509180066e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 958: 0.9927523733004243
Position 5282: 0.9142067307024386
Position 621: 0.14486936132408057
Position 6288: 0.12271272039155395
Position 6574: 0.04507479201215255
Position 319: 0.03319090122141759
Position 673: 0.032680110840134176
Position 1319: 0.02451476952184075
Position 2767: 0.016875515575115223
Position 1459: 0.013776763284004076
Position 730: 0.012979545170307947
Position 6144: 0.007760526108128955
Position 3764: 0.007457207214943721
Position 602: 0.0063962625376328755
Position 419: 0.006148647185770613
Position 3639: 0.00515988352810986
Position 1626: 0.004236397406729369
Position 585: 0.003677928975517554
Position 6759: 0.0034142678238946716
Position 5956: 0.0029901140543957096
Position 1593: 0.0028685085700507584
Position 2645: 0.0027064151085485198
Position 2074: 0.002683447873520968
Position 5939: 0.002322344634644885
Position 1267: 0.0022378983202290324
Position 4970: 0.0022194399539175215
Position 5234: 0.0016246233337375172
Position 6312: 0.0014534934613997796
Position 5907: 0.0013162088754050797
Position 5136: 0.0011794462232207802
Position 739: 0.0011467374352997135
Position 400: 0.001014531549853025
Position 2277: 0.0009429839149460939
Position 325: 0.0009149367709927724
Position 4663: 0.0009060722328306275
Position 3178: 0.0007362552838836478
Position 5018: 0.0007091792384489269
Position 5953: 0.0007041944860092472
Position 4283: 0.0006703507163882691
Position 4531: 0.0005766848223272385
Position 4445: 0.0005758175246410376
Position 3800: 0.0005545426511760409
Position 386: 0.0005521294444236563
Position 4332: 0.0005510948524324806
Position 649: 0.0005161973451459453
Position 4855: 0.0005103391838737057
Position 3385: 0.00048135709693268255
Position 1420: 0.000479621592858685
Position 3353: 0.0004713800041974992
Position 4749: 0.0004446987023854202
Position 5756: 0.00044279720900182744
Position 1384: 0.0004400820915685848
Position 5669: 0.00042579411675089336
Position 1323: 0.0004104785572569284
Position 5694: 0.00037636615544618625
Position 695: 0.00037618323577808926
Position 4507: 0.00037258637881483985
Position 3934: 0.0003380896134453184
Position 3525: 0.00031946008769757244
Position 2707: 0.0002864135393528057
Position 3767: 0.0002819679826312519
Position 460: 0.00025594730578258856
Position 4791: 0.00024916802783871253
Position 1341: 0.0002035173913882205
Position 6762: 0.00019451986870382444
Position 3894: 0.00018592743941294338
Position 710: 0.00017797150652449476
Position 981: 0.00016914498463997874
Position 5450: 0.00016792885893437176
Position 2683: 0.00015936014844217995
Position 121: 0.00014650888431154446
Position 757: 0.00013308759809140582
Position 689: 0.00012935190651337114
Position 5315: 0.0001204704407602125
Position 1221: 0.00010824597833226773
Position 579: 0.0001079776533518363
Position 4480: 8.174945488672777e-05
Position 4858: 6.88499109732312e-05
Position 3779: 6.798163482935686e-05
Position 4830: 6.66553101888779e-05
Position 778: 6.160731850704521e-05
Position 3677: 4.3254188894070425e-05
Position 189: 4.2828942063497073e-05
Position 4007: 4.260434825299833e-05
Position 1212: 4.104958757471468e-05
Position 3984: 3.882181808630523e-05
Position 3919: 3.6321174200385264e-05
Position 1472: 3.612788188929868e-05
Position 2098: 3.576067204317044e-05
Position 1441: 3.461249938078403e-05
Position 2302: 2.8602222842715948e-05
Position 2649: 2.227509050932423e-05
Position 491: 2.0618445773463574e-05
Position 3742: 1.9939688035506197e-05
Position 543: 1.950619456286985e-05
Position 3786: 1.930578308770962e-05
Position 2325: 1.670451106414776e-05
Position 2851: 1.234968507102019e-05
Position 1665: 1.1886237849365874e-05
Position 2715: 1.1539748656177415e-05
Position 1885: 1.0784876676032242e-05
Position 1927: 1.0665848039189484e-05
Position 424: 1.0565819378728033e-05
Position 2824: 1.0264784411538984e-05
Position 1984: 8.96985524294477e-06
Position 2954: 8.195443173688745e-06
Position 2693: 5.893972333605258e-06
Position 2426: 5.808137080742989e-06
Position 1940: 4.142237258564649e-06
Position 2255: 3.845375026882478e-06
Position 1949: 3.2661625535399168e-06
Position 860: 2.9695115759354537e-06
Position 1915: 2.917271411041111e-06
Position 1231: 2.118799279426114e-06
Position 203: 6.513985235540985e-07
Position 1535: 5.411993452128363e-07
Position 1119: 4.183729594132015e-07
Position 92: 3.887297309348844e-07
Position 926: 3.8522620157070396e-07
Position 220: 2.997520411119709e-07
Position 272: 2.1206633923971334e-07
Position 1329: 9.976778938914153e-08
Position 347: 9.686718487678492e-08
Position 1041: 7.472833918948883e-08
Position 282: 2.422453086197806e-08
Position 288: 1.8425234289663285e-08
Position 52: 7.562724430752081e-11
Position 297: 1.1022418467342691e-11
Position 266: 1.3475361201773645e-12
