Gene = Ance-2
index = 20
Annotated 5SS: [ 328 1331 1944]
Annotated 3SS: [ 383 1382 2000]
SMsplice 5SS: [ 281 1331 1944]
SMsplice 3SS: [ 383 1382 2000]
top_k =  500
Partition function (log Z): 1.1609700003960057

Sorted 5' Splice Sites (High to Low Probability):
Position 1331: 0.9938147662138244
Position 1944: 0.8705126339305959
Position 281: 0.8143774814222653
Position 1924: 0.10277969162410315
Position 328: 0.08722070221020108
Position 575: 0.034156089493996726
Position 194: 0.021446708945663157
Position 1190: 0.01756282316597822
Position 2201: 0.012644927995605014
Position 1508: 0.01109552905061389
Position 1533: 0.01084188887814189
Position 1935: 0.009819489709588522
Position 1521: 0.009360049601398555
Position 1709: 0.008447911926366524
Position 2060: 0.006097667491111329
Position 2191: 0.004874236306233439
Position 1722: 0.003886401970386513
Position 579: 0.0027322277403236043
Position 628: 0.002679432635560334
Position 2182: 0.0014668509068185827
Position 1689: 0.0014131855777812432
Position 47: 0.0010551552231205048
Position 72: 0.0007037271617323229
Position 860: 0.00051307295818136
Position 272: 0.0004042275809329176
Position 285: 0.00036332601113234594
Position 297: 0.00035511303021332777
Position 299: 0.0003547535407005407
Position 1607: 0.0003257983651475995
Position 1071: 0.0002703809089740423
Position 1625: 0.00022700752306407287
Position 390: 0.00020992945756434603
Position 1839: 0.00017477143302958045
Position 1149: 0.00017251762188596944
Position 240: 0.0001708749406200694
Position 322: 0.00016118903994733958
Position 608: 0.0001570158548451768
Position 1312: 0.00015405370544089195
Position 807: 0.00014969184494027297
Position 902: 0.00013994319811954576
Position 290: 9.611635442131406e-05
Position 1176: 9.165230693854088e-05
Position 229: 9.038946789117384e-05
Position 346: 8.958850785323724e-05
Position 1295: 8.323422633344596e-05
Position 55: 6.78976368695722e-05
Position 1741: 6.660769679458668e-05
Position 26: 6.621285417262855e-05
Position 552: 6.299147110818218e-05
Position 242: 5.0734021586634314e-05
Position 1335: 4.8946557897577117e-05
Position 871: 4.407886466843922e-05
Position 80: 4.3294543511424644e-05
Position 86: 4.246392154771939e-05
Position 1350: 4.237181942125494e-05
Position 77: 3.446169069825397e-05
Position 58: 2.9252551714239727e-05
Position 1893: 2.757804106739335e-05
Position 2293: 2.572522251274147e-05
Position 309: 2.571834708574501e-05
Position 570: 2.344428252010644e-05
Position 974: 2.2724959512912884e-05
Position 2167: 2.120816201001546e-05
Position 2314: 2.0902452646662937e-05
Position 1487: 1.897589311779445e-05
Position 1643: 1.8864565436635198e-05
Position 83: 1.4908085316362894e-05
Position 198: 1.3730518040710607e-05
Position 708: 1.1425084255315844e-05
Position 758: 8.99119484063546e-06
Position 2034: 7.680240643708378e-06
Position 138: 7.301234656299773e-06
Position 1261: 4.563311023355947e-06
Position 2100: 4.5493560290307825e-06
Position 486: 4.479994006104188e-06
Position 2064: 4.326903880315152e-06
Position 184: 3.1333413948353402e-06
Position 97: 3.7735973279931976e-07
Position 1058: 2.997693235437316e-07
Position 531: 2.4015934893599684e-07
Position 1249: 2.2025179817003531e-07
Position 1110: 2.0157901659025225e-07
Position 819: 1.5065319609100299e-07
Position 41: 1.0899126852105062e-07
Position 1275: 5.1406671595140975e-08
Position 1252: 5.099099830012145e-08
Position 1768: 4.241016299824969e-08
Position 2017: 3.587151251663974e-08
Position 1287: 3.4081196669717785e-08
Position 1900: 2.932362836889365e-08
Position 497: 2.809509420982172e-08
Position 2025: 2.5491233657806844e-08
Position 181: 9.05652924655992e-09
Position 2102: 7.857378637756066e-09
Position 760: 7.303487866996986e-09
Position 923: 6.44223700225051e-09
Position 750: 6.227087852339098e-09
