Gene = sturkopf
index = 1898
Annotated 5SS: [122 658]
Annotated 3SS: [255 716]
SMsplice 5SS: [658]
SMsplice 3SS: [716]
top_k =  500
Partition function (log Z): -7.410879973880661

Sorted 5' Splice Sites (High to Low Probability):
Position 658: 0.936308871073541
Position 122: 0.08849595706454744
Position 1010: 0.06386619693688447
Position 1412: 0.061006681996806866
Position 1075: 0.014588683100193027
Position 1078: 0.011608995678151764
Position 849: 0.009276005289378617
Position 524: 0.008114213454053916
Position 1033: 0.0072583620584641476
Position 1024: 0.006291711452509355
Position 338: 0.005059473536628916
Position 1031: 0.004799689927148974
Position 689: 0.003879267616465785
Position 943: 0.0037600343700405184
Position 592: 0.0035389227456635256
Position 1533: 0.003512227151824723
Position 1073: 0.002784572744896104
Position 5: 0.001357952435422936
Position 651: 0.001347166947791638
Position 761: 0.001209896991046443
Position 998: 0.0011639593865889388
Position 1406: 0.0011144619884487636
Position 341: 0.0008154441662704538
Position 1238: 0.0007322448236387982
Position 965: 0.0006381254840144141
Position 415: 0.0005180282455463955
Position 45: 0.00046979475538235524
Position 31: 0.000467415254413384
Position 889: 0.00045397857891738225
Position 1214: 0.00045337336138438343
Position 583: 0.0004349512602335717
Position 400: 0.00040981952437456245
Position 1337: 0.0003070523274144373
Position 180: 0.00025125823760758365
Position 1264: 0.0002443002626064591
Position 1292: 0.00016938896879949437
Position 1440: 0.00014135580630566564
Position 1449: 0.00013676618335006137
Position 1000: 0.00010901658635153444
Position 629: 9.74226701060286e-05
Position 662: 8.528679024339296e-05
Position 1442: 8.036071044550037e-05
Position 174: 7.390064718257026e-05
Position 605: 6.618073524721953e-05
Position 126: 5.9020155439395575e-05
Position 1169: 5.505074447019135e-05
Position 982: 5.425425780802859e-05
Position 1181: 5.1715135058580315e-05
Position 854: 4.977751380680837e-05
Position 59: 4.47188836085171e-05
Position 685: 3.322614823277564e-05
Position 1456: 3.164604538376632e-05
Position 842: 2.9522254807468988e-05
Position 360: 2.8108051249841128e-05
Position 391: 2.6676950783773107e-05
Position 930: 2.6605387950660722e-05
Position 750: 2.3045947389528888e-05
Position 389: 1.5369683561158843e-05
Position 645: 1.5203761596425361e-05
Position 1584: 1.4810101708575094e-05
Position 101: 1.3687824995944767e-05
Position 209: 6.234772522046538e-06
Position 319: 5.339055456563637e-06
Position 1153: 4.339742490389836e-06
Position 258: 3.323479112956153e-06
Position 664: 2.34280358107389e-06
Position 189: 2.1104750100777357e-06
Position 480: 1.8944761847802277e-06
Position 437: 1.5474212169438671e-06
Position 260: 1.1921866359512154e-06
Position 672: 1.0594156661911633e-06
Position 558: 7.665284817472237e-07
Position 113: 3.0193827674395206e-07
Position 955: 1.328231646055824e-09
Position 218: 5.614871111707764e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 716: 0.763282117349853
Position 1132: 0.3440423620939249
Position 1611: 0.04355747166918172
Position 186: 0.03810279264750203
Position 1512: 0.020806764558189535
Position 1470: 0.006291334358391898
Position 437: 0.006152211394439273
Position 591: 0.004564036538127601
Position 432: 0.003499375693305045
Position 1315: 0.002282985555199291
Position 197: 0.0022196203283840724
Position 1172: 0.001740650864690826
Position 523: 0.0014110037454792466
Position 307: 0.0011828424801951247
Position 453: 0.000948979425430298
Position 603: 0.0009167743917775479
Position 414: 0.0007248148786363242
Position 258: 0.00067739362186789
Position 161: 0.0006714970362788899
Position 255: 0.0006701643864973966
Position 1053: 0.0006600834893694562
Position 743: 0.0004382011278059994
Position 1584: 0.00039922084619181973
Position 268: 0.00035000278175034195
Position 1598: 0.0003386983265430293
Position 456: 0.00030756085719704573
Position 325: 0.0002588290264968761
Position 904: 0.0002443209678598385
Position 657: 0.00023334751994138727
Position 1153: 0.00013949169544688183
Position 398: 0.00013789635807511959
Position 141: 0.00012875907471801717
Position 1478: 9.058504029156526e-05
Position 1636: 8.702796329407331e-05
Position 1336: 7.875389926702537e-05
Position 774: 7.198075929534548e-05
Position 1099: 6.612659705823424e-05
Position 1541: 4.393072145889997e-05
Position 1396: 3.3887327358336066e-05
Position 1643: 2.4012830972115936e-05
Position 1204: 1.9793840600939694e-05
Position 1180: 1.961721845063805e-05
Position 107: 1.9567734182741902e-05
Position 1552: 1.8831817217395622e-05
Position 1620: 1.7412101267276766e-05
Position 612: 1.6941489274185294e-05
Position 943: 1.6887111630344816e-05
Position 1009: 1.5991696941911334e-05
Position 645: 1.235628261884901e-05
Position 126: 1.093421712135028e-05
Position 376: 9.879045364768194e-06
Position 745: 8.62134596424985e-06
Position 626: 6.664740996562671e-06
Position 470: 5.806251531481131e-06
Position 551: 5.558199596882123e-06
Position 554: 4.981770911206585e-06
Position 270: 4.4558167455182595e-06
Position 1241: 3.7887893121490776e-06
Position 473: 2.229405572928301e-06
Position 332: 1.4938863801995637e-06
Position 1264: 1.0254261023122091e-06
Position 1230: 5.330927589258145e-07
Position 1325: 3.808501476100447e-07
Position 337: 1.045647281882995e-13
