Gene = MFS3
index = 1267
Annotated 5SS: [ 210 3272 3625]
Annotated 3SS: [2242 3337 3691]
SMsplice 5SS: [ 210 3272 3625]
SMsplice 3SS: [2242 3337 3691]
top_k =  500
Partition function (log Z): 2.9896431243186052

Sorted 5' Splice Sites (High to Low Probability):
Position 3272: 0.9976321939359096
Position 3625: 0.9863523021087007
Position 210: 0.3910142202424359
Position 686: 0.38423525896046073
Position 373: 0.20596972980293282
Position 2036: 0.1993270939109786
Position 305: 0.1683291176530021
Position 1742: 0.12328356026141235
Position 1796: 0.07112224585285844
Position 1946: 0.06327409909225337
Position 2607: 0.030689239760543077
Position 408: 0.021793732859495228
Position 1805: 0.02014747583163824
Position 3984: 0.017215003993872397
Position 1282: 0.013311129070681304
Position 1801: 0.01295465367331545
Position 3581: 0.00954156684293369
Position 369: 0.00722695783066745
Position 2825: 0.006165705240499704
Position 404: 0.005714562278181347
Position 3160: 0.005531814085857265
Position 1319: 0.005302028695194775
Position 4094: 0.00504970884258287
Position 521: 0.004958013190974983
Position 309: 0.004076227046016787
Position 540: 0.003290068951058401
Position 2043: 0.003115236506024208
Position 412: 0.0028906326252713323
Position 2200: 0.0028756787476762976
Position 2098: 0.00283977227963635
Position 3120: 0.001993805998366096
Position 138: 0.0016818616120567473
Position 70: 0.0016403518377770508
Position 7: 0.0016371795823576204
Position 2314: 0.001590396777218046
Position 3304: 0.0014868683633977064
Position 596: 0.0014427538705301772
Position 360: 0.0013534727305873403
Position 1213: 0.0013060618943751983
Position 65: 0.0012667145827768688
Position 1701: 0.0012630518239891762
Position 3970: 0.001046640433460944
Position 344: 0.0010406316958262232
Position 363: 0.0007651873052934905
Position 820: 0.0007490809775256839
Position 416: 0.0007159191279029459
Position 761: 0.0006141550756615917
Position 418: 0.0005503200082139073
Position 664: 0.000417573927497877
Position 4003: 0.000390261072365841
Position 414: 0.0003780895038135472
Position 912: 0.0003454016700800037
Position 1750: 0.0002103499044618588
Position 4001: 0.0001826533596970685
Position 4066: 0.00016085333075544677
Position 288: 0.00015466149456234168
Position 3276: 0.00014012169211720594
Position 895: 0.0001317220788025148
Position 953: 0.0001233863340788734
Position 1271: 0.00010312947775033424
Position 1076: 9.636452555242996e-05
Position 214: 9.593570720746858e-05
Position 4083: 9.389821786372312e-05
Position 4104: 9.213170632332236e-05
Position 1073: 8.416474656494218e-05
Position 3601: 6.762641417927766e-05
Position 3962: 5.922695784665604e-05
Position 905: 5.89462934962202e-05
Position 837: 5.8416427497134695e-05
Position 3450: 5.540872825014987e-05
Position 3586: 5.1214689216301836e-05
Position 4043: 4.164023654949253e-05
Position 3547: 3.904286158272743e-05
Position 4098: 3.4848580503743574e-05
Position 367: 3.3807898766362085e-05
Position 182: 3.0634305849792777e-05
Position 75: 2.4279139310586314e-05
Position 3338: 2.0434860937000783e-05
Position 438: 1.5801834925003866e-05
Position 3847: 1.5013142969513156e-05
Position 377: 1.0668633096093779e-05
Position 285: 1.0103956389358359e-05
Position 3459: 7.978473475404578e-06
Position 420: 6.9186203138384606e-06
Position 3: 5.448939926136527e-06
Position 2344: 4.487887305790745e-06
Position 241: 4.08447086696205e-06
Position 3448: 3.0894224653400974e-06
Position 3463: 2.70224103958592e-06
Position 3758: 2.476437490853097e-06
Position 773: 2.340989986547948e-06
Position 529: 2.2102927203121084e-06
Position 3955: 1.976694416539182e-06
Position 507: 1.8915951463824474e-06
Position 33: 1.6978286022421956e-06
Position 59: 1.1404846014126296e-06
Position 54: 9.980589141047874e-07
Position 4069: 9.473550824761742e-07
Position 296: 8.27565182615418e-07
Position 602: 8.113654046306279e-07
Position 809: 5.81483107175207e-07
Position 105: 2.594840530981812e-07
Position 80: 2.470437927135239e-07
Position 551: 1.1580445638471151e-07
Position 875: 1.0886301835564338e-07
Position 748: 5.692613234595424e-08
Position 696: 5.1111043555579787e-08
Position 3400: 3.038983281403261e-08
Position 3725: 2.8464249171424545e-08
Position 3311: 2.659394115828518e-08
Position 263: 1.0480635998585011e-08
Position 3489: 6.208184094477171e-09
Position 3610: 4.511508671247086e-09
Position 395: 3.065757101747532e-09
Position 3412: 2.8769867351037773e-09
Position 3472: 2.136870487055888e-09
Position 217: 1.0896415704803996e-09
Position 422: 5.663863815623461e-10
Position 3434: 1.3202982302579438e-12
Position 2485: 6.171071304081407e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 3691: 0.9962898975533006
Position 3337: 0.9934527946133911
Position 2242: 0.9839459092910118
Position 1908: 0.154586537498624
Position 967: 0.13581558591517615
Position 465: 0.11777871661049469
Position 437: 0.10415118139738949
Position 998: 0.05454418785126659
Position 1830: 0.04068959886896548
Position 576: 0.040239822996321103
Position 3230: 0.019725546186588193
Position 3159: 0.019086638413274227
Position 4055: 0.01781713530368082
Position 1640: 0.01682419937728471
Position 404: 0.013031712833734053
Position 1107: 0.010873412517805743
Position 1040: 0.00905127969888294
Position 3107: 0.008566970719121176
Position 1555: 0.007295976364991807
Position 1529: 0.007120944393441606
Position 1507: 0.0061202602624697575
Position 4165: 0.006059390248539039
Position 1097: 0.006054538990374549
Position 1169: 0.005506173996595553
Position 3342: 0.003177113407874812
Position 263: 0.0025432800399308275
Position 1809: 0.0023568802298154896
Position 1587: 0.0021933215674846815
Position 3366: 0.002080503887863652
Position 1229: 0.0017517019927441673
Position 2909: 0.0012357130863496898
Position 359: 0.0011471747031661004
Position 1912: 0.0010943853179360885
Position 1441: 0.0008376310012588964
Position 539: 0.000753474873106601
Position 3002: 0.0007325011683499268
Position 2712: 0.0007238491034798395
Position 1741: 0.0006872636804113501
Position 1472: 0.0005795928473404026
Position 112: 0.0005221132509115496
Position 3400: 0.00047663978343431227
Position 1200: 0.00044315395555048005
Position 132: 0.0004000325863305171
Position 115: 0.0003889943822043715
Position 2428: 0.0002862522896858374
Position 138: 0.00026104324038003383
Position 293: 0.0002109238164294679
Position 4069: 0.00020378534248045963
Position 1080: 0.00017306676184922022
Position 2568: 0.0001615709028549665
Position 296: 0.00015504209289239767
Position 4076: 0.00011501851527969047
Position 4024: 0.00010636231094752447
Position 4094: 9.592254691204395e-05
Position 1485: 8.091003078391824e-05
Position 837: 7.466065062854782e-05
Position 1411: 7.342677700162602e-05
Position 383: 7.329898949134643e-05
Position 4181: 7.200226396279274e-05
Position 4129: 6.756508057770875e-05
Position 3783: 6.690203813475915e-05
Position 557: 6.0548236078637674e-05
Position 169: 2.2185595332288033e-05
Position 161: 2.1926075048219087e-05
Position 122: 2.1730936614007662e-05
Position 194: 2.139553483887993e-05
Position 3444: 1.8801239992042778e-05
Position 248: 1.5785281584049113e-05
Position 198: 1.4629783219697497e-05
Position 3955: 1.2822207334546621e-05
Position 4101: 3.777027080127864e-06
Position 1118: 2.4658592368423873e-06
Position 235: 1.83638531124647e-06
Position 337: 1.6924677341270585e-06
Position 319: 1.6402563965218996e-06
Position 210: 7.932380639579309e-07
Position 758: 6.874324766397955e-07
Position 664: 3.144157594816537e-07
Position 182: 1.41727709742871e-07
Position 142: 1.3895241468371658e-07
Position 305: 4.1308765699296204e-08
Position 214: 1.551206502686787e-08
Position 344: 7.51406462340816e-09
Position 89: 3.7644534613814136e-14
