Gene = tow
index = 1915
Annotated 5SS: [ 151 1914 3592 3703 5060 5254]
Annotated 3SS: [1575 3407 3644 4391 5114 5421]
SMsplice 5SS: [1914 3592 3703 5060 5254]
SMsplice 3SS: [3407 3644 4391 5129 5421]
top_k =  500
Partition function (log Z): 4.735916668685464

Sorted 5' Splice Sites (High to Low Probability):
Position 5254: 0.999557762906416
Position 5060: 0.985446040986554
Position 3592: 0.9736787560862808
Position 3703: 0.8253072462697273
Position 1914: 0.36985532858981435
Position 246: 0.24445292220718157
Position 324: 0.15945679126453732
Position 151: 0.13473013104887452
Position 3114: 0.12731529816805434
Position 4042: 0.10111042960244668
Position 6091: 0.06985539190954321
Position 6265: 0.028836755904902204
Position 990: 0.028318571849958236
Position 688: 0.026628400692367563
Position 652: 0.02167374376602793
Position 3845: 0.020064390267688234
Position 2371: 0.017466427604528843
Position 4296: 0.012413469379900085
Position 969: 0.011306468733931261
Position 2519: 0.010256708182572327
Position 4998: 0.008342161604075844
Position 1187: 0.00796533105814601
Position 4213: 0.0074965030731504135
Position 3880: 0.007042597679256088
Position 1985: 0.006657925941428789
Position 218: 0.005450374914849458
Position 1299: 0.004916084236393389
Position 4258: 0.004577246567572713
Position 2393: 0.0044488957153642344
Position 949: 0.004306705106518448
Position 1272: 0.004271208814541371
Position 6050: 0.004010279431699169
Position 633: 0.00394612297175729
Position 2685: 0.003745892211182658
Position 5805: 0.0033763077689516795
Position 5485: 0.0026014284813026607
Position 2403: 0.002513724826801547
Position 5064: 0.0021573770899886774
Position 4: 0.0019274751465453543
Position 5541: 0.0019242280198695787
Position 2359: 0.0017404511125380933
Position 2395: 0.0016761997207731941
Position 2397: 0.001642556661816127
Position 1192: 0.0016349194361629025
Position 1884: 0.0016261327094239982
Position 1315: 0.0015004897998014805
Position 5661: 0.0014618404817516642
Position 2399: 0.0014576812567415366
Position 1918: 0.001341549986137195
Position 128: 0.0013256701125753693
Position 3772: 0.0012420073331575283
Position 1413: 0.0012222197199769414
Position 106: 0.0011882162416916565
Position 3596: 0.0011220972231692084
Position 2017: 0.0010885715960685283
Position 4132: 0.00076227218234616
Position 1135: 0.0006873218247842372
Position 1232: 0.0006733117162044992
Position 216: 0.0006612754067698947
Position 645: 0.0006422873277243729
Position 342: 0.0006233010055452557
Position 1662: 0.0005553892165081929
Position 5646: 0.0005251316026247361
Position 234: 0.0005089926901278365
Position 258: 0.00047979796521654456
