Gene = Saf6
index = 1465
Annotated 5SS: [ 476  676 1708 2000]
Annotated 3SS: [ 528  728 1765 2056]
SMsplice 5SS: [ 476  676 1708 2000]
SMsplice 3SS: [ 528  728 1772 2056]
top_k =  500
Partition function (log Z): 2.9393259711995685

Sorted 5' Splice Sites (High to Low Probability):
Position 676: 0.9987444708892276
Position 476: 0.9654731924812989
Position 2000: 0.922546373060813
Position 1708: 0.9087716510450288
Position 196: 0.02384654380147781
Position 176: 0.022232973104298094
Position 1699: 0.013582004377974211
Position 1113: 0.012843669417275366
Position 1459: 0.012744825764783021
Position 1001: 0.012486859822759683
Position 208: 0.009515223243663856
Position 1254: 0.008738002419710834
Position 507: 0.008110994500825088
Position 1938: 0.007703777279190885
Position 369: 0.00719169317407155
Position 2509: 0.004216316196421277
Position 16: 0.0032436154664413253
Position 2085: 0.002484090039964423
Position 187: 0.0020160330615034932
Position 2037: 0.0018118421227019286
Position 823: 0.001697215888530865
Position 1117: 0.0014960097053065625
Position 335: 0.0014933430061776054
Position 2446: 0.001474371564946772
Position 1017: 0.0012913185481854708
Position 49: 0.0010570110726496268
Position 1953: 0.0010141977621931993
Position 1826: 0.0008727621492930597
Position 278: 0.0008512501706448784
Position 2378: 0.00082451844157408
Position 1930: 0.0007787304327664366
Position 1260: 0.0007353961029055181
Position 11: 0.0006867720164044192
Position 2032: 0.0006242226024619527
Position 658: 0.0005873949816016566
Position 223: 0.0005040335070530912
Position 1012: 0.00047911788059679697
Position 2375: 0.00042511104820376833
Position 1365: 0.00036371073455408547
Position 59: 0.0003257528347290892
Position 2134: 0.0003064205575067361
Position 1235: 0.0002105479581406469
Position 1964: 0.00020689692709463742
Position 46: 0.0001974797748028351
Position 160: 0.00015068027986969742
Position 1684: 0.00014463147945569985
Position 2326: 0.00014024544358705733
Position 1692: 0.00012967127689965402
Position 921: 0.00011540234135094201
Position 1987: 0.00010769290649905355
Position 2074: 8.481218993200232e-05
Position 296: 8.35681399332954e-05
Position 525: 7.901821245294393e-05
Position 414: 7.141474953608976e-05
Position 2142: 5.874615073938578e-05
Position 1578: 4.8609375704291816e-05
Position 2289: 4.3345848530456124e-05
Position 908: 3.761521489607836e-05
Position 1422: 3.729698279284543e-05
Position 1728: 3.193604733690904e-05
Position 290: 2.9762579204630158e-05
Position 37: 2.7924817436020534e-05
Position 77: 2.6626055412197107e-05
Position 468: 2.4830553351109716e-05
Position 1346: 2.2577988780488514e-05
Position 969: 1.9587131352567987e-05
Position 62: 1.4482265602608339e-05
Position 1621: 1.3830724650265178e-05
Position 401: 1.3284088468458538e-05
Position 865: 1.2766097392115644e-05
Position 2390: 1.1127143548613289e-05
Position 624: 8.846102488690021e-06
Position 363: 8.468478847940587e-06
Position 2530: 7.819271306187739e-06
Position 2454: 6.677015760810116e-06
Position 789: 5.613952282265359e-06
Position 680: 5.363032445590398e-06
Position 687: 5.208293359138709e-06
Position 622: 5.078655780845112e-06
Position 780: 4.968040818012538e-06
Position 382: 3.5986026455243955e-06
Position 411: 3.5541512482522803e-06
Position 530: 1.6520174961902607e-06
Position 1773: 1.7880193458196488e-07
Position 1003: 1.6424051800329688e-07
Position 244: 1.3190601330037423e-07
Position 1107: 1.2290767175504456e-07
Position 765: 9.519965424673484e-08
Position 551: 9.140631325347633e-08
Position 929: 5.483232344154166e-08
Position 1005: 4.614756614728107e-08
Position 807: 3.486369701060019e-08
Position 1062: 3.325310812688956e-08
Position 2172: 1.761370537355755e-08
Position 762: 8.60846416790822e-09
Position 1919: 7.063722483879266e-09
Position 604: 3.1497393932483353e-09
Position 632: 2.0237313337256156e-09
Position 732: 1.2444423633045033e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 728: 0.9974419674882405
Position 2056: 0.8753993782016937
Position 528: 0.8723730696421578
Position 1772: 0.692612529607722
Position 1765: 0.1597531265458732
Position 566: 0.08745060769697119
Position 2114: 0.06481667903071954
Position 1784: 0.06400652784615418
Position 278: 0.06228203859724978
Position 1079: 0.01569380539681791
Position 537: 0.007612695214716874
Position 1529: 0.007406448841884636
Position 431: 0.006844370247105389
Position 2576: 0.0067440144209032936
Position 1296: 0.0063230435061514545
Position 540: 0.004209598991788487
Position 1523: 0.004093699784313688
Position 1400: 0.0030608425161519136
Position 1602: 0.0024572772993677622
Position 588: 0.002386279570407164
Position 2244: 0.002281255072203161
Position 1638: 0.0022571572704663955
Position 1563: 0.00218889398385635
Position 1877: 0.0018501785962821706
Position 2433: 0.0014494018555261136
Position 2119: 0.00140363796369565
Position 2296: 0.001144299414411954
Position 407: 0.001102495552215347
Position 2081: 0.0010691141411943938
Position 1314: 0.0010021151932729923
Position 1781: 0.0009551103355112894
Position 2259: 0.0007847277513382342
Position 404: 0.000732705502328784
Position 115: 0.0006140929263317591
Position 1546: 0.0005837925461358076
Position 618: 0.000485275956447737
Position 1356: 0.00045427809325820077
Position 2167: 0.0004346046756766044
Position 118: 0.00040804834107884414
Position 2350: 0.0003633952737117601
Position 887: 0.00032934431153117187
Position 956: 0.00031610416682638874
Position 2094: 0.00025936216483029537
Position 1166: 0.00025319011360112556
Position 1732: 0.0001910062124719288
Position 1490: 0.00018265216282449577
Position 2600: 0.0001745968402295692
Position 2289: 0.00016096411214838383
Position 363: 0.00015483114872193884
Position 2518: 0.0001450432845849911
Position 2070: 0.00013308830310914256
Position 948: 0.0001329392183443446
Position 1830: 0.00011233778054640215
Position 235: 0.00010774719393668302
Position 1789: 0.00010560434800681277
Position 1448: 9.964748821327481e-05
Position 2192: 8.013016144235809e-05
Position 2368: 7.113904333061648e-05
Position 1148: 6.538168985222152e-05
Position 2029: 6.298324292952197e-05
Position 1346: 5.943129667574248e-05
Position 1607: 5.935645651088857e-05
Position 573: 5.508006102971861e-05
Position 171: 5.223344253190396e-05
Position 1660: 5.084979937863491e-05
Position 2125: 4.6550797538370496e-05
Position 1364: 4.5549000665833186e-05
Position 1353: 4.360931532068478e-05
Position 1813: 4.287775257854969e-05
Position 296: 3.7289467376386624e-05
Position 1151: 2.7868062670513623e-05
Position 1412: 2.5560610866386313e-05
Position 1683: 2.287017550296665e-05
Position 789: 2.1258310434081055e-05
Position 138: 1.952884038181703e-05
Position 597: 1.9406470320795053e-05
Position 1379: 1.7234904355517107e-05
Position 1052: 1.6521444347968417e-05
Position 798: 1.538303591230174e-05
