Gene = atilla
index = 1614
Annotated 5SS: [ 343 1083]
Annotated 3SS: [ 911 2115]
SMsplice 5SS: [ 343 1083]
SMsplice 3SS: [ 911 2115]
top_k =  500
Partition function (log Z): -2.273390919831523

Sorted 5' Splice Sites (High to Low Probability):
Position 1083: 0.9639756557985463
Position 343: 0.833647220916496
Position 611: 0.24827554394761686
Position 1213: 0.03449084219293972
Position 845: 0.027815823533701888
Position 1365: 0.02296430790741037
Position 1252: 0.01684227792968729
Position 381: 0.012445197628778926
Position 606: 0.010176360473238487
Position 1292: 0.009462746727651664
Position 1307: 0.008419790273624685
Position 421: 0.007092811221150641
Position 481: 0.006441466623296785
Position 781: 0.005599116198997905
Position 815: 0.004937366738545369
Position 1701: 0.0036428973760511928
Position 1274: 0.002579763372788582
Position 1283: 0.0017620452140763821
Position 1060: 0.0012697218588015823
Position 223: 0.0012694624784978796
Position 155: 0.0012489474376077736
Position 1711: 0.001188342287426649
Position 211: 0.0011583940781002883
Position 1070: 0.001030510220388587
Position 1541: 0.000871036926260932
Position 204: 0.0007503888741760211
Position 201: 0.0006470200814358734
Position 2359: 0.0004559692272111655
Position 1704: 0.00045226435793889214
Position 1480: 0.000394574266613802
Position 1776: 0.00037973380453764125
Position 347: 0.0003428208571170695
Position 2271: 0.00033578002296726696
Position 659: 0.00031846381548067935
Position 266: 0.00030699998730795395
Position 111: 0.0002747923684684899
Position 300: 0.00022524311789859537
Position 1358: 0.00020197639263558163
Position 340: 0.00020073271310585157
Position 738: 0.00016269082752047503
Position 1331: 0.00013882909584434107
Position 763: 0.00013690041802835997
Position 426: 0.00011945953570692624
Position 397: 0.00011688924853951915
Position 2361: 0.00011568205953004784
Position 1735: 7.516652605978463e-05
Position 171: 5.73011152503258e-05
Position 1634: 5.287756447010986e-05
Position 1087: 4.68493058306499e-05
Position 2205: 3.982250152958066e-05
Position 164: 3.877565571611346e-05
Position 26: 2.326271796311716e-05
Position 14: 1.7738353084123237e-05
Position 649: 1.1502984897273105e-05
Position 712: 9.838066134909923e-06
Position 428: 9.062658120188775e-06
Position 674: 8.23053682221084e-06
Position 39: 5.919221636897536e-06
Position 102: 4.450313695280017e-06
Position 2376: 2.696994838028862e-06
Position 324: 1.9321867503397313e-06
Position 413: 1.7343780000747296e-06
Position 82: 1.4886761501693904e-06
Position 2318: 1.4800432143964267e-06
Position 406: 5.837844438468752e-07
Position 558: 3.0403850840998354e-07
Position 270: 2.5975214085175813e-07
Position 550: 1.308664681617248e-07
Position 326: 5.389303782310974e-08
Position 75: 3.461944416876471e-08
Position 309: 2.2894455588574898e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2115: 0.9882948582961476
Position 911: 0.6798417639690637
Position 681: 0.20674189269235738
Position 515: 0.10586303546075498
Position 480: 0.07811229549802698
Position 1133: 0.0693106621214205
Position 1193: 0.025889958069835503
Position 406: 0.013352616084091336
Position 695: 0.012540426485023997
Position 424: 0.009766886442094749
Position 638: 0.008247030525887744
Position 1574: 0.004812409709534786
Position 266: 0.0036290499373903863
Position 934: 0.003627742769771106
Position 433: 0.003207121320325241
Position 457: 0.003042109457526033
Position 709: 0.002706956272399225
Position 967: 0.002298599142191033
Position 759: 0.002144365167938043
Position 2005: 0.0012638017958052764
Position 1863: 0.0012540723941195972
Position 201: 0.0010705319766204726
Position 413: 0.0010434415941602106
Position 1676: 0.0008570314916793377
Position 2424: 0.0008156397114825464
Position 1828: 0.0007250886472140135
Position 1432: 0.0006652098260051738
Position 550: 0.0005456492042011492
Position 1014: 0.00048205385785355157
Position 925: 0.0004567978915900012
Position 738: 0.00045452461365898933
Position 1516: 0.0004393735678417745
Position 1173: 0.00023994937806992025
Position 973: 0.00020800213357834456
Position 610: 0.00017731380021595263
Position 1304: 0.00011588864111119103
Position 2343: 9.096925921920708e-05
Position 1971: 8.369137907921815e-05
Position 1135: 7.353932396409618e-05
Position 1781: 6.499969867120774e-05
Position 2197: 6.219192115845889e-05
Position 860: 4.7583559802852384e-05
Position 1600: 4.743262813313526e-05
Position 1930: 4.574077800146885e-05
Position 1252: 4.33409288547222e-05
Position 1750: 3.682612646439367e-05
Position 2256: 3.6597424493248565e-05
Position 102: 2.5805951049027466e-05
Position 723: 2.212205028797558e-05
Position 300: 1.8545073172405312e-05
Position 209: 1.6884469119241313e-05
Position 1477: 1.3874036291627868e-05
Position 2171: 1.2833379513422645e-05
Position 1286: 1.148487025927791e-05
Position 2383: 1.0547358251776195e-05
Position 1728: 1.04694945708483e-05
Position 2168: 1.0439328248276843e-05
Position 2017: 9.001145262929436e-06
Position 340: 8.18630758102738e-06
Position 1747: 7.286300234487652e-06
Position 1492: 7.240222675415702e-06
Position 1623: 6.742230290611326e-06
Position 1538: 4.711615591545824e-06
Position 1374: 4.666146505641039e-06
Position 1361: 4.076947586226945e-06
Position 1024: 2.209126009657891e-06
Position 711: 1.88073826060211e-06
Position 122: 1.784093925357749e-06
Position 822: 1.728346310475443e-06
Position 1048: 1.3624894230090558e-06
Position 1039: 1.3084485932463202e-06
Position 155: 1.0876221166412475e-06
Position 111: 1.0180648466409016e-06
Position 381: 7.440816265987035e-07
Position 772: 6.641841229554561e-07
Position 1059: 4.2051649725314057e-07
Position 397: 1.8259180314787813e-07
Position 82: 7.1942065000627005e-09
Position 169: 2.5827075371960888e-09
Position 124: 5.133334941036158e-11
Position 347: 4.915653450457396e-11
Position 119: 1.482874450431048e-13
