Gene = Elp3
index = 1153
Annotated 5SS: [ 101  405 1327]
Annotated 3SS: [ 162  460 1379]
SMsplice 5SS: [ 101  405 1327]
SMsplice 3SS: [ 162  460 1379]
top_k =  500
Partition function (log Z): 1.8309451168574196

Sorted 5' Splice Sites (High to Low Probability):
Position 405: 0.9939979896304678
Position 101: 0.9098004185233443
Position 1327: 0.794276259554865
Position 105: 0.08616239463279274
Position 717: 0.05408831669504945
Position 625: 0.04688244341182028
Position 1322: 0.030759167477230516
Position 1498: 0.03030157317675964
Position 844: 0.007416231026763157
Position 992: 0.006922915766374079
Position 1909: 0.006540487564413999
Position 815: 0.004278766709450462
Position 252: 0.003403339231567679
Position 1295: 0.0018143578660733196
Position 695: 0.0013434127788035399
Position 1001: 0.000836775821148706
Position 6: 0.0005477012792113325
Position 707: 0.0005020042565906238
Position 96: 0.0004967301433598455
Position 580: 0.0004761034919115689
Position 1669: 0.0004441957916347301
Position 1192: 0.00042612892907080007
Position 1456: 0.00037987149737131806
Position 1288: 0.0003049933443263796
Position 400: 0.0002812795257371469
Position 1597: 0.00024211138933246773
Position 1046: 0.00015657487499609078
Position 832: 0.0001484139259439288
Position 565: 0.00014423319673577992
Position 409: 0.00013436968478964427
Position 577: 0.00010075651893100173
Position 1684: 9.915672956786677e-05
Position 1003: 8.404030369249806e-05
Position 279: 8.230026075518084e-05
Position 61: 5.321453567816785e-05
Position 1111: 4.919094053877287e-05
Position 1216: 4.1799691566043016e-05
Position 192: 4.0693970204832175e-05
Position 619: 3.729729289897685e-05
Position 1182: 2.6931439505168828e-05
Position 1936: 2.6926694889975998e-05
Position 1560: 2.6908232028012117e-05
Position 1268: 2.582418562364393e-05
Position 50: 2.268654755797322e-05
Position 1916: 1.7965311623805677e-05
Position 1076: 1.7389399059338524e-05
Position 684: 1.7165266571147378e-05
Position 1102: 1.665947789855801e-05
Position 1748: 1.548574531461342e-05
Position 110: 1.421210716758394e-05
Position 803: 1.030510130273547e-05
Position 304: 7.4118502398470725e-06
Position 32: 6.996164820710629e-06
Position 727: 6.82759144827881e-06
Position 55: 6.347836689241025e-06
Position 10: 5.815567402624852e-06
Position 122: 5.385682468343461e-06
Position 721: 3.102279781950718e-06
Position 530: 2.2522136283010517e-06
Position 742: 2.1713691165083573e-06
Position 318: 5.73828863195847e-07
Position 939: 4.5847051935455934e-07
Position 1334: 3.4178963723528156e-07
Position 918: 3.206173127403569e-07
Position 1286: 3.167951194473036e-07
Position 336: 2.787792613533424e-07
Position 1526: 2.2843303072865366e-07
Position 700: 1.9199225729746603e-07
Position 656: 1.1643336886378644e-07
Position 950: 1.0955666984298282e-07
Position 495: 1.0267365145760076e-07
Position 1247: 8.620026321079531e-08
Position 136: 7.57659493400064e-08
Position 165: 6.897024635349478e-08
Position 1166: 6.779446290605136e-08
Position 498: 6.094399774487181e-08
Position 198: 4.316320557755762e-08
Position 431: 3.681821133457827e-08
Position 481: 2.7291826576293372e-08
Position 467: 4.8063595470095475e-09
Position 140: 2.4020612190709293e-09
Position 537: 7.159801911542268e-10
Position 470: 2.536637240487709e-10
Position 1471: 1.168312936495842e-10
Position 476: 3.051120775040297e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 162: 0.996483140031303
Position 460: 0.9878350339663132
Position 1379: 0.8766898905957281
Position 912: 0.02534003885724135
Position 1576: 0.019809446654153205
Position 1247: 0.013222547223013303
Position 1150: 0.009686714281820762
Position 792: 0.009354547839609392
Position 1975: 0.006507339103826964
Position 1600: 0.006241498132301335
Position 1610: 0.005053376429557126
Position 795: 0.004259076616466903
Position 1102: 0.00402865257286555
Position 959: 0.003888450394997148
Position 304: 0.0026381795161848536
Position 643: 0.0024791397183753557
Position 863: 0.002174293592460533
Position 684: 0.0015289084591955666
Position 344: 0.0008786802948828769
Position 1587: 0.0006166288050788655
Position 1728: 0.0005596418169244675
Position 577: 0.0004638539261304196
Position 1653: 0.0004603313026143552
Position 587: 0.0003894558282204379
Position 664: 0.0003730357518352847
Position 1326: 0.0003675252116908724
Position 1734: 0.0003471832984696558
Position 1460: 0.00034000572266976306
Position 55: 0.000259947117668396
Position 1978: 0.0002301834836612855
Position 74: 0.00021907575410184542
Position 694: 0.00020301757054719987
Position 1740: 0.00018723864216707312
Position 1497: 0.0001582071597468591
Position 1120: 0.0001499392357648035
Position 673: 0.00012175413059456623
Position 1715: 9.181726873739397e-05
Position 1482: 8.287853110989147e-05
Position 670: 8.221123057483593e-05
Position 1099: 7.334493655664786e-05
Position 969: 5.3980904402656865e-05
Position 832: 4.873953762721689e-05
Position 1216: 4.629416440273868e-05
Position 742: 4.217105420085297e-05
Position 739: 4.148119987564684e-05
Position 1042: 3.963299423849411e-05
Position 1696: 3.572732185617052e-05
Position 889: 3.0081426283654218e-05
Position 1255: 2.696787630244131e-05
Position 1981: 2.3729971988765837e-05
Position 191: 2.3362406879528263e-05
Position 1018: 1.9012388021665085e-05
Position 487: 1.7588429111849923e-05
Position 1431: 1.4161976037576366e-05
Position 1300: 1.3381267317527871e-05
Position 371: 1.2127998949022125e-05
Position 844: 9.664684586234397e-06
Position 218: 6.6362155913473864e-06
Position 182: 2.4717032588972948e-06
Position 396: 1.67748388395581e-06
Position 221: 3.07642894267018e-07
Position 248: 1.7222670412716642e-07
Position 84: 1.583547753382216e-07
Position 376: 1.3291191636514683e-07
Position 96: 1.1543751531538548e-07
Position 230: 6.855408504520869e-08
Position 555: 5.242921944913357e-08
Position 875: 5.077736104081101e-08
Position 400: 2.4368274891776468e-08
Position 829: 2.231535385307507e-08
Position 122: 1.3533886890813561e-08
Position 240: 1.3531793372504729e-08
Position 93: 1.190757668121072e-08
Position 104: 1.1517122432495192e-08
Position 565: 9.323558282788121e-09
Position 383: 8.227337458936848e-09
Position 175: 9.295175658428165e-10
Position 428: 6.82012411394504e-11
Position 209: 5.449957904833179e-11
Position 595: 1.399606446941064e-13
