Gene = mus304
index = 1807
Annotated 5SS: [ 737 2317 2570]
Annotated 3SS: [ 815 2389 2635]
SMsplice 5SS: [ 737 2317 2570]
SMsplice 3SS: [ 815 2389 2635]
top_k =  500
Partition function (log Z): -0.2371561181653538

Sorted 5' Splice Sites (High to Low Probability):
Position 737: 0.985531929569925
Position 2317: 0.9835057983812845
Position 2570: 0.9689164875944603
Position 1308: 0.12028653384553455
Position 1718: 0.0861667252205502
Position 317: 0.059366015315193234
Position 732: 0.010640348441799284
Position 1328: 0.009798047025406823
Position 1811: 0.009271943145364819
Position 1605: 0.006713289909732182
Position 1299: 0.005913101321219693
Position 1436: 0.005183847456866616
Position 1150: 0.002999127644261035
Position 540: 0.00268622084498093
Position 501: 0.0023424612342772344
Position 2206: 0.0022708221135654895
Position 1339: 0.001997479634610244
Position 1522: 0.0014088162304192263
Position 995: 0.0010670521996895036
Position 2552: 0.0010425592627699366
Position 2262: 0.0009946664404558085
Position 2559: 0.0008402506813684683
Position 2280: 0.0008320693075840862
Position 741: 0.0006760545421657924
Position 753: 0.0006420046923498867
Position 705: 0.0005043821682700187
Position 161: 0.00050437017730551
Position 1839: 0.0004643737668819141
Position 1295: 0.00035721706861054986
Position 2526: 0.0003431191785612327
Position 70: 0.0002994545647868394
Position 2865: 0.0002820444397605347
Position 1896: 0.00026515181346172044
Position 2321: 0.00021852614424292533
Position 1367: 0.00020499119324740293
Position 1432: 0.00018165788004401794
Position 3: 0.00017556031353897766
Position 2171: 0.0001682336803738692
Position 965: 0.00013977057151018317
Position 1815: 0.00012921053645302666
Position 2856: 0.00012108919921057286
Position 2883: 8.635995809049677e-05
Position 2241: 7.068615318926769e-05
Position 2246: 6.588458851827858e-05
Position 2788: 6.0799784871261176e-05
Position 338: 5.9410844358835395e-05
Position 727: 5.377927472956935e-05
Position 566: 4.709524014173757e-05
Position 1319: 4.672914407745078e-05
Position 1154: 3.8283146078742275e-05
Position 1401: 3.473422728837761e-05
Position 167: 3.468169363327023e-05
Position 139: 3.380606903479275e-05
Position 2900: 2.72992430921169e-05
Position 2859: 2.707491303529664e-05
Position 924: 2.5015371790110736e-05
Position 2770: 2.003324802264861e-05
Position 2601: 1.776905913813796e-05
Position 2775: 1.5429517730363322e-05
Position 1989: 1.5083010616697616e-05
Position 2635: 1.1638494429703305e-05
Position 2086: 1.1402862259546657e-05
Position 564: 1.0966185935818784e-05
Position 2468: 1.090322088358433e-05
Position 2825: 1.0555142799713897e-05
Position 2877: 1.0074729393961844e-05
Position 2175: 6.557208530548676e-06
Position 2639: 5.654320036804836e-06
Position 2454: 4.644316891550206e-06
Position 986: 3.839848237072101e-06
Position 2472: 3.7556151161955455e-06
Position 2782: 2.7838663438479767e-06
Position 637: 1.6296028185994883e-06
Position 2918: 1.3665321911994497e-06
Position 485: 7.809525187838675e-07
Position 2743: 5.703860468218418e-07
Position 2923: 4.2077359217918043e-07
Position 394: 4.076722192283501e-07
Position 2907: 3.9005749766618407e-07
Position 1152: 3.611182685902704e-07
Position 192: 2.700956046963084e-07
Position 242: 2.2435685337710177e-07
Position 1122: 2.6145764074368906e-08
Position 829: 4.579795317380598e-13
Position 1746: 8.027375765998654e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 2389: 0.9766943377316363
Position 2635: 0.9656289208862133
Position 815: 0.8940765387333727
Position 1895: 0.09847694425719329
Position 370: 0.05984002788506542
Position 1777: 0.044390357314262094
Position 1427: 0.04327769567155598
Position 2103: 0.034804240728741526
Position 1654: 0.020667585911331676
Position 2279: 0.019194880854528928
Position 2425: 0.015944944757316698
Position 2130: 0.014541452836715067
Position 1117: 0.011724162753489585
Position 1949: 0.011663881785318764
Position 1930: 0.008061542858260601
Position 857: 0.007807440369216537
Position 1250: 0.007262485046854931
Position 2662: 0.006211533710126051
Position 1822: 0.006134739571162853
Position 1102: 0.004970581711138502
Position 1392: 0.004749832084199485
Position 1476: 0.0027674963641749597
Position 785: 0.002156022017887646
Position 622: 0.0019960643200577916
Position 1786: 0.001961592937202099
Position 1451: 0.001128866748485045
Position 619: 0.0010636977804299183
Position 2694: 0.000954229877828262
Position 558: 0.0009410495713799247
Position 2206: 0.0009061179843382167
Position 1560: 0.0008907974150807786
Position 651: 0.0006494712597787578
Position 1762: 0.0005901153738006938
Position 1055: 0.0004849655550888361
Position 3012: 0.0004212623648952033
Position 1220: 0.0004198111013467701
Position 1339: 0.0003688764324060903
Position 1961: 0.0003014308425950779
