Gene = Pfdn2
index = 1375
Annotated 5SS: [273]
Annotated 3SS: [376]
SMsplice 5SS: [273]
SMsplice 3SS: [376]
top_k =  500
Partition function (log Z): -7.0121832888385045

Sorted 5' Splice Sites (High to Low Probability):
Position 273: 0.9646506230870574
Position 655: 0.03389985986357506
Position 310: 0.01352431406674116
Position 328: 0.01264851296487939
Position 550: 0.011768866129180025
Position 44: 0.009967787037346836
Position 703: 0.005436271192771157
Position 314: 0.003718729645018159
Position 49: 0.0025128107497087338
Position 801: 0.002259379775338832
Position 39: 0.0012217619153254934
Position 306: 0.0009351489173062625
Position 468: 0.0005309105963419987
Position 11: 0.000364409143696997
Position 785: 0.0002861752236532907
Position 229: 0.0002672974870659471
Position 483: 0.00022935923058790272
Position 714: 0.00016368045466405934
Position 236: 0.00016265923208963964
Position 720: 0.00012427233161584007
Position 563: 9.970943971754158e-05
Position 666: 9.78520057214999e-05
Position 712: 9.036004436859221e-05
Position 31: 6.648776987925958e-05
Position 439: 5.829113837923549e-05
Position 668: 3.4116152435080424e-05
Position 606: 2.0399452447569725e-05
Position 37: 1.9495090488673614e-05
Position 446: 1.7592574741225444e-05
Position 459: 1.63494578358894e-05
Position 19: 1.389619738091052e-05
Position 277: 1.15048407748696e-05
Position 789: 1.124716347345469e-05
Position 195: 9.173196347754692e-06
Position 381: 7.358360752954665e-06
Position 782: 6.631074913744507e-06
Position 522: 6.166541819760638e-06
Position 436: 5.436966424570003e-06
Position 660: 3.673989268420183e-06
Position 941: 3.4143849314272772e-06
Position 187: 2.6346600087024852e-06
Position 117: 2.3662167309911156e-06
Position 100: 1.584376228991039e-06
Position 441: 2.9462801958170167e-09
Position 427: 2.171569618499822e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 376: 0.9491387314135376
Position 798: 0.07398062762857277
Position 105: 0.0137864929799215
Position 954: 0.0072868839043738
Position 387: 0.0060503918297529335
Position 929: 0.0042731346736300125
Position 345: 0.003812161360394386
Position 615: 0.0023120923556642324
Position 1087: 0.0013453964023110115
Position 1067: 0.0009270849913249876
Position 328: 0.0007563012433896667
Position 740: 0.0002701477264167418
Position 454: 0.0002462839003229768
Position 618: 0.00020495316588789588
Position 398: 0.00015133245637775783
Position 70: 0.0001474317103927261
Position 902: 0.000114949659520325
Position 479: 9.616735901552837e-05
Position 811: 6.87695816763823e-05
Position 114: 6.609796285649152e-05
Position 545: 5.7660541020759964e-05
Position 1076: 5.1144653876650996e-05
Position 464: 2.5470061090184095e-05
Position 88: 2.038292190041203e-05
Position 334: 2.0339277820969124e-05
Position 509: 1.8577041947315394e-05
Position 1091: 1.2338758579361869e-05
Position 494: 8.924182332478415e-06
Position 805: 7.889587401103122e-06
Position 60: 6.506575986282272e-06
Position 130: 4.94626411328936e-06
Position 623: 3.2581231473584715e-06
Position 587: 2.0195677054481285e-06
Position 563: 1.9516977272682996e-06
Position 204: 1.1417469206074371e-06
Position 173: 1.535390475685807e-07
Position 236: 1.1416101313119666e-07
Position 162: 9.795008835946161e-08
Position 550: 9.386162402997314e-08
Position 219: 3.8168383852144686e-08
Position 569: 2.9508044540559903e-08
Position 467: 1.9640776091475636e-08
Position 177: 1.5836448168188636e-08
Position 263: 1.0556252308355194e-08
Position 146: 5.548243433682879e-09
Position 195: 5.169746309157321e-09
Position 294: 3.789045143653506e-09
Position 180: 3.4350065236238025e-09
Position 273: 7.125116537679737e-10
Position 572: 6.827107883396467e-11
Position 277: 5.436228852431949e-12
Position 216: 3.7747409838453393e-14
