Gene = LKRSDH
index = 1247
Annotated 5SS: [ 185  450 1368 1812 2451 3785 4021]
Annotated 3SS: [ 305 1190 1432 1875 2628 3843 4082]
SMsplice 5SS: [ 185  450  828 1368 1812 2451 3785 4021]
SMsplice 3SS: [ 305  513 1190 1432 1875 2628 3843 4082]
top_k =  500
Partition function (log Z): 36.59300418917419

Sorted 5' Splice Sites (High to Low Probability):
Position 4021: 0.9999027217218633
Position 2451: 0.9966504680712241
Position 3785: 0.9962190493919056
Position 1812: 0.9957543458830626
Position 450: 0.9946163357108475
Position 185: 0.9556251272945078
Position 1368: 0.8102004115098362
Position 4455: 0.5256036281089672
Position 828: 0.30574841861348584
Position 605: 0.11530118372227306
Position 629: 0.07105606379430064
Position 906: 0.05134654391266402
Position 618: 0.04906358593878653
Position 2749: 0.045656284275844145
Position 242: 0.044217325915937855
Position 591: 0.04297087546580941
Position 865: 0.03696070448975694
Position 3193: 0.02517695265488519
Position 2788: 0.023599868566783394
Position 3106: 0.01618428824248012
Position 2950: 0.01344890441092639
Position 2775: 0.01220817621413103
Position 820: 0.011897070152541444
Position 980: 0.011800911977128693
Position 3209: 0.011247917568447102
Position 1263: 0.011039117998662678
Position 2773: 0.009740254460108502
Position 1089: 0.008885326149547132
Position 4303: 0.008654093633745715
Position 568: 0.008047678409461596
Position 3160: 0.007960828752547324
Position 1523: 0.007123192546250331
Position 3341: 0.007066457381745606
Position 613: 0.005143778460532065
Position 599: 0.004911906046700039
Position 949: 0.004082295577491856
Position 4164: 0.003615837534736852
Position 572: 0.003259871057815272
Position 4379: 0.0029196720971453563
Position 2871: 0.0026685808207051907
Position 2827: 0.002524395009226413
Position 1387: 0.002156868699937276
Position 1103: 0.0019974456862605853
Position 2729: 0.0017956747148453833
Position 3086: 0.001648541364814617
Position 3122: 0.0014603285908097244
Position 2447: 0.0013135069253495915
Position 3789: 0.0013121928017076347
Position 1242: 0.0013103318835226004
Position 2134: 0.0012555200731812078
Position 2736: 0.0011648821868773481
Position 2755: 0.0010287474883750455
Position 1930: 0.0010271853645344557
Position 408: 0.0010157318784960153
Position 4459: 0.0010033910438924049
Position 925: 0.0006934572951145223
Position 1902: 0.0006581537276737096
Position 2246: 0.0006323184499166426
Position 4432: 0.0006149917041841012
Position 3485: 0.0005999180096078033
Position 3457: 0.0005037183294820889
Position 4648: 0.0004511725234693434
Position 2793: 0.00045071374534126456
Position 2953: 0.0004336094999146748
Position 3724: 0.000424397882850455
Position 430: 0.00039990130292725514
Position 840: 0.0003990652589761055
Position 1059: 0.0003857046821679369
Position 1020: 0.00036261184790782657
Position 1054: 0.00036085347947489973
Position 735: 0.00034483821517378854
Position 4202: 0.000344181119638675
Position 786: 0.0003437848584258171
Position 1796: 0.0003298033633575237
Position 4277: 0.0003229432765449234
Position 2918: 0.0002634911291856444
Position 2012: 0.00024932121720835096
Position 2902: 0.00023313170230143687
Position 2517: 0.0002123114743246827
Position 1821: 0.00020776072410867602
Position 4558: 0.00019575640362459723
Position 414: 0.00016022661407485726
Position 597: 0.0001391365629885522
Position 1768: 0.0001354957892913967
Position 3701: 0.00012241225955029547
Position 386: 0.00012174942289937279
Position 2501: 0.00011404723672791016
Position 1254: 9.611103224808532e-05
Position 68: 9.394876144888072e-05
Position 2839: 9.358494697248902e-05
Position 578: 8.543847863196401e-05
