Gene = Qtzl
index = 1398
Annotated 5SS: [204]
Annotated 3SS: [261]
SMsplice 5SS: [204]
SMsplice 3SS: [261]
top_k =  500
Partition function (log Z): -6.277303488956435

Sorted 5' Splice Sites (High to Low Probability):
Position 204: 0.9988238698373759
Position 411: 0.006942295342335856
Position 279: 0.0021552989032387368
Position 519: 0.0013679048177909752
Position 751: 0.0011937139728207407
Position 532: 0.0005752740265422961
Position 415: 0.00044577837603275113
Position 653: 0.00038786494128830335
Position 313: 0.0003106464316803205
Position 637: 0.00023847389395579674
Position 707: 0.00018680004441543621
Position 363: 0.0001810602522092082
Position 146: 0.00017315645641313325
Position 728: 0.00010595278805405336
Position 21: 7.617755252546977e-05
Position 9: 7.385534548934382e-05
Position 790: 6.712085858561411e-05
Position 716: 6.535227997329865e-05
Position 651: 6.345206658824558e-05
Position 521: 4.48807405381875e-05
Position 254: 3.398720971434036e-05
Position 30: 2.7480362977494935e-05
Position 361: 2.5340199260670733e-05
Position 143: 1.51407610630797e-05
Position 603: 1.445800480342442e-05
Position 619: 1.1057997288460687e-05
Position 584: 1.0189162609936972e-05
Position 815: 4.345158937017958e-06
Position 765: 3.974336758889226e-06
Position 481: 3.967182643248077e-06
Position 248: 3.1499621495094443e-06
Position 107: 3.0563690948607163e-06
Position 601: 3.029582100098028e-06
Position 805: 1.691079614896781e-06
Position 229: 1.5251266176679902e-06
Position 83: 1.5610513362423794e-07
Position 258: 4.000479711270144e-09
Position 595: 7.173033455053655e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 261: 0.9633748771571433
Position 595: 0.00940069856355361
Position 564: 0.0082516313050822
Position 726: 0.007221837120206642
Position 305: 0.005704368748522398
Position 278: 0.004163897106046976
Position 338: 0.002663437651392815
Position 839: 0.002076927420146797
Position 879: 0.0020230349081210445
Position 716: 0.0015561286042662156
Position 580: 0.0012936658093425917
Position 524: 0.0012131800894404634
Position 768: 0.0012073346974504242
Position 296: 0.001019728126631789
Position 519: 0.0009409447632421555
Position 545: 0.0005355745739155143
Position 751: 0.0003793505347210231
Position 316: 0.00013286484131124496
Position 614: 0.00011300530945411703
Position 72: 9.559052209304173e-05
Position 311: 6.988272854574682e-05
Position 444: 5.355780355955752e-05
Position 61: 3.5108889763372664e-05
Position 528: 2.649464930381732e-05
Position 660: 2.2357884073963846e-05
Position 83: 2.2260611915287586e-05
Position 52: 1.1701743286961982e-05
Position 203: 1.0339955134378766e-05
Position 645: 7.123039376368938e-06
Position 106: 5.822729675515987e-06
Position 100: 5.6919275755329805e-06
Position 272: 1.2923087726036016e-06
Position 171: 1.2115173279640186e-06
Position 137: 2.9028978476648477e-07
Position 150: 2.4149794092001397e-07
Position 157: 9.582214484886264e-09
Position 176: 7.145272499673549e-09
Position 208: 4.510337887711282e-09
Position 188: 3.424207249465149e-09
Position 229: 1.5911679906123082e-09
Position 221: 5.650794015053317e-10
Position 274: 3.826103996818968e-15
