Gene = Pi3K21B
index = 1379
Annotated 5SS: [ 524 2039]
Annotated 3SS: [1152 4145]
SMsplice 5SS: [ 524 2039 4823]
SMsplice 3SS: [1152 4145 4883]
top_k =  500
Partition function (log Z): -7.983505819104637

Sorted 5' Splice Sites (High to Low Probability):
Position 2039: 0.9691185081228779
Position 524: 0.5576058725779642
Position 190: 0.32422911888119904
Position 3252: 0.2894414567941628
Position 194: 0.24051999287794543
Position 995: 0.08043388427268627
Position 365: 0.07400927477919277
Position 4776: 0.05398036321503484
Position 304: 0.04614746608424833
Position 3134: 0.04286063867700936
Position 75: 0.03134349518316564
Position 2670: 0.025377022685285428
Position 688: 0.016206668223268036
Position 1412: 0.01188552835288315
Position 3224: 0.010447200503879813
Position 278: 0.008864697113936964
Position 90: 0.008348252627911485
Position 2030: 0.007467300826257022
Position 1027: 0.007357780482519061
Position 2686: 0.006711340351497077
Position 1247: 0.005597273748625019
Position 4998: 0.004761657924101089
Position 3095: 0.004714450702204519
Position 1317: 0.0026627937788690054
Position 3494: 0.001782404490811968
Position 2847: 0.00151769766119855
Position 3521: 0.0013614726067993452
Position 565: 0.0011443399525306072
Position 669: 0.0011299829085452563
Position 286: 0.0010975565731110733
Position 1704: 0.0010516910648704389
Position 243: 0.0009467971945456816
Position 881: 0.0007378737253606664
Position 1006: 0.0007144526998667172
Position 582: 0.0005855474884801082
Position 362: 0.0005538714362049092
Position 3899: 0.0005187714747144003
Position 404: 0.0004783921658343171
Position 528: 0.00038567020195889444
Position 1346: 0.0002727398730548084
Position 77: 0.0002665660190232769
Position 2781: 0.00023924044899019002
Position 818: 0.00023560368611629112
Position 1519: 0.0002226442073560955
Position 1446: 0.00018979078258354748
Position 594: 0.00018448000402798633
Position 255: 0.00018389565881485713
Position 136: 0.00014674283118796353
Position 1042: 0.0001454526240817738
Position 282: 0.0001435191493548904
Position 407: 0.00013636282594817214
Position 1490: 9.960191433561999e-05
Position 728: 9.550253006460174e-05
Position 672: 9.019101402772893e-05
Position 268: 8.706610828591628e-05
Position 2100: 8.349412537263702e-05
Position 2085: 7.297764540699027e-05
Position 274: 4.313173356070846e-05
Position 1530: 4.1282538159763486e-05
Position 656: 3.550213831628554e-05
Position 1449: 3.469366689072255e-05
Position 302: 3.217512379659733e-05
Position 18: 3.1360132272149564e-05
Position 432: 2.466259183723563e-05
Position 2469: 1.8334150533612937e-05
Position 250: 1.6754357957760525e-05
Position 347: 1.5560714094384014e-05
Position 40: 1.407892868572277e-05
Position 290: 1.210274357064037e-05
Position 259: 9.325460551953477e-06
Position 799: 6.789033536996916e-06
Position 3289: 3.7666482959002427e-06
Position 2302: 2.6995218304468026e-06
Position 2043: 1.4920087380968449e-06
Position 2601: 1.0549079490985256e-06
Position 2607: 1.0367365301404314e-06
Position 113: 5.369055691931136e-07
Position 110: 3.626496827612511e-07
Position 284: 6.983354357334442e-08
Position 1861: 4.931457545503177e-08
Position 315: 3.7436525289157676e-08
