Gene = Shc
index = 1501
Annotated 5SS: [315]
Annotated 3SS: [376]
SMsplice 5SS: [315]
SMsplice 3SS: [376]
top_k =  500
Partition function (log Z): -4.512464047760037

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9952763154646278
Position 543: 0.007454992656402934
Position 319: 0.00433261702312845
Position 864: 0.0022686444867269302
Position 1190: 0.002267606097961174
Position 1445: 0.0010059630268039058
Position 739: 0.0008083210894294726
Position 989: 0.0005954214126162121
Position 766: 0.0005207531330841454
Position 498: 0.0004180904615392085
Position 243: 0.00025742833139336303
Position 1161: 0.00024003057136695328
Position 696: 0.00023034000722138386
Position 589: 0.0002021701640085572
Position 1368: 0.00014955106918546274
Position 220: 0.00014340757857733482
Position 1092: 0.0001406291828748811
Position 30: 0.0001269980903825545
Position 1558: 0.0001256928836959754
Position 18: 0.0001141912557072834
Position 299: 0.00011291661112429054
Position 803: 9.859909183143983e-05
Position 713: 7.737499434203939e-05
Position 306: 7.314572497376122e-05
Position 795: 5.668451646202329e-05
Position 528: 2.3083483653050724e-05
Position 238: 1.6034978950300905e-05
Position 1360: 1.0902120793060235e-05
Position 1500: 1.0445139856321664e-05
Position 1397: 8.947057301925585e-06
Position 1531: 6.842396818266026e-06
Position 652: 6.199944684100529e-06
Position 1194: 5.584460312503056e-06
Position 1552: 5.511157937634382e-06
Position 840: 5.378489316793288e-06
Position 1257: 5.223932449109575e-06
Position 1035: 4.0085049506348124e-06
Position 575: 4.0060651310188536e-06
Position 262: 2.427379209579847e-06
Position 1132: 1.2212772051888096e-06
Position 1353: 1.1736210787770707e-06
Position 224: 4.909549991536662e-07
Position 208: 1.6459480291597724e-07
Position 256: 6.230571302321572e-08
Position 581: 4.976773014276667e-08
Position 167: 3.0759480126168726e-08
Position 416: 1.1087967229834243e-08
Position 895: 8.652661223151972e-09
Position 1058: 5.2158563082460914e-09
Position 508: 4.491322890235973e-09
Position 409: 4.150004166875967e-09
Position 226: 1.0785147041035025e-09
Position 355: 9.14501957247816e-10
Position 515: 3.5421569869387134e-10
Position 380: 1.8875766828792679e-10
Position 345: 4.5060168106550787e-11
Position 393: 4.169360941080529e-11
Position 359: 2.980014298315949e-12
Position 336: 1.9604415461010932e-12
Position 350: 1.397997747617257e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 376: 0.9913747579334962
Position 1086: 0.004464741148353967
Position 781: 0.0032678684635356788
Position 624: 0.0029912562278518024
Position 1624: 0.0027259202525302655
Position 1285: 0.002005785327315403
Position 1534: 0.001996004044873267
Position 827: 0.0017067882846941137
Position 1250: 0.0015339170002061442
Position 920: 0.0006290998350450156
Position 863: 0.0004227004701683901
Position 1023: 0.00036625541288900945
Position 463: 0.00036016846097925706
Position 742: 0.00027341441153467383
Position 1117: 0.00026269254179931404
Position 1142: 0.0002311639449720617
Position 1291: 0.00021244812974419793
Position 306: 0.00020799730049111349
Position 977: 0.0002070474171182365
Position 860: 0.00019534812811504117
Position 739: 0.0001826648731031116
Position 840: 0.0001751825368757936
Position 940: 0.0001570561423967599
Position 1650: 0.00014537934827103298
Position 1014: 0.00012997111699784833
Position 121: 0.00011732629197123779
Position 64: 0.00010886611109105883
Position 1209: 9.967928861160467e-05
Position 1145: 9.701648920904143e-05
Position 523: 6.0533164330018625e-05
Position 629: 4.97013240169913e-05
Position 1375: 4.868709801737265e-05
Position 1175: 4.4520306023938904e-05
Position 1349: 4.199951413629793e-05
Position 1091: 4.1235178460800724e-05
Position 917: 4.082648094612559e-05
Position 710: 3.5931797449336354e-05
Position 1511: 2.9534035438689857e-05
Position 416: 2.1991879061033983e-05
Position 1269: 1.9362669823927e-05
Position 837: 1.898283394048379e-05
Position 428: 1.5707398581555524e-05
Position 1498: 1.3114327744950779e-05
Position 294: 1.1104140552762472e-05
Position 470: 1.0314678200245571e-05
Position 696: 9.98503123414834e-06
Position 791: 8.326558620577458e-06
Position 993: 7.624508778471778e-06
Position 869: 6.411428220768156e-06
Position 310: 5.214024723367099e-06
Position 141: 3.894776596711882e-06
Position 89: 3.816813500262335e-06
Position 803: 3.7276348816346465e-06
Position 83: 3.0160829378967394e-06
Position 393: 2.7737905189302253e-06
Position 71: 2.6133034635960567e-06
Position 549: 2.199801965360654e-06
Position 401: 1.7141333825035912e-06
Position 112: 1.2021219481925754e-06
Position 267: 7.047461415981299e-07
Position 182: 1.5080882254739446e-07
Position 96: 1.3431827437878415e-07
Position 93: 9.062987313879633e-08
Position 261: 3.404363085253653e-08
Position 378: 3.2231804926436096e-09
Position 505: 2.546216853497467e-09
Position 788: 2.0155851891498634e-09
Position 682: 1.798278522056759e-09
Position 345: 7.346686717933395e-10
Position 164: 3.2746474896118263e-10
Position 433: 3.1017002510856687e-10
Position 542: 1.4279499949926086e-10
Position 380: 5.898099738530835e-11
Position 342: 4.947559856916907e-11
Position 329: 1.5526453232818105e-11
Position 319: 2.6543634265860816e-12
