Gene = Hem
index = 1208
Annotated 5SS: [1388]
Annotated 3SS: [1452]
SMsplice 5SS: [1388]
SMsplice 3SS: [1452]
top_k =  500
Partition function (log Z): -5.645525297623896

Sorted 5' Splice Sites (High to Low Probability):
Position 1388: 0.9992360157834275
Position 1545: 0.3158777796632841
Position 3229: 0.09485991726232752
Position 430: 0.07488303344780149
Position 2645: 0.057933243554038304
Position 2067: 0.05479451232430964
Position 2880: 0.03708676979827005
Position 1848: 0.03188324644740361
Position 3174: 0.027960491466547128
Position 2529: 0.025023396929671086
Position 2650: 0.024342878392041405
Position 2200: 0.01639755186419304
Position 511: 0.012276212054886177
Position 30: 0.011023035109803361
Position 1695: 0.009265714406506313
Position 889: 0.008354075534417084
Position 1527: 0.006431144188713991
Position 1531: 0.005761038687461271
Position 1757: 0.005049604935664588
Position 1066: 0.004079518811998665
Position 806: 0.00387798071868381
Position 385: 0.0028577661770576653
Position 1686: 0.0027536385004245365
Position 2859: 0.0026542384839623296
Position 378: 0.0022837499023302186
Position 3258: 0.002057326845420894
Position 84: 0.0018640633539439948
Position 861: 0.0018311808635997266
Position 1845: 0.0017751150325427086
Position 1162: 0.0017589945446168378
Position 2655: 0.0015386304657041547
Position 2054: 0.0012927984072384868
Position 468: 0.0012888302337333765
Position 1224: 0.0009771218454497532
Position 751: 0.00090136902171964
Position 2008: 0.0008289295883422717
Position 2812: 0.0005711015148810473
Position 3004: 0.0005381010313419846
Position 879: 0.0005104445769464333
Position 409: 0.0004956754392373677
Position 2517: 0.0004242236348762314
Position 2633: 0.0003868791139712113
Position 330: 0.0003616767116527497
Position 1139: 0.00033141873484751237
Position 357: 0.0003094983689435049
Position 1392: 0.0002909468334980259
Position 456: 0.00028663825962849386
Position 1937: 0.0002646765295953443
Position 393: 0.00022482048069903012
Position 1872: 0.00022250441993677993
Position 601: 0.00018032605837300854
Position 37: 0.00014584577009750155
Position 1916: 0.00014154601287280315
Position 1891: 0.00013666023192869167
Position 1767: 0.00012557700850547202
Position 1056: 0.00012195754010266206
Position 198: 0.00011847093022710102
Position 765: 0.0001093019459613043
Position 945: 0.00010894986869280672
Position 2064: 9.692111747622973e-05
Position 1090: 9.01608015834488e-05
Position 1017: 9.00671131622747e-05
Position 1077: 8.13536461082949e-05
Position 360: 7.808956366244197e-05
Position 188: 4.693874884985947e-05
Position 1830: 4.1103142889170435e-05
Position 90: 3.6656138269922126e-05
Position 35: 2.4526868340653537e-05
Position 1615: 1.8566483478693605e-05
Position 1027: 1.819862038235023e-05
Position 2047: 1.0199415087097806e-05
Position 1900: 9.303831542112108e-06
Position 669: 8.573673620611644e-06
Position 1765: 3.836878924816735e-06
Position 148: 3.832730651443725e-06
Position 816: 3.815665036798752e-06
Position 127: 3.472327905877524e-06
Position 1313: 2.801495739541829e-06
Position 1563: 2.559751943217316e-06
Position 1742: 2.2452340833977876e-06
Position 2499: 8.823761114683319e-07
Position 1654: 7.889444965086322e-07
Position 1574: 4.031955187196156e-07
Position 1186: 2.365512561145641e-07
Position 919: 9.503038984018733e-08
Position 47: 6.91548089197837e-08
Position 604: 4.712013131801165e-08
Position 49: 4.6063710833353175e-08
Position 628: 3.48995758165348e-08
Position 484: 1.9322059366349818e-08
Position 884: 1.7170703579728358e-08
Position 810: 1.356317182178019e-08
Position 146: 1.2001213902676584e-08
Position 640: 1.001068711031655e-08
Position 1946: 6.612735201593238e-09
Position 462: 3.815389498605295e-09
Position 1625: 5.46670770347377e-10
Position 1473: 1.8223573577627652e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1452: 0.9972596764704192
Position 2756: 0.19289464693666108
Position 3313: 0.15414237407282874
Position 2708: 0.1242953486834263
Position 638: 0.04621052657627325
Position 1615: 0.04436677173476619
Position 1993: 0.040686868646548136
Position 504: 0.04058737362850887
Position 2966: 0.026033815463730226
Position 1958: 0.024139753928670227
Position 2585: 0.0233445362658852
Position 2135: 0.019632912142762794
Position 3772: 0.017338747773377867
Position 1116: 0.01244383805697289
Position 2249: 0.010599804984888108
Position 3082: 0.01049847733411997
Position 1138: 0.007167887937326094
Position 1635: 0.006864647349886558
Position 915: 0.006329422753035577
Position 1276: 0.0050983775579515715
Position 2402: 0.004936558145388247
Position 1654: 0.004312553898906268
Position 2920: 0.0028820422511151166
Position 1632: 0.0028653408458086914
Position 1017: 0.002800800755083391
Position 84: 0.002796188388978328
Position 2850: 0.002744937663019921
Position 3270: 0.002664176293360151
Position 1843: 0.0026572228728032623
Position 2732: 0.0024906333819149406
Position 2937: 0.002431297630350201
Position 136: 0.00225417516884619
Position 856: 0.002076443444949014
Position 1237: 0.0018103716306150214
Position 2456: 0.001452143373651989
Position 1476: 0.0010287513075833393
Position 1677: 0.0010127385143001676
Position 2793: 0.0008416882527083068
Position 792: 0.000670108321630401
Position 1946: 0.0006622651226712586
Position 2210: 0.0006006512408350603
Position 3448: 0.00051125547642606
Position 546: 0.0004023162017689091
Position 2207: 0.00038484768715113646
Position 3406: 0.0003620518358372796
Position 2053: 0.00032126240822489443
Position 237: 0.00025754287517860936
Position 2650: 0.00023583499066488
Position 3809: 0.0001926805504797606
Position 1891: 0.0001385392202220861
Position 3830: 0.00013235562105126422
Position 442: 0.00011845121354264012
Position 2148: 0.00010264050835600725
Position 2084: 9.511562889446478e-05
Position 2132: 8.984294404051442e-05
Position 732: 8.310235430347055e-05
Position 2204: 8.083011588987411e-05
Position 1686: 7.418566424264943e-05
Position 892: 7.256716851419839e-05
Position 1457: 6.415631926575455e-05
Position 105: 5.741057338883104e-05
Position 90: 5.6624351924336785e-05
Position 1195: 4.913452654609887e-05
Position 1511: 3.566946130618403e-05
Position 234: 3.004847048984764e-05
Position 198: 2.8577970652747328e-05
Position 960: 2.5214345903628246e-05
Position 178: 2.4884922307980725e-05
Position 853: 2.3008745146506483e-05
Position 1061: 2.222282907518688e-05
Position 702: 2.199204052150189e-05
Position 1352: 1.439507795197391e-05
Position 654: 1.3957582009978913e-05
Position 806: 1.2515279985104564e-05
Position 1027: 8.839207265885778e-06
Position 645: 8.055076362975391e-06
Position 1875: 7.2098194544169575e-06
Position 415: 5.434590637370624e-06
Position 357: 5.143771199418166e-06
Position 1974: 5.080041477188711e-06
Position 576: 5.007234522960075e-06
Position 456: 4.362657982404133e-06
Position 1484: 3.6246716790260082e-06
Position 1694: 3.6012845326433558e-06
Position 879: 3.589036343554958e-06
Position 1872: 3.2690604198274477e-06
Position 240: 3.0611528568626502e-06
Position 330: 2.8567086318547454e-06
Position 309: 2.684628097048851e-06
Position 1851: 2.5910434208894094e-06
Position 390: 2.0087858326201446e-06
Position 447: 1.69196429869856e-06
Position 313: 1.6076036482345957e-06
Position 1459: 9.252015975359473e-07
Position 1691: 7.190582580528885e-07
Position 1540: 4.020573698049813e-07
Position 340: 7.490936034609929e-08
Position 1467: 6.686204711102138e-08
Position 1387: 2.4642213051369804e-08
Position 378: 8.286778528304253e-10
Position 354: 8.157083733258923e-10
Position 1775: 7.775604987047133e-10
Position 244: 1.841938718617009e-10
Position 1794: 3.448583014518026e-11
