Gene = Tango6
index = 1547
Annotated 5SS: [ 132 2392]
Annotated 3SS: [ 189 2451]
SMsplice 5SS: [ 132 2392]
SMsplice 3SS: [ 189 2451]
top_k =  500
Partition function (log Z): -3.0175310468044843

Sorted 5' Splice Sites (High to Low Probability):
Position 2392: 0.9899268611735377
Position 132: 0.9198330199023482
Position 687: 0.46986133327206775
Position 1012: 0.24926151784110726
Position 1936: 0.16853505960439485
Position 1752: 0.040120799667347905
Position 447: 0.037349322852022755
Position 115: 0.03542776416822534
Position 547: 0.029381499074503166
Position 274: 0.01843833053765454
Position 1500: 0.0112877711467994
Position 1084: 0.010464818216929649
Position 999: 0.008904068262001592
Position 120: 0.008792396550264545
Position 331: 0.004513457677253047
Position 1043: 0.003171418014736247
Position 308: 0.0027592435745243267
Position 2047: 0.0022245829443541354
Position 2120: 0.0017865408318394134
Position 140: 0.001535885754941184
Position 909: 0.0010747529174482031
Position 2498: 0.0010226231867603896
Position 108: 0.0007686081446042868
Position 2355: 0.0006812099270870706
Position 88: 0.0005785959377617585
Position 971: 0.0005337644410239154
Position 1659: 0.0005309901335788896
Position 1445: 0.0005082501593474522
Position 1141: 0.0004697574599546057
Position 466: 0.0004007066271968939
Position 352: 0.000263326224331347
Position 8: 0.00026231017044140706
Position 2359: 0.000257922865513133
Position 52: 0.00019089100278228224
Position 697: 0.00018983613230295766
Position 2603: 0.00018675604492838656
Position 943: 0.00012437324959900688
Position 533: 0.00010697231372375477
Position 2583: 9.441771947069156e-05
Position 160: 9.317452404456702e-05
Position 2534: 9.030685664292702e-05
Position 1506: 7.911122441605183e-05
Position 464: 4.755386161479126e-05
Position 293: 3.846362467850005e-05
Position 2352: 3.549919374056693e-05
Position 877: 2.6220927450874227e-05
Position 1909: 2.300266806460205e-05
Position 2616: 1.862621773101155e-05
Position 384: 1.692890164733215e-05
Position 2889: 1.6853722442843148e-05
Position 691: 1.2152220056372174e-05
Position 2809: 8.854631780690177e-06
Position 835: 6.764650065623933e-06
Position 699: 5.376707856207083e-06
Position 660: 4.302351324910381e-06
Position 163: 3.908580965718925e-06
Position 55: 2.3103648124912937e-06
Position 1053: 1.0080015705627675e-06
Position 32: 7.768612264648855e-07
Position 936: 1.7968326597220373e-07
Position 882: 7.080387065531155e-08
Position 1969: 8.226570661664316e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2451: 0.9805617992439755
Position 189: 0.933609342757946
Position 1892: 0.33525041946061496
Position 1242: 0.20012617694839943
Position 1997: 0.17869293789479102
Position 922: 0.13301171431637585
Position 1152: 0.03869396872118722
Position 1929: 0.02708981111920949
Position 1499: 0.019698077833912843
Position 1818: 0.018246147804037206
Position 1840: 0.013315632047295582
Position 846: 0.01320344112144468
Position 2474: 0.012322101445755181
Position 210: 0.012237614082394334
Position 1217: 0.009364527599938735
Position 1755: 0.009021516082432344
Position 1028: 0.008890142536756187
Position 795: 0.008816416396011576
Position 642: 0.008663275945871272
Position 1187: 0.006555429506708418
Position 2132: 0.005263546963380292
Position 512: 0.005177202197024349
Position 2175: 0.005015373507305958
Position 1653: 0.004343154753016554
Position 2077: 0.0034829567672125814
Position 1334: 0.0028976902865060477
Position 1255: 0.0028475787537220664
Position 1530: 0.0026671995684892347
Position 867: 0.0025272515167468535
Position 2219: 0.002505299720573943
Position 765: 0.0022898461467753843
Position 421: 0.0018178083262193198
Position 163: 0.0018048112552099197
Position 1149: 0.001388817413383999
Position 1069: 0.0009685920761316809
Position 2558: 0.0009411882302297136
Position 1680: 0.0008913902782522476
Position 1626: 0.0008221481964621675
Position 2623: 0.0008107592091301077
Position 602: 0.0006286093786658162
Position 1683: 0.0005183525403054428
Position 373: 0.0005149836595301281
Position 1677: 0.0004928848136824718
Position 595: 0.0004769531224334153
Position 1066: 0.0004410228640814442
Position 1721: 0.00042409805825874064
Position 998: 0.0003178642502268681
Position 1369: 0.0002738378114174307
Position 1100: 0.0002680479068390158
Position 473: 0.0002587689742429674
Position 762: 0.00025278948645925147
Position 1084: 0.00022705660981703148
Position 1573: 0.00022391041677503252
Position 1657: 0.00022192506015241589
Position 2664: 0.00021417691761097156
Position 877: 0.00018691958158065152
Position 975: 9.00394209207384e-05
Position 222: 7.767583049307857e-05
Position 331: 7.29822533951718e-05
Position 55: 7.190737637468843e-05
Position 2667: 6.714395849480348e-05
Position 557: 3.0948123406295385e-05
Position 971: 1.9930613062508074e-05
Position 2754: 1.5757063098559846e-05
Position 704: 1.5337025975143154e-05
Position 943: 1.2754006214316178e-05
Position 269: 1.1812302028948212e-05
Position 2831: 1.0693897594401804e-05
Position 2966: 1.0358220237241038e-05
Position 2538: 9.855820371660472e-06
Position 2720: 9.52947082683522e-06
Position 450: 9.296113609321832e-06
Position 2956: 9.084089656553572e-06
Position 851: 7.225786180848865e-06
Position 2876: 5.694036620390143e-06
Position 104: 5.688623942078537e-06
Position 533: 5.083756978485846e-06
Position 2882: 3.1605951603000344e-06
Position 403: 2.2778577907054732e-06
Position 315: 1.498101902124796e-06
Position 431: 7.352616735919261e-07
Position 278: 6.55325849528399e-07
Position 667: 4.2545812323060373e-07
Position 483: 1.8756561079741218e-07
Position 308: 7.087926224426512e-08
Position 120: 3.182641020216282e-08
Position 114: 2.2393546727635914e-08
Position 88: 1.4805781481344257e-08
Position 570: 1.097421274450319e-08
Position 656: 7.886272012545687e-09
Position 125: 1.908141681785796e-09
Position 108: 1.399602388729238e-09
Position 106: 5.745531497038077e-10
Position 131: 4.439014714962219e-10
Position 290: 3.6354926050884064e-13
