Gene = Shaw
index = 1500
Annotated 5SS: [3405 3578 3833 4387 5072 5580]
Annotated 3SS: [3459 3637 4167 4467 5450 8493]
SMsplice 5SS: [ 301 3405 3578 3833 4387 5072 5580]
SMsplice 3SS: [2689 3459 3637 4167 4467 5450 8511]
top_k =  500
Partition function (log Z): 25.20181800283445

Sorted 5' Splice Sites (High to Low Probability):
Position 3578: 0.9999443644652787
Position 3833: 0.9997345356393454
Position 5580: 0.9990090329415455
Position 3405: 0.9965468924796073
Position 4387: 0.9933200696526312
Position 5072: 0.9909916109280204
Position 301: 0.7246773003936362
Position 2384: 0.33945605900659825
Position 2635: 0.17328871171524307
Position 2907: 0.1488304534997336
Position 1645: 0.12923526827808632
Position 2858: 0.12493736902411992
Position 311: 0.09527028721422741
Position 2720: 0.09265738354798937
Position 7012: 0.09027285126407515
Position 8643: 0.0463970765628187
Position 119: 0.04362631058796427
Position 124: 0.039368186439908096
Position 520: 0.035053169700742216
Position 6077: 0.025639446552011835
Position 7717: 0.024772327024441453
Position 1877: 0.0217256124797297
Position 2997: 0.01771436368793365
Position 5254: 0.017569487011926385
Position 10429: 0.015819650946784034
Position 5335: 0.014400928208769486
Position 5345: 0.01086583450277842
Position 384: 0.00929838666773368
Position 5093: 0.008751768235154073
Position 2381: 0.007826277128080624
Position 5839: 0.007739352275223681
Position 1892: 0.007639113052158444
Position 1987: 0.007409720562933578
Position 1462: 0.006149448376751813
Position 7660: 0.0056196846356901245
Position 10098: 0.005571795099017462
Position 4494: 0.005520451192014806
Position 2177: 0.005435109144560627
Position 1659: 0.0053420310088568125
Position 5348: 0.0050043235394324785
Position 1148: 0.004711925925142884
Position 628: 0.00455181441731411
Position 400: 0.004193354190485856
Position 954: 0.0037724942073457494
Position 5360: 0.0037722713320504676
Position 2578: 0.0037067243658194292
Position 2657: 0.0036270641425063476
Position 1485: 0.0034714303254721824
Position 1312: 0.0030393861866165432
Position 7155: 0.0027116240463709723
Position 4899: 0.0026942149169208933
Position 958: 0.002690063298582752
Position 534: 0.002379004592707423
Position 4289: 0.002342304467897818
Position 536: 0.0022482082183138963
Position 2917: 0.0022336513199342958
Position 3241: 0.0017078652501173665
Position 532: 0.0016858356581652622
Position 783: 0.0015429404707460054
Position 127: 0.001426874037003153
Position 4060: 0.0014113646471251217
Position 7136: 0.001377169257671332
Position 2311: 0.001317824608213287
Position 463: 0.0012874446970675294
Position 761: 0.0012632837805479963
Position 839: 0.0012423487228178684
Position 2467: 0.0011802854490466676
Position 7977: 0.0011503960654741692
Position 4930: 0.001045627247415241
Position 1025: 0.0009072186055056525
Position 2463: 0.0008299577827258273
Position 2087: 0.0007914308023014131
Position 4833: 0.0007314594653376232
Position 117: 0.000686671044746446
Position 4009: 0.000675847446047774
Position 5684: 0.0006544891996926528
Position 2335: 0.0005743324066187595
Position 735: 0.0005062697390561968
Position 1415: 0.0005020628293650001
Position 549: 0.00046998912784536963
Position 5295: 0.000458997761484296
Position 1345: 0.000456861293031818
Position 4246: 0.0003924098930462926
Position 5241: 0.00035494910504472397
Position 7346: 0.0003149765300392959
Position 4002: 0.00030417848177837723
Position 4747: 0.00030294639384389457
Position 2037: 0.00023845668528894992
Position 6022: 0.00019130766274356922
Position 4468: 0.0001590066998501429
Position 6236: 0.00015087039826238338
Position 122: 0.00015052916426363107
Position 4299: 0.0001431377735950459
Position 2276: 0.00012798318395299403
